id,Name,id_similar,Name_similar,Intersection_size,Intersection,ngram Similarity,Similar
fre000187,boyer-amours-jupiter-semele,fre000819,la-fontaine-daphne,7,"[""melpomene"", ""thalie"", ""apollon"", ""lamour"", ""jupiter"", ""momus"", ""venus""]",0.0005636382851305175,False
fre000187,boyer-amours-jupiter-semele,fre000536,dufresny-adieux-des-officiers,6,"[""lamour"", ""jupiter"", ""momus"", ""junon"", ""venus"", ""undesamours""]",0.001939713698258137,False
fre000207,cadet-gassicourt-souper-de-moliere,fre000296,chazet-dubois-moliere-chez-ninon,6,"[""laforet"", ""tous"", ""moliere"", ""boileau"", ""chapelle"", ""lafontaine""]",0.006335379132844981,False
fre000213,campistron-achille,fre000322,corneillep-andromede,6,"[""mercure"", ""melpomene"", ""lechoeur"", ""jupiter"", ""venus"", ""junon""]",0.0006422312950135328,False
fre000213,campistron-achille,fre000819,la-fontaine-daphne,7,"[""mercure"", ""melpomene"", ""thalie"", ""lechoeur"", ""jupiter"", ""venus"", ""unberger""]",0.0014034102869974036,False
fre000213,campistron-achille,fre001176,quinault-isis,6,"[""mercure"", ""melpomene"", ""thalie"", ""lechoeur"", ""jupiter"", ""junon""]",0.002030898672662653,False
fre000243,carmontelle-condamnez-sans-entendre,fre000274,carmontelle-statue,6,"[""lemarquis"", ""lebaron"", ""lacomtesse"", ""mademoiselledericheviere"", ""lechevalier"", ""lelaquais""]",0.7060152499293985,True
fre000287,chabanon-toison-d-or,fre001258,rousseaujb-jason,6,"[""medee"", ""jason"", ""orphee"", ""choeur"", ""lamour"", ""venus""]",0.0026041666666666665,False
fre000301,chevalier-amours-de-calotin,fre001778,palaprat-le-muet,6,"[""lemarquis"", ""lebaron"", ""lechevalier"", ""lelaquais"", ""lacomtesse"", ""lisette""]",0.007138896589963959,False
fre000301,chevalier-amours-de-calotin,fre000302,chevalier-barbons-amoureux,6,"[""ragotin"", ""guillot"", ""lisette"", ""beatrix"", ""policarpe"", ""boniface""]",0.00625471799849024,False
fre000322,corneillep-andromede,fre001176,quinault-isis,6,"[""melpomene"", ""lechoeur"", ""neptune"", ""junon"", ""mercure"", ""jupiter""]",0.0013055966576725564,False
fre000322,corneillep-andromede,fre001178,quinault-persee,8,"[""cassiope"", ""persee"", ""cephee"", ""phinee"", ""lechoeur"", ""venus"", ""andromede"", ""mercure""]",0.002119362495761275,False
fre000324,corneillep-cid,fre000325,corneillep-cid-37,12,"[""chimene"", ""elvire"", ""linfante"", ""leonor"", ""page"", ""lecomte"", ""dondiegue"", ""donrodrigue"", ""donarias"", ""donfernand"", ""donsanche"", ""donalonse""]",0.6368234089951231,True
fre000326,corneillep-cinna,fre000327,corneillep-cinna-43,9,"[""emilie"", ""fulvie"", ""cinna"", ""evandre"", ""auguste"", ""maxime"", ""euphorbe"", ""polyclete"", ""livie""]",0.6344422574295764,True
fre000334,corneillep-medee,fre000335,corneillep-medee-39,9,"[""pollux"", ""jason"", ""creuse"", ""cleone"", ""medee"", ""nerine"", ""creon"", ""aegee"", ""theudas""]",0.6790677784904854,True
fre000334,corneillep-medee,fre000381,corneillet-medee,6,"[""jason"", ""creuse"", ""cleone"", ""medee"", ""nerine"", ""creon""]",0.0018066847335140017,False
fre000335,corneillep-medee-39,fre000381,corneillet-medee,6,"[""jason"", ""creuse"", ""cleone"", ""medee"", ""nerine"", ""creon""]",0.0018245796950345367,False
fre000336,corneillep-melite,fre000337,corneillep-melite-33,7,"[""eraste"", ""melite"", ""philandre"", ""cloris"", ""cliton"", ""lanourrice"", ""lisis""]",0.33445835601524226,True
fre000356,corneillep-veuve,fre000357,corneillep-veuve-34,12,"[""alcidon"", ""philiste"", ""lanourrice"", ""chrysante"", ""doris"", ""geron"", ""clarice"", ""celidan"", ""polymas"", ""doraste"", ""lycas"", ""listor""]",0.613077485791458,True
fre000366,corneillet-circe,fre001168,quinault-cadmus-hermione,7,"[""mars"", ""lamour"", ""tousensemble"", ""melisse"", ""venus"", ""lesoleil"", ""jupiter""]",0.0010150465727251014,False
fre000374,corneillet-festin-pierre,fre001003,moliere-dom-juan,11,"[""sganarelle"", ""gusman"", ""donjuan"", ""charlotte"", ""pierrot"", ""laramee"", ""doncarlos"", ""laviolette"", ""donlouis"", ""monsieurdimanche"", ""lastatue""]",0.032034450162798024,False
fre000374,corneillet-festin-pierre,fre001009,moliere-festin-de-pierre,11,"[""sganarelle"", ""gusman"", ""donjuan"", ""charlotte"", ""pierrot"", ""laramee"", ""doncarlos"", ""laviolette"", ""donlouis"", ""monsieurdimanche"", ""lastatue""]",0.04658278599878663,False
fre000378,corneillet-inconnu,fre000457,dancourt-inconnu,17,"[""thalie"", ""lemarquis"", ""lamontagne"", ""virgine"", ""olimpe"", ""lacomtesse"", ""lamour"", ""lajeunesse"", ""lechevalier"", ""comus"", ""labohemienne"", ""petitbohemien"", ""levicomte"", ""cascaret"", ""lecomedien"", ""alcidon"", ""aminte""]",0.17296727200817374,False
fre000381,corneillet-medee,fre001183,quinault-thesee,6,"[""lechoeur"", ""unhabitant"", ""deuxbergeres"", ""medee"", ""arcas"", ""cleone""]",0.0018720405241713467,False
fre000398,crebillon-catilina,fre001441,voltaire-rome-sauvee,6,"[""catilina"", ""lentulus"", ""ciceron"", ""caton"", ""crassus"", ""cethegus""]",0.003496973772696705,False
fre000420,cubieres-palmezeaux-mort-de-moliere-3a,fre000421,cubieres-palmezeaux-mort-de-moliere-4a,14,"[""moliere"", ""lesbin"", ""chapelle"", ""laforet"", ""lamoliere"", ""isabelle"", ""baron"", ""lesemainier"", ""angelique"", ""cleante"", ""ledocteur"", ""ledomestique"", ""montausier"", ""pirlon""]",0.45908761766835626,True
fre000434,dancourt-comedie-comediens,fre001210,regnard-divorce,7,"[""unlaquais"", ""isabelle"", ""mezzetin"", ""jupiter"", ""pierrot"", ""mercure"", ""lechevalier""]",0.010381620686340479,False
fre000436,dancourt-deroute-pharaon,fre000437,dancourt-desolation-des-joueuses,7,"[""lacomtesse"", ""clitandre"", ""lecaissier"", ""lintendante"", ""eraste"", ""lemarquis"", ""merlin""]",0.1741795286120243,False
fre000437,dancourt-desolation-des-joueuses,fre000445,dancourt-femme-d-intrigues,7,"[""lisette"", ""angelique"", ""dorante"", ""unlaquais"", ""eraste"", ""lemarquis"", ""lechevalier""]",0.010930565234933793,False
fre000438,dancourt-diable-boiteux,fre000445,dancourt-femme-d-intrigues,6,"[""angelique"", ""unlaquais"", ""eraste"", ""leandre"", ""cascaret"", ""lecommissaire""]",0.009596998232131905,False
fre000462,dancourt-metempsychose,fre000536,dufresny-adieux-des-officiers,6,"[""mercure"", ""bacchus"", ""lamour"", ""jupiter"", ""junon"", ""venus""]",0.002411873840445269,False
fre000462,dancourt-metempsychose,fre000819,la-fontaine-daphne,7,"[""mercure"", ""bacchus"", ""lamour"", ""thalie"", ""jupiter"", ""philis"", ""venus""]",0.0008274720728175424,False
fre000477,de-caux-marius,fre000760,henault-marius-a-cirte,8,"[""cethegus"", ""marius"", ""arisbe"", ""phenice"", ""caiusmarius"", ""numerius"", ""hiempsal"", ""nerbal""]",0.6628046045746748,True
fre000497,diderot-est-il-bon-est-il-mechant,fre000501,diderot-piece-prologue,10,"[""madamedechepy"", ""picard"", ""mademoisellebeaulieu"", ""flamand"", ""monsieurhardouin"", ""lelaquais"", ""madamebertrand"", ""monsieurdesurmont"", ""monsieurpoultier"", ""tousensemble""]",0.34325983177995,True
fre000504,donneau-de-vise-amours-du-soleil,fre000526,dorneval-jugement-de-paris,6,"[""lamour"", ""venus"", ""pallas"", ""mercure"", ""ladiscorde"", ""jupiter""]",0.0013195332151251496,False
fre000526,dorneval-jugement-de-paris,fre001168,quinault-cadmus-hermione,6,"[""jupiter"", ""venus"", ""lamour"", ""lhymen"", ""junon"", ""pallas""]",0.000562535158447403,False
fre000533,dufresny-regnard-chinois,fre000540,dufresny-depart-des-comediens,6,"[""lecomedien"", ""pierrot"", ""colombine"", ""mezzetin"", ""arlequin"", ""octave""]",0.004745866503368034,False
fre000533,dufresny-regnard-chinois,fre001207,regnard-coquette,6,"[""pierrot"", ""isabelle"", ""colombine"", ""mezzetin"", ""arlequin"", ""octave""]",0.016505290681047512,False
fre000536,dufresny-adieux-des-officiers,fre000819,la-fontaine-daphne,9,"[""lamour"", ""venus"", ""cupidon"", ""mercure"", ""momus"", ""lesdieux"", ""jupiter"", ""diane"", ""bacchus""]",0.00015055706112616682,False
fre000536,dufresny-adieux-des-officiers,fre001023,moliere-psyche,6,"[""lamour"", ""mars"", ""venus"", ""vulcain"", ""jupiter"", ""bacchus""]",0.0008649272019605016,False
fre000536,dufresny-adieux-des-officiers,fre000845,la-motte-carnaval-folie,6,"[""venus"", ""plutus"", ""mercure"", ""momus"", ""jupiter"", ""bacchus""]",0.0001819505094614265,False
fre000537,dufresny-chevalier-joueur,fre001214,regnard-joueur,6,"[""valere"", ""nerine"", ""angelique"", ""lacomtesse"", ""dorante"", ""lemarquis""]",0.007986860326559531,False
fre000540,dufresny-depart-des-comediens,fre001032,mongin-promenades-de-paris,6,"[""arlequin"", ""colombine"", ""leandre"", ""pierrot"", ""octave"", ""mezzetin""]",0.002848495638241054,False
fre000540,dufresny-depart-des-comediens,fre001207,regnard-coquette,6,"[""arlequin"", ""colombine"", ""pierrot"", ""octave"", ""pasquariel"", ""mezzetin""]",0.005557068918550803,False
fre000558,dumaniant-francais-en-huronie,fre000559,dumaniant-francais-en-huronie-1787,6,"[""frontin"", ""valcour"", ""lafleur"", ""dorval"", ""zamire"", ""lesauvage""]",0.37563025210084033,True
fre000656,fuzelier-enfer-galant,fre000819,la-fontaine-daphne,7,"[""bacchus"", ""melpomene"", ""apollon"", ""venus"", ""diane"", ""lechoeur"", ""choeurdesdieux""]",0.0006598482349059716,False
fre000680,garnier-bradamante,fre000804,la-calprenede-bradamante,8,"[""aymon"", ""renaud"", ""bradamante"", ""leon"", ""roger"", ""marphise"", ""charles"", ""ambassadeurs""]",0.001296030203138647,False
fre000685,genlis-amant-anonyme,fre001653,colle-l-amant-anonyme,8,"[""ophemon"", ""rosalie"", ""picard"", ""leontine"", ""dorothee"", ""levicomte"", ""jeannette"", ""colin""]",0.8664084593630886,True
fre000753,guimont-de-la-touche-iphigenie,fre001875,favard-voisenon-la-petite-iphigenie,7,"[""iphigenie"", ""ismenie"", ""eumene"", ""thoas"", ""oreste"", ""lesclave"", ""arbas""]",0.009406698022326741,False
fre000818,la-fontaine-climene,fre000839,la-harpe-muses-rivales,7,"[""erato"", ""uranie"", ""apollon"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.0008314279775514446,False
fre000818,la-fontaine-climene,fre001624,cahusac-l-algerien,7,"[""uranie"", ""apollon"", ""polymnie"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.0004343576935606472,False
fre000819,la-fontaine-daphne,fre000845,la-motte-carnaval-folie,7,"[""jupiter"", ""venus"", ""momus"", ""choeur"", ""lechoeur"", ""bacchus"", ""mercure""]",0.0016174092045287457,False
fre000819,la-fontaine-daphne,fre001023,moliere-psyche,6,"[""jupiter"", ""venus"", ""choeur"", ""lamour"", ""apollon"", ""bacchus""]",0.0005123607019341616,False
fre000819,la-fontaine-daphne,fre001176,quinault-isis,9,"[""jupiter"", ""choeur"", ""apollon"", ""deuxbergers"", ""lechoeur"", ""tousensemble"", ""melpomene"", ""thalie"", ""mercure""]",0.0003888528839922229,False
fre000819,la-fontaine-daphne,fre001179,quinault-proserpine,6,"[""jupiter"", ""nymphes"", ""lechoeur"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.000985585807564371,False
fre000819,la-fontaine-daphne,fre001439,voltaire-pandore,9,"[""jupiter"", ""promethee"", ""lesdieux"", ""choeurdesdieux"", ""choeur"", ""lamour"", ""nymphes"", ""lechoeur"", ""mercure""]",0.0005983097748859472,False
fre000819,la-fontaine-daphne,fre000993,moliere-amants-magnifiques,6,"[""venus"", ""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble""]",0.0008975317875841437,False
fre000819,la-fontaine-daphne,fre001178,quinault-persee,6,"[""venus"", ""choeur"", ""lamour"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.0007479431563201197,False
fre000819,la-fontaine-daphne,fre001183,quinault-thesee,6,"[""venus"", ""minerve"", ""choeur"", ""lechoeur"", ""bacchus"", ""tousensemble""]",0.001411183630269889,False
fre000819,la-fontaine-daphne,fre001162,quinault-alceste,6,"[""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble"", ""diane""]",0.0003712871287128713,False
fre000819,la-fontaine-daphne,fre001166,quinault-atys,6,"[""choeur"", ""nymphes"", ""fleuves"", ""lechoeur"", ""heures"", ""melpomene""]",0.0008300723348748962,False
fre000839,la-harpe-muses-rivales,fre001624,cahusac-l-algerien,6,"[""uranie"", ""thalie"", ""calliope"", ""clio"", ""melpomene"", ""apollon""]",0.0008886631966484702,False
fre000858,leclerc-iphigenie,fre001251,rotrou-iphigenie,7,"[""oronte"", ""agamemnon"", ""menelas"", ""ulysse"", ""achille"", ""clytemnestre"", ""iphigenie""]",0.020756115641215715,False
fre000913,mareschala-genereuse-allemande,fre000914,mareschala-genereuse-allemande-2,6,"[""aristandre"", ""adraste"", ""camille"", ""roseline"", ""cloriande"", ""coryleon""]",0.016135195957708803,False
fre000958,marolles-avaricieux,fre001128,plaute-aululaire,6,"[""euclion"", ""staphyla"", ""megadore"", ""strobile"", ""pythodicus"", ""lyconide""]",0.0412725709372313,False
fre000976,moissy-gourmandes,fre000988,moissy-poupee,6,"[""caroline"", ""josephine"", ""lepetitdulac"", ""dulac"", ""monsieurdulac"", ""fanchette""]",0.7372233400402415,True
fre000977,moissy-goute,fre000985,moissy-petit-paysan,6,"[""monsieurblandineau"", ""madameblandineau"", ""madamebeandineau"", ""lepetitblandineau"", ""jannot"", ""lapetiteblandineau""]",0.7542857142857143,True
fre000993,moliere-amants-magnifiques,fre001162,quinault-alceste,6,"[""eole"", ""choeur"", ""tous"", ""tousensemble"", ""lechoeur"", ""apollon""]",0.0003936814133162738,False
fre000993,moliere-amants-magnifiques,fre001183,quinault-thesee,6,"[""choeur"", ""bergers"", ""venus"", ""lapretresse"", ""tousensemble"", ""lechoeur""]",0.001417233560090703,False
fre000993,moliere-amants-magnifiques,fre001173,quinault-fetes-amour-bacchus,7,"[""tircis"", ""menandre"", ""caliste"", ""tous"", ""climene"", ""tousensemble"", ""lechoeur""]",0.06891600861450108,False
fre000997,moliere-bourgeois-gentilhomme,fre001173,quinault-fetes-amour-bacchus,8,"[""tous"", ""hommedubelair"", ""autrehommedubelair"", ""femmedubelair"", ""autrefemmedubelair"", ""autregascon"", ""lesuisse"", ""vieuxbourgeoisbabillard""]",0.0011152268291711475,False
fre001001,moliere-divertissement-chambord,fre001020,moliere-monsieur-pourceaugnac,9,"[""premierevoix"", ""deuxiemevoix"", ""troisiemevoix"", ""lavocatbredouilleur"", ""legyptienne"", ""choeurdesmusiciens"", ""legyptien"", ""lepetitchoeur"", ""tousensemble""]",0.002506450423884998,False
fre001003,moliere-dom-juan,fre001009,moliere-festin-de-pierre,16,"[""sganarelle"", ""gusman"", ""donjuan"", ""donaelvire"", ""charlotte"", ""pierrot"", ""mathurine"", ""laramee"", ""doncarlos"", ""donalonse"", ""laviolette"", ""monsieurdimanche"", ""donlouis"", ""ragotin"", ""lastatue"", ""lespectre""]",0.6363760106716032,True
fre001012,moliere-impromptu-versailles,fre001319,sand-roi-attend,12,"[""moliere"", ""brecourt"", ""lagrange"", ""ducroisy"", ""mademoiselleduparc"", ""mademoisellebejart"", ""mademoiselledebrie"", ""mademoiselleducroisy"", ""mademoiselleherve"", ""mademoisellemoliere"", ""bejart"", ""unnecessaire""]",0.041673268895579145,False
fre001021,moliere-precieuses-ridicules,fre001361,somaize-precieuses-ridicules,11,"[""ducroisy"", ""lagrange"", ""gorgibus"", ""marotte"", ""cathos"", ""mascarille"", ""premierporteur"", ""deuxiemeporteur"", ""almanzor"", ""jodelet"", ""lucile""]",0.04423109891993828,False
fre001023,moliere-psyche,fre001183,quinault-thesee,6,"[""choeur"", ""venus"", ""leroi"", ""divinites"", ""bacchus"", ""mars""]",0.0016303904785196055,False
fre001032,mongin-promenades-de-paris,fre001207,regnard-coquette,6,"[""octave"", ""colombine"", ""arlequin"", ""pierrot"", ""mezzetin"", ""lechoeur""]",0.0072176620435890175,False
fre001047,montchretien-hector,fre001701,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,6,"[""cassandre"", ""andromaque"", ""hector"", ""priam"", ""hecube"", ""helene""]",0.0011144688055894896,False
fre001061,musset-lorenzaccio,fre001935,rostand-cyrano,7,"[""leduc"", ""lebourgeois"", ""unpage"", ""lemarquis"", ""unefemme"", ""unevoix"", ""leportier""]",0.0028080565695759833,False
fre001116,piis-cassandre-astrologue,fre001462,anseaume-tableau-parlant,6,"[""pierrot"", ""colombine"", ""leandre"", ""isabelle"", ""cassandre"", ""ensemble""]",0.004460838980869864,False
fre001162,quinault-alceste,fre001176,quinault-isis,7,"[""ensemble"", ""choeur"", ""tousensemble"", ""choeurs"", ""deuxtritons"", ""apollon"", ""lechoeur""]",0.00191131498470948,False
fre001162,quinault-alceste,fre001179,quinault-proserpine,6,"[""tousensemble"", ""lechoeur"", ""lechoeur"", ""lesombres"", ""pluton"", ""proserpine""]",0.0020606060606060605,False
fre001166,quinault-atys,fre001176,quinault-isis,6,"[""melpomene"", ""iris"", ""ensemble"", ""choeurs"", ""lechoeur"", ""choeur""]",0.0030484087306426044,False
fre001168,quinault-cadmus-hermione,fre001176,quinault-isis,6,"[""lechoeur"", ""pan"", ""choeurs"", ""junon"", ""tousensemble"", ""jupiter""]",0.0029459025174076057,False
fre001168,quinault-cadmus-hermione,fre001178,quinault-persee,6,"[""lechoeur"", ""choeurs"", ""lamour"", ""tousensemble"", ""leschoeurs"", ""venus""]",0.0029581993569131834,False
fre001169,quinault-comedie-sans-comedie,fre001171,quinault-docteur-de-verre,8,"[""laroque"", ""lafleur"", ""isabelle"", ""marine"", ""panfile"", ""tersandre"", ""ragotin"", ""ledocteur""]",0.2096534534822413,False
fre001176,quinault-isis,fre001624,cahusac-l-algerien,6,"[""larenommee"", ""lechoeur"", ""calliope"", ""thalie"", ""apollon"", ""melpomene""]",0.0019232715861929345,False
fre001176,quinault-isis,fre001179,quinault-proserpine,6,"[""lechoeur"", ""lechoeur"", ""mercure"", ""jupiter"", ""deuxnymphes"", ""tousensemble""]",0.0027901077996195307,False
fre001176,quinault-isis,fre001183,quinault-thesee,7,"[""lechoeur"", ""bergers"", ""ensemble"", ""tousensemble"", ""choeur"", ""divinites"", ""peuples""]",0.002297044066976969,False
fre001176,quinault-isis,fre001439,voltaire-pandore,6,"[""lechoeur"", ""neptune"", ""mercure"", ""jupiter"", ""choeurdesnymphes"", ""choeur""]",0.0013945920818160687,False
fre001178,quinault-persee,fre001179,quinault-proserpine,6,"[""lechoeur"", ""lechoeur"", ""mercure"", ""divinitesinfernales"", ""leschoeurs"", ""tousensemble""]",0.0057373046875,False
fre001179,quinault-proserpine,fre001439,voltaire-pandore,6,"[""lechoeur"", ""mercure"", ""pluton"", ""nymphes"", ""lechoeur"", ""jupiter""]",0.002042155933192327,False
fre001183,quinault-thesee,fre001258,rousseaujb-jason,6,"[""unplaisir"", ""venus"", ""choeur"", ""leroi"", ""medee"", ""lechoeur""]",0.0022185970636215335,False
fre001184,racine-alexandre,fre001185,racine-alexandre-66,6,"[""cleofile"", ""taxile"", ""porus"", ""axiane"", ""ephestion"", ""alexandre""]",0.8296585797507559,True
fre001186,racine-andromaque,fre001187,racine-andromaque-68,8,"[""oreste"", ""pylade"", ""pyrrhus"", ""phoenix"", ""andromaque"", ""hermione"", ""cleone"", ""cephise""]",0.869922007460156,True
fre001195,racine-phedre,fre001196,racine-phedre-77,8,"[""hippolyte"", ""theramene"", ""oenone"", ""phedre"", ""panope"", ""aricie"", ""ismene"", ""thesee""]",0.9170739042177279,True
fre001197,racine-plaideurs,fre001198,racine-plaideurs-69,8,"[""petitjean"", ""lintime"", ""dandin"", ""leandre"", ""chicanneau"", ""lacomtesse"", ""isabelle"", ""lesouffleur""]",0.8510116492949111,True
fre001199,racine-thebaide,fre001200,racine-thebaide-64,8,"[""jocaste"", ""olympe"", ""antigone"", ""eteocle"", ""creon"", ""hemon"", ""polynice"", ""attale""]",0.71699585121095,True
fre001199,racine-thebaide,fre001240,rotrou-antigone,6,"[""jocaste"", ""antigone"", ""eteocle"", ""creon"", ""hemon"", ""polynice""]",0.002677376171352075,False
fre001200,racine-thebaide-64,fre001240,rotrou-antigone,6,"[""jocaste"", ""antigone"", ""eteocle"", ""creon"", ""hemon"", ""polynice""]",0.0031336706381589687,False
fre001203,regnard-arlequin-bonnes-fortunes,fre001207,regnard-coquette,6,"[""mezzetin"", ""isabelle"", ""colombine"", ""pierrot"", ""pasquariel"", ""arlequin""]",0.033413063477460904,False
fre001203,regnard-arlequin-bonnes-fortunes,fre001211,regnard-filles-errantes,6,"[""mezzetin"", ""isabelle"", ""colombine"", ""pierrot"", ""pasquariel"", ""arlequin""]",0.021984464311886266,False
fre001207,regnard-coquette,fre001210,regnard-divorce,6,"[""arlequin"", ""colombine"", ""pierrot"", ""isabelle"", ""mezzetin"", ""lelaquais""]",0.018979833926453145,False
fre001207,regnard-coquette,fre001211,regnard-filles-errantes,7,"[""arlequin"", ""colombine"", ""pierrot"", ""isabelle"", ""mezzetin"", ""pasquariel"", ""lechoeur""]",0.019425895412366664,False
fre001336,schelandre-tyr-sidon-i,fre001337,schelandre-tyr-sidon-ii,14,"[""phulter"", ""abdolomin"", ""balorte"", ""belcar"", ""araxe"", ""soldats"", ""timadon"", ""pharnabaze"", ""cassandre"", ""meliane"", ""zorote"", ""almodice"", ""archers"", ""soldat""]",0.0018401491489310187,False
fre001400,viau-pyrame,fre001906,puget-de-la-serre-le-pyrame,9,"[""thisbe"", ""bersiane"", ""narbal"", ""lidias"", ""leroi"", ""syllar"", ""pyrame"", ""disarque"", ""deuxis""]",0.0040951067652835235,False
fre001592,beissier-proprietaire-et-locataire,fre001612,beissier-locataire,6,"[""guignol"", ""leconcierge"", ""maitrefuret"", ""leproprietaire"", ""legendarme"", ""lecommissaire""]",0.916336035880628,True
