VALEUR,#apollon,#i-muse,#ii-muse,#iii-muse,#iv-muse,#v-muse,#vi-muse,#vii-muse,#l-amour,#le-roi,#theaspe,#nerice,#clitie,#palmis,#la-princesse,#venus,#pallas,#mercure,#personne-1,#personne-2,#personne-3,#furie-1,#la-discorde,#jupiter,#eole,#mirsa,#le-soleil
#nerice,1.0169491525423728,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.10169491525423731,0.40677966101694923,0.8135593220338985,53.15254237288135,4.748587570621468,0.40677966101694923,1.0169491525423728,0.3050847457627119,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.050847457627118654,0.10169491525423731,0.050847457627118654,0.050847457627118654,0.10169491525423731,0.10169491525423731
#clitie,0.7239171374764594,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.6101694915254238,0.8504001883239173,1.7008003766478346,4.748587570621468,28.491525423728813,0.07956685499058386,0.7239171374764594,0.3768047708725675,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.6101694915254238,0.3050847457627119,0.3050847457627119,0.6101694915254238,0.6101694915254238
#palmis,1.080614406779661,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.2711864406779661,1.0847457627118644,2.169491525423729,0.40677966101694923,0.07956685499058386,44.08474576271187,6.780614406779661,0.8135593220338985,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.2711864406779661,0.13559322033898305,0.13559322033898305,0.2711864406779661,0.2711864406779661
#la-princesse,0.21966101694915266,0.3389830508474576,0.3389830508474576,0.3389830508474576,0.3389830508474576,0.3389830508474576,0.3389830508474576,0.3389830508474576,0.6779661016949152,2.711864406779661,1.0831038135593218,1.0169491525423728,0.7239171374764598,6.780614406779661,25.779661016949156,2.0338983050847457,0.3389830508474576,0.3389830508474576,1.2889830508474578,1.2889830508474578,1.2889830508474578,0.3389830508474576,2.5779661016949156,1.2889830508474578,0.3389830508474576,0.6779661016949152,0.6779661016949152
#venus,0.0005649717514124264,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.20338983050847462,0.8135593220338985,0.08545197740112989,0.3050847457627119,0.3768047708725675,0.8135593220338985,2.0338983050847457,47.61016949152542,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.10169491525423731,0.20338983050847462,0.10169491525423731,0.10169491525423731,0.20338983050847462,0.20338983050847462
#pallas,0.3389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,0.3389830508474576,0.10169491525423731,57.01694915254238,57.01694915254238,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.03389830508474576
#pallas,0.3389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,0.3389830508474576,0.10169491525423731,57.01694915254238,57.01694915254238,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.03389830508474576
#personne-1,0.3389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,1.2889830508474578,0.10169491525423731,0.01694915254237288,0.01694915254237288,57.01694915254238,57.01694915254238,57.01694915254238,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.03389830508474576
#personne-1,0.3389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,1.2889830508474578,0.10169491525423731,0.01694915254237288,0.01694915254237288,57.01694915254238,57.01694915254238,57.01694915254238,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.03389830508474576
#personne-1,0.3389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,1.2889830508474578,0.10169491525423731,0.01694915254237288,0.01694915254237288,57.01694915254238,57.01694915254238,57.01694915254238,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.03389830508474576
#furie-1,0.3389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,0.3389830508474576,0.10169491525423731,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,57.01694915254238,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.03389830508474576
#la-discorde,2.5779661016949156,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.06779661016949153,0.2711864406779661,0.5423728813559322,0.10169491525423731,0.6101694915254238,0.2711864406779661,2.5779661016949156,0.20338983050847462,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,55.06779661016949,27.533898305084744,0.03389830508474576,0.06779661016949153,0.06779661016949153
#jupiter,1.2889830508474578,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,1.2889830508474578,0.10169491525423731,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,27.533898305084744,57.01694915254238,0.01694915254237288,0.03389830508474576,0.03389830508474576
#eole,0.3389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.2711864406779661,0.050847457627118654,0.3050847457627119,0.13559322033898305,0.3389830508474576,0.10169491525423731,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,57.01694915254238,0.03389830508474576,0.03389830508474576
#mirsa,0.6779661016949152,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.06779661016949153,11.021186440677967,3.917372881355933,0.10169491525423731,0.6101694915254238,0.2711864406779661,0.6779661016949152,0.20338983050847462,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.06779661016949153,0.03389830508474576,0.03389830508474576,55.06779661016949,0.06779661016949153
#le-soleil,0.6779661016949152,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,12.817796610169491,1.9586864406779665,0.3861228813559322,0.10169491525423731,0.6101694915254238,0.2711864406779661,0.6779661016949152,0.20338983050847462,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.06779661016949153,0.03389830508474576,0.03389830508474576,0.06779661016949153,55.06779661016949
Successions,#apollon,#i-muse,#ii-muse,#iii-muse,#iv-muse,#v-muse,#vi-muse,#vii-muse,#l-amour,#le-roi,#theaspe,#nerice,#clitie,#palmis,#la-princesse,#venus,#pallas,#mercure,#personne-1,#personne-2,#personne-3,#furie-1,#la-discorde,#jupiter,#eole,#mirsa,#le-soleil
#apollon,0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.07368421052631578,0.0,0.0,0.0,0.24210526315789474,0.0,0.3684210526315789,0.23157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.010526315789473684,0.0,0.0,0.0
#i-muse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ii-muse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iii-muse,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#i-muse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#v-muse,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#i-muse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#i-muse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-amour,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
#le-roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.6842105263157895,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842
#theaspe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.2222222222222222,0.015873015873015872,0.0,0.2222222222222222,0.015873015873015872,0.3333333333333333,0.12698412698412698,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0
#nerice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clitie,0.2839506172839506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.1728395061728395,0.1111111111111111,0.0,0.1111111111111111,0.2716049382716049,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#palmis,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.27586206896551724,0.0,0.6551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-princesse,0.34951456310679613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20388349514563106,0.0,0.23300970873786409,0.1650485436893204,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.009708737864077669,0.009708737864077669,0.0,0.009708737864077669,0.009708737864077669,0.0,0.0
#venus,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pallas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mercure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#personne-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#personne-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#personne-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pallas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-discorde,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jupiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
#eole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mirsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-soleil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
