VALEUR,#marc-antoine,#don-alfonce,#don-japhet,#le-bailli,#foucaral,#torribo-poncil,#llorente-riberos,#leonore,#marine,#jean-vincent,#rodrigue,#le-commandeur,#don-alvare,#le-harangueur,#tous,#la-duegne,#elvire,#le-courier
#torribo-poncil,1.4325396825396826,0.4023809523809524,0.618131868131868,0.10714285714285714,0.7619047619047619,26.03571428571429,26.03571428571429,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.17857142857142858,0.2857142857142857,0.32142857142857145,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.03571428571428571
#leonore,0.45873015873015877,0.07714285714285725,0.08901098901098911,0.8047619047619048,0.6857142857142858,0.3571428571428571,0.3571428571428571,11.571428571428571,3.8095238095238098,2.314285714285715,0.8257142857142855,0.007142857142857182,0.014285714285714301,0.11428571428571437,1.1571428571428575,0.3571428571428571,0.12857142857142848,0.3571428571428571
#marine,0.0026455026455026267,0.19206349206349202,0.0164835164835165,2.8650793650793656,0.07142857142857152,0.21428571428571427,0.21428571428571427,3.8095238095238098,17.28571428571429,0.7619047619047619,0.8047619047619048,0.29761904761904756,0.44708994708994726,0.7619047619047619,2.880952380952381,0.21428571428571427,0.8571428571428571,0.21428571428571427
#jean-vincent,0.19841269841269835,0.8047619047619048,0.005494505494505489,2.880952380952381,0.023809523809523826,0.07142857142857142,0.07142857142857142,2.3142857142857136,0.7619047619047619,24.142857142857146,7.557142857142856,0.5714285714285714,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142
#rodrigue,0.22936507936507938,0.038571428571428625,1.2137362637362634,0.4023809523809524,0.3428571428571429,0.17857142857142855,0.17857142857142855,0.8257142857142855,0.8047619047619048,7.557142857142857,18.89285714285714,1.7285714285714293,1.207142857142857,1.1571428571428575,3.7785714285714285,0.17857142857142855,0.7142857142857142,0.17857142857142855
#le-commandeur,2.5714285714285716,0.3857142857142856,0.021978021978021955,0.8571428571428571,0.7202380952380955,0.2857142857142857,0.2857142857142857,0.007142857142857136,0.29761904761904756,0.5714285714285714,1.7285714285714284,14.285714285714286,4.57142857142857,0.3214285714285715,1.7857142857142858,0.2857142857142857,0.642857142857143,1.7857142857142858
#don-alvare,2.892857142857143,1.651058201058201,0.007631257631257653,0.9642857142857142,0.00529100529100532,0.3214285714285714,0.3214285714285714,0.014285714285714301,0.447089947089947,0.6428571428571428,1.207142857142857,4.571428571428573,12.89285714285714,2.8650793650793656,1.4325396825396828,0.3214285714285714,2.2857142857142865,0.3214285714285714
#le-harangueur,0.6428571428571429,0.004761904761904758,0.005494505494505489,0.21428571428571427,0.023809523809523826,0.07142857142857142,0.07142857142857142,0.11428571428571427,0.7619047619047619,0.14285714285714285,1.1571428571428568,0.3214285714285715,2.865079365079365,24.142857142857146,12.071428571428573,0.07142857142857142,1.7857142857142858,0.07142857142857142
#tous,0.32142857142857145,0.4023809523809524,0.618131868131868,0.10714285714285714,0.7619047619047619,0.03571428571428571,0.03571428571428571,1.1571428571428568,2.880952380952381,0.07142857142857142,3.778571428571428,1.7857142857142858,1.4325396825396826,12.071428571428573,26.03571428571429,0.03571428571428571,0.14285714285714285,0.03571428571428571
#la-duegne,0.32142857142857145,0.5357142857142857,0.618131868131868,0.10714285714285714,0.42857142857142855,0.03571428571428571,0.03571428571428571,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.17857142857142858,0.2857142857142857,0.32142857142857145,0.07142857142857142,0.03571428571428571,26.03571428571429,0.14285714285714285,0.03571428571428571
#elvire,1.2857142857142858,0.009523809523809516,1.8571428571428572,0.42857142857142855,0.29761904761904756,0.14285714285714285,0.14285714285714285,0.1285714285714286,0.8571428571428571,0.2857142857142857,0.7142857142857143,0.642857142857143,2.285714285714285,1.7857142857142858,0.14285714285714285,0.14285714285714285,20.571428571428577,0.14285714285714285
#le-courier,0.32142857142857145,0.5357142857142857,0.618131868131868,0.10714285714285714,0.7619047619047619,0.03571428571428571,0.03571428571428571,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.17857142857142858,1.7857142857142858,0.32142857142857145,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.14285714285714285,26.03571428571429
Successions,#marc-antoine,#don-alfonce,#don-japhet,#le-bailli,#foucaral,#torribo-poncil,#llorente-riberos,#leonore,#marine,#jean-vincent,#rodrigue,#le-commandeur,#don-alvare,#le-harangueur,#tous,#la-duegne,#elvire,#le-courier
#marc-antoine,0.0,0.7142857142857143,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-alfonce,0.2714285714285714,0.0,0.3142857142857143,0.014285714285714285,0.02857142857142857,0.0,0.0,0.04285714285714286,0.11428571428571428,0.0,0.0,0.17142857142857143,0.0,0.014285714285714285,0.0,0.0,0.02857142857142857,0.0
#don-japhet,0.01818181818181818,0.08181818181818182,0.004545454545454545,0.1318181818181818,0.2409090909090909,0.00909090909090909,0.00909090909090909,0.07272727272727272,0.00909090909090909,0.013636363636363636,0.004545454545454545,0.12727272727272726,0.17727272727272728,0.02727272727272727,0.00909090909090909,0.00909090909090909,0.0,0.05454545454545454
#le-bailli,0.029411764705882353,0.0,0.8529411764705882,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#foucaral,0.0136986301369863,0.0958904109589041,0.7123287671232876,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0958904109589041,0.0547945205479452,0.0,0.0,0.0,0.0,0.0
#torribo-poncil,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#torribo-poncil,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leonore,0.02631578947368421,0.07894736842105263,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.34210526315789475,0.0,0.07894736842105263,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
#marine,0.07407407407407407,0.2222222222222222,0.037037037037037035,0.0,0.07407407407407407,0.0,0.0,0.48148148148148145,0.0,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0
#jean-vincent,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#rodrigue,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
#le-commandeur,0.0,0.23333333333333334,0.45,0.0,0.13333333333333333,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.06666666666666667,0.0,0.0,0.0,0.016666666666666666,0.0
#don-alvare,0.017857142857142856,0.0,0.6607142857142857,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.10714285714285714,0.017857142857142856,0.05357142857142857,0.0,0.0,0.07142857142857142,0.0
#le-harangueur,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182,0.0
#torribo-poncil,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#torribo-poncil,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#elvire,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0
#torribo-poncil,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
