VALEUR,#pasiphae,#bersynthe,#minos,#silure,#l-oracle,#ambassadeurs,#egee,#conseiller,#nautonier,#thesee,#une-fille,#une-autre-fille,#la-troupe,#le-pilote,#le-nautonier,#ariane,#les-gardes,#l-un-des-gardes,#deux-des-gardes,#premier-garde,#l-autre-garde,#le-geolier,#phedre,#dedale,#nocher
#egee,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.2666666666666667,3.2000000000000006,3.2000000000000006,0.8999999999999999,3.2000000000000006,3.2000000000000006,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#egee,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.2666666666666667,3.2000000000000006,3.2000000000000006,0.8999999999999999,3.2000000000000006,3.2000000000000006,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#egee,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.2666666666666667,3.2000000000000006,3.2000000000000006,0.8999999999999999,3.2000000000000006,3.2000000000000006,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#thesee,0.6000000000000001,0.6000000000000001,0.3555555555555554,0.6000000000000001,0.6000000000000001,0.03333333333333339,0.2666666666666665,0.2666666666666665,0.2666666666666665,0.8000000000000003,0.2666666666666665,0.2666666666666665,0.533333333333333,0.2666666666666665,0.2666666666666665,0.533333333333333,0.2666666666666665,0.2666666666666665,0.2666666666666665,0.2666666666666665,0.2666666666666665,0.2666666666666665,0.2666666666666665,0.2666666666666665,0.2666666666666665
#egee,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.2666666666666667,3.2000000000000006,3.2000000000000006,0.8999999999999999,3.2000000000000006,3.2000000000000006,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#egee,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.2666666666666667,3.2000000000000006,3.2000000000000006,0.8999999999999999,3.2000000000000006,3.2000000000000006,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#la-troupe,0.4000000000000001,0.4000000000000001,0.03333333333333332,0.4000000000000001,0.4000000000000001,0.049999999999999975,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.5333333333333334,0.8999999999999999,0.8999999999999999,1.7999999999999998,0.8999999999999999,0.8999999999999999,0.049999999999999975,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.8999999999999999,0.8999999999999999,0.8999999999999999
#egee,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.2666666666666667,3.2000000000000006,3.2000000000000006,0.8999999999999999,3.2000000000000006,3.2000000000000006,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#egee,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.2666666666666667,3.2000000000000006,3.2000000000000006,0.8999999999999999,3.2000000000000006,3.2000000000000006,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#ariane,0.4000000000000001,0.4000000000000001,0.03333333333333332,0.4000000000000001,0.4000000000000001,0.8000000000000002,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.5333333333333334,0.4000000000000001,0.4000000000000001,0.049999999999999975,0.4000000000000001,0.4000000000000001,1.7999999999999998,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999
#les-gardes,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.20000000000000004,0.20000000000000004,0.20000000000000004
#les-gardes,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.20000000000000004,0.20000000000000004,0.20000000000000004
#les-gardes,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.20000000000000004,0.20000000000000004,0.20000000000000004
#les-gardes,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.20000000000000004,0.20000000000000004,0.20000000000000004
#les-gardes,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.20000000000000004,0.20000000000000004,0.20000000000000004
#les-gardes,0.20000000000000004,0.20000000000000004,0.6,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.8999999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.20000000000000004,0.20000000000000004,0.20000000000000004
#phedre,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.8999999999999999,0.20000000000000004,0.20000000000000004,0.8999999999999999,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,3.2000000000000006,3.2000000000000006,3.2000000000000006
#phedre,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.8999999999999999,0.20000000000000004,0.20000000000000004,0.8999999999999999,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,3.2000000000000006,3.2000000000000006,3.2000000000000006
#phedre,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2666666666666667,0.20000000000000004,0.20000000000000004,0.8999999999999999,0.20000000000000004,0.20000000000000004,0.8999999999999999,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,3.2000000000000006,3.2000000000000006,3.2000000000000006
Successions,#pasiphae,#bersynthe,#minos,#silure,#l-oracle,#ambassadeurs,#egee,#conseiller,#nautonier,#thesee,#une-fille,#une-autre-fille,#la-troupe,#le-pilote,#le-nautonier,#ariane,#les-gardes,#l-un-des-gardes,#deux-des-gardes,#premier-garde,#l-autre-garde,#le-geolier,#phedre,#dedale,#nocher
#pasiphae,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bersynthe,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#minos,0.3684210526315789,0.10526315789473684,0.0,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#silure,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#silure,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ambassadeurs,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#egee,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#conseiller,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#nautonier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thesee,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.0,0.037037037037037035,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.037037037037037035,0.07407407407407407
#une-fille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-autre-fille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-troupe,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-fille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-nautonier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ariane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.020833333333333332,0.2916666666666667,0.3333333333333333,0.0,0.0
#les-gardes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-gardes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deux-des-gardes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-garde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-autre-garde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#les-gardes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#phedre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#silure,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#nocher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
