VALEUR,#le-peuple,#un-officier-de-la-maison,#une-des-femmes,#le-prince,#une-autre-femme,#d-alfons,#le-comte,#de-polincour,#la-veuve,#d-ettingen,#richard-pere,#richard-fils,#babet,#tous-les-trois,#d-hermans,#de-valmon,#eleonore,#tous-deux,#les-officiers,#un-officier,#tous,#quelques-officiers
#tous-deux,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5955882352941178,0.058823529411764705,0.1225490196078431,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,2.485294117647059,2.485294117647059,0.11764705882352941,15.058823529411764,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#les-officiers,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5955882352941178,0.058823529411764705,0.1225490196078431,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,15.058823529411764,15.058823529411764,15.058823529411764,15.058823529411764
#les-officiers,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5955882352941178,0.058823529411764705,0.1225490196078431,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,15.058823529411764,15.058823529411764,15.058823529411764,15.058823529411764
#les-officiers,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5955882352941178,0.058823529411764705,0.1225490196078431,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,15.058823529411764,15.058823529411764,15.058823529411764,15.058823529411764
#les-officiers,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5955882352941178,0.058823529411764705,0.1225490196078431,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,15.058823529411764,15.058823529411764,15.058823529411764,15.058823529411764
Successions,#le-peuple,#un-officier-de-la-maison,#une-des-femmes,#le-prince,#une-autre-femme,#d-alfons,#le-comte,#de-polincour,#la-veuve,#d-ettingen,#richard-pere,#richard-fils,#babet,#tous-les-trois,#d-hermans,#de-valmon,#eleonore,#tous-deux,#les-officiers,#un-officier,#tous,#quelques-officiers
#le-peuple,,,,,,,,,,,,,,,,,,,,,,
#un-officier-de-la-maison,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-des-femmes,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-prince,0.0,0.0,0.12,0.04,0.04,0.28,0.08,0.04,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.04,0.04,0.0
#une-autre-femme,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#d-alfons,0.0,0.0,0.0,0.1951219512195122,0.0,0.024390243902439025,0.0,0.12195121951219512,0.0,0.0975609756097561,0.14634146341463414,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.12195121951219512,0.0975609756097561,0.0,0.024390243902439025,0.0,0.0,0.0,0.024390243902439025
#le-comte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#de-polincour,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-comte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#d-ettingen,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
#richard-pere,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#richard-fils,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#babet,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-les-trois,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#d-hermans,0.0,0.0,0.0,0.07692307692307693,0.0,0.38461538461538464,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,0.0
#de-valmon,0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#eleonore,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-comte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-les-trois,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-comte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#le-comte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
