VALEUR,#damon,#clitandre,#arlequin,#laquais,#thalie,#apollon,#l-auteur,#chrisante,#la-critique,#la-medisance,#le-vaudeville,#la-critique #le-vaudeville,#le-vaudeville #la-critique
#l-auteur,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.058823529411764705,1.6941176470588233,15.058823529411764,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705
#chrisante,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.058823529411764705,1.6941176470588233,0.058823529411764705,15.058823529411764,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705
#la-critique,0.7058823529411765,1.411764705882353,0.41360294117647056,0.23529411764705882,0.23529411764705882,0.026470588235294128,0.23529411764705882,0.23529411764705882,9.941176470588236,2.485294117647059,2.3725490196078427,2.485294117647059,2.485294117647059
#la-medisance,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,2.485294117647059,15.058823529411764,0.17647058823529413,0.058823529411764705,0.058823529411764705
#le-vaudeville,0.5294117647058824,1.0588235294117647,0.12009803921568622,0.1764705882352941,0.1764705882352941,0.8823529411764706,0.1764705882352941,0.1764705882352941,2.3725490196078436,0.1764705882352941,11.529411764705882,3.843137254901961,3.843137254901961
#la-critique #le-vaudeville,0.17647058823529413,0.35294117647058826,0.5955882352941178,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,2.485294117647059,0.058823529411764705,3.8431372549019605,15.058823529411764,15.058823529411764
#la-critique #le-vaudeville,0.17647058823529413,0.35294117647058826,0.5955882352941178,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,2.485294117647059,0.058823529411764705,3.8431372549019605,15.058823529411764,15.058823529411764
Successions,#damon,#clitandre,#arlequin,#laquais,#thalie,#apollon,#l-auteur,#chrisante,#la-critique,#la-medisance,#le-vaudeville,#la-critique #le-vaudeville,#le-vaudeville #la-critique
#damon,0.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clitandre,0.7105263157894737,0.0,0.2631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arlequin,0.047619047619047616,0.47619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0
#laquais,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thalie,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#apollon,0.0,0.0,0.0,0.0,0.06666666666666667,0.1,0.13333333333333333,0.7,0.0,0.0,0.0,0.0,0.0
#l-auteur,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-auteur,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-critique,0.0,0.0,0.15384615384615385,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.3076923076923077,0.46153846153846156,0.038461538461538464,0.0
#la-medisance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#le-vaudeville,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456
#la-critique #le-vaudeville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#la-critique #le-vaudeville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
