VALEUR,#ponpincourt,#bassigny,#d-ortisis,#dulival,#jao,#rosine,#amarante,#le-valet,#talmis,#madame-lansquenet,#babet,#suzon
#babet,0.358974358974359,0.2564102564102564,0.23076923076923078,0.28205128205128205,1.5576923076923075,0.6282051282051281,0.3333333333333333,0.02564102564102564,0.1794871794871795,0.05128205128205128,37.02564102564103,37.02564102564103
#babet,0.358974358974359,0.2564102564102564,0.23076923076923078,0.28205128205128205,1.5576923076923075,0.6282051282051281,0.3333333333333333,0.02564102564102564,0.1794871794871795,0.05128205128205128,37.02564102564103,37.02564102564103
Successions,#ponpincourt,#bassigny,#d-ortisis,#dulival,#jao,#rosine,#amarante,#le-valet,#talmis,#madame-lansquenet,#babet,#suzon
#ponpincourt,0.028985507246376812,0.21739130434782608,0.0,0.17391304347826086,0.14492753623188406,0.11594202898550725,0.18840579710144928,0.014492753623188406,0.11594202898550725,0.0,0.0,0.0
#bassigny,0.3902439024390244,0.0,0.3170731707317073,0.0975609756097561,0.1951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#d-ortisis,0.05405405405405406,0.3783783783783784,0.0,0.10810810810810811,0.35135135135135137,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.0,0.0,0.0
#dulival,0.1643835616438356,0.0547945205479452,0.0684931506849315,0.0,0.2876712328767123,0.1095890410958904,0.273972602739726,0.0,0.0410958904109589,0.0,0.0,0.0
#jao,0.06796116504854369,0.06796116504854369,0.14563106796116504,0.22330097087378642,0.0,0.24271844660194175,0.08737864077669903,0.0,0.009708737864077669,0.07766990291262135,0.038834951456310676,0.038834951456310676
#rosine,0.06666666666666667,0.0,0.0,0.05714285714285714,0.21904761904761905,0.01904761904761905,0.4095238095238095,0.009523809523809525,0.05714285714285714,0.05714285714285714,0.047619047619047616,0.05714285714285714
#amarante,0.14444444444444443,0.0,0.022222222222222223,0.24444444444444444,0.1,0.43333333333333335,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0
#le-valet,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0
#talmis,0.43478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.0
#madame-lansquenet,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
#babet,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.1
#suzon,0.0,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
