VALEUR,#mariane,#lisette,#le-flamand,#sbrigany,#petronillo,#bastien,#la-france,#madame-la-cloche,#signolet,#eraste,#le-gascon,#la-procureuse,#la-marquise,#le-laquais,#le-financier
#mariane,0.0,0.64,0.08,0.12,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0
#lisette,0.168,0.008,0.008,0.36,0.056,0.128,0.016,0.04,0.048,0.048,0.048,0.024,0.024,0.0,0.024
#le-flamand,0.11764705882352941,0.11764705882352941,0.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#sbrigany,0.014388489208633094,0.35251798561151076,0.10071942446043165,0.007194244604316547,0.1079136690647482,0.1079136690647482,0.03597122302158273,0.06474820143884892,0.03597122302158273,0.0,0.09352517985611511,0.03597122302158273,0.014388489208633094,0.007194244604316547,0.02158273381294964
#petronillo,0.0,0.11538461538461539,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.11538461538461539,0.0,0.0
#bastien,0.0,0.5483870967741935,0.0,0.45161290322580644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-france,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-la-cloche,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#signolet,0.0,0.3333333333333333,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
#eraste,0.09090909090909091,0.7272727272727273,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
#le-gascon,0.0,0.21052631578947367,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-procureuse,0.0,0.3333333333333333,0.0,0.4166666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-marquise,0.0,0.2727272727272727,0.0,0.45454545454545453,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091
#le-laquais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#le-financier,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
