VALEUR,#jupiter #venus #le-choeur,#venus,#choeur,#jupiter #venus,#momus,#jupiter,#choeur-des-deesses,#mercure,#le-choeur-des-dieux,#le-carnaval,#plutus #la-jeunesse,#plutus,#la-jeunesse,#la-folie,#la-folie #le-lethe,#le-chef-des-matelots,#le-lethe,#le-chef-des-matelots #le-choeur,#la-folie #le-choeur,#choeur-des-suivantes-de-la-folie,#le-professeur-de-folie,#choeur-de-la-suite-de-la-folie,#le-poete,#le-musicien #le-choeur,#bacchus
#le-carnaval,0.5238095238095237,0.0021645021645021498,0.006493506493506488,0.0021645021645021498,0.10074773711137346,0.20779220779220778,0.5238095238095237,0.0021645021645021498,0.5238095238095237,4.761904761904762,0.11688311688311691,0.5238095238095237,0.5238095238095237,0.11082251082251081,0.4329004329004331,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.20779220779220778,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.4329004329004331
#plutus #la-jeunesse,0.14285714285714285,0.2857142857142857,0.023809523809523826,0.2857142857142857,1.5714285714285716,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.11688311688311677,15.428571428571432,5.142857142857144,5.142857142857144,0.22857142857142873,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#plutus,0.047619047619047616,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,5.142857142857144,19.047619047619047,19.047619047619047,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#plutus,0.047619047619047616,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,5.142857142857144,19.047619047619047,19.047619047619047,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#la-folie,0.47619047619047616,0.9523809523809523,0.45714285714285746,0.9523809523809523,0.9562770562770564,1.4285714285714284,0.47619047619047616,0.9523809523809523,0.47619047619047616,0.11082251082251081,0.22857142857142873,0.47619047619047616,0.47619047619047616,5.761904761904762,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.22857142857142873,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.47619047619047616
#la-folie #le-lethe,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.43290043290043284,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-chef-des-matelots,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-chef-des-matelots,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-chef-des-matelots,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#la-folie #le-choeur,0.14285714285714285,1.7857142857142858,5.357142857142857,1.7857142857142858,0.2077922077922079,0.7619047619047619,0.14285714285714285,1.7857142857142858,0.14285714285714285,0.2077922077922079,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.22857142857142873,0.14285714285714285,5.142857142857144,5.142857142857144,5.142857142857144,15.428571428571432,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144
#choeur-des-suivantes-de-la-folie,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#choeur-des-suivantes-de-la-folie,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#choeur-des-suivantes-de-la-folie,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#choeur-des-suivantes-de-la-folie,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#choeur-des-suivantes-de-la-folie,0.047619047619047616,0.09523809523809523,1.7857142857142858,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.5761904761904763,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#bacchus,0.047619047619047616,8.595238095238097,1.7857142857142858,8.595238095238097,0.43290043290043284,5.142857142857144,0.047619047619047616,8.595238095238097,0.047619047619047616,0.43290043290043284,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047
Successions,#jupiter #venus #le-choeur,#venus,#choeur,#jupiter #venus,#momus,#jupiter,#choeur-des-deesses,#mercure,#le-choeur-des-dieux,#le-carnaval,#plutus #la-jeunesse,#plutus,#la-jeunesse,#la-folie,#la-folie #le-lethe,#le-chef-des-matelots,#le-lethe,#le-chef-des-matelots #le-choeur,#la-folie #le-choeur,#choeur-des-suivantes-de-la-folie,#le-professeur-de-folie,#choeur-de-la-suite-de-la-folie,#le-poete,#le-musicien #le-choeur,#bacchus
#jupiter #venus #le-choeur,,,,,,,,,,,,,,,,,,,,,,,,,
#venus,0.2,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur,0.0,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705
#jupiter #venus,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#momus,0.0,0.06896551724137931,0.0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.0,0.034482758620689655,0.034482758620689655,0.3793103448275862,0.0,0.0,0.0,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jupiter,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-des-deesses,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mercure,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur-des-dieux,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-carnaval,0.0,0.0,0.05714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.05714285714285714,0.0,0.0,0.5142857142857142,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
#plutus #la-jeunesse,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#plutus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-jeunesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-folie,0.0,0.0,0.046511627906976744,0.0,0.20930232558139536,0.0,0.0,0.0,0.0,0.4186046511627907,0.09302325581395349,0.023255813953488372,0.0,0.13953488372093023,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0
#la-folie #le-lethe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-chef-des-matelots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-folie #le-lethe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-chef-des-matelots #le-choeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-folie #le-choeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur-des-dieux,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-professeur-de-folie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0
#choeur-de-la-suite-de-la-folie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#choeur-de-la-suite-de-la-folie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#la-folie #le-lethe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-folie #le-lethe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
