VALEUR,#choeur-general,#giroux,#tous,#un-soldat,#mariotte,#belrose,#choeur,#madame-gregoire,#luquet,#d-esparville,#d-auberval,#ensemble,#fanchette,#benoit,#manon-giroux,#les-hommes,#les-femmes,#luquet #d-auberval #d-esparville,#belrose #la-garde,#tous-deux,#d-auberval #d-esparville,#madame-gregoire #d-auberval,#tous-trois,#fanchette #madame-gregoire,#une-voix,#le-caporal,#le-choeur,#le-falot,#mademoiselle-dubois
#choeur,0.23076923076923078,1.235042735042735,0.13675213675213677,0.11538461538461539,2.5641025641025634,0.10683760683760682,20.346153846153843,0.07387057387057396,0.16666666666666666,0.0014245014245014146,0.006410256410256401,0.23076923076923078,0.3102564102564101,0.11538461538461539,1.235042735042735,0.11538461538461539,0.11538461538461539,0.23076923076923078,0.11538461538461539,6.782051282051281,6.782051282051281,6.782051282051281,6.782051282051281,6.782051282051281,6.782051282051281,1.235042735042735,0.11538461538461539,0.11538461538461539,0.11538461538461539
#madame-gregoire,0.23443223443223446,0.8357753357753359,0.004884004884004849,0.8076923076923077,1.6153846153846154,0.2954822954822958,0.07387057387057396,0.9615384615384606,0.023809523809523808,0.4120879120879121,0.3663003663003662,0.09157509157509156,0.228937728937729,0.04578754578754578,0.13736263736263724,0.04578754578754578,0.04578754578754578,0.09157509157509156,0.04578754578754578,0.04578754578754578,0.04578754578754578,0.04578754578754578,0.04578754578754578,0.04578754578754578,0.04578754578754578,0.13736263736263724,0.04578754578754578,0.04578754578754578,0.04578754578754578
#luquet,1.0,0.16666666666666666,1.3333333333333333,0.5,1.0,0.16666666666666666,0.16666666666666666,0.023809523809523808,6.5,1.3888888888888888,1.0,0.0,0.1,0.5,0.16666666666666666,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.16666666666666666,0.5,0.5,0.5
#d-esparville,0.6923076923076923,0.0014245014245014306,4.113960113960113,0.34615384615384615,0.6923076923076923,0.005698005698005723,0.0014245014245014306,0.4120879120879121,1.3888888888888888,11.115384615384617,9.88034188034188,0.13675213675213677,0.04188034188034186,0.34615384615384615,0.8903133903133901,1.235042735042735,1.235042735042735,2.47008547008547,1.235042735042735,1.235042735042735,1.235042735042735,1.235042735042735,1.235042735042735,1.235042735042735,1.235042735042735,0.8903133903133901,1.235042735042735,0.34615384615384615,1.235042735042735
#d-auberval,0.6153846153846154,0.006410256410256401,5.387820512820512,0.3076923076923077,0.6153846153846154,0.025641025641025605,0.006410256410256401,0.3663003663003662,1.0,9.88034188034188,12.46153846153846,0.24038461538461534,0.1884615384615385,0.3076923076923077,1.2564102564102562,1.5576923076923075,1.5576923076923075,3.115384615384615,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.2564102564102562,1.5576923076923075,0.3076923076923077,1.5576923076923075
#ensemble,0.15384615384615385,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.9230769230769231,0.23076923076923078,0.09157509157509156,0.0,0.13675213675213677,0.24038461538461534,22.153846153846157,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693
#fanchette,0.38461538461538464,0.576923076923077,0.020512820512820544,0.19230769230769232,0.38461538461538464,2.307692307692308,0.3102564102564101,0.228937728937729,0.1,0.04188034188034186,0.1884615384615385,0.38461538461538464,16.96153846153846,3.3923076923076922,0.576923076923077,0.19230769230769232,0.19230769230769232,0.38461538461538464,0.19230769230769232,3.3923076923076922,3.3923076923076922,3.3923076923076922,3.3923076923076922,3.3923076923076922,3.3923076923076922,0.3102564102564101,0.19230769230769232,0.19230769230769232,0.19230769230769232
#benoit,0.07692307692307693,0.11538461538461539,0.23076923076923078,0.038461538461538464,0.07692307692307693,0.46153846153846156,0.11538461538461539,0.04578754578754578,0.5,0.34615384615384615,0.3076923076923077,0.07692307692307693,3.3923076923076922,24.038461538461537,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464
#manon-giroux,0.23076923076923078,1.235042735042735,2.47008547008547,0.11538461538461539,0.23076923076923078,0.10683760683760682,1.235042735042735,0.13736263736263724,0.16666666666666666,0.8903133903133906,1.2564102564102562,0.23076923076923078,0.576923076923077,0.11538461538461539,20.346153846153843,6.782051282051281,6.782051282051281,13.564102564102562,6.782051282051281,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.34615384615384615,0.11538461538461539,0.11538461538461539,0.11538461538461539
#les-hommes,0.07692307692307693,6.782051282051281,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,0.11538461538461539,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,0.19230769230769232,0.038461538461538464,6.782051282051281,24.038461538461537,24.038461538461537,11.076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464
#les-hommes,0.07692307692307693,6.782051282051281,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,0.11538461538461539,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,0.19230769230769232,0.038461538461538464,6.782051282051281,24.038461538461537,24.038461538461537,11.076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464
#luquet #d-auberval #d-esparville,0.15384615384615385,2.5641025641025634,5.128205128205127,0.07692307692307693,0.15384615384615385,0.006410256410256401,0.23076923076923078,0.09157509157509156,1.0,2.47008547008547,3.115384615384615,0.15384615384615385,0.38461538461538464,0.07692307692307693,13.564102564102562,11.076923076923078,11.076923076923078,22.153846153846157,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693
#belrose #la-garde,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.6282051282051281,0.11538461538461539,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,0.19230769230769232,0.038461538461538464,6.782051282051281,0.038461538461538464,0.038461538461538464,11.076923076923078,24.038461538461537,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464
#tous-deux,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,6.782051282051281,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,3.3923076923076922,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,6.782051282051281,0.038461538461538464,0.038461538461538464,0.038461538461538464
#tous-deux,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,6.782051282051281,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,3.3923076923076922,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,6.782051282051281,0.038461538461538464,0.038461538461538464,0.038461538461538464
#tous-deux,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,6.782051282051281,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,3.3923076923076922,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,6.782051282051281,0.038461538461538464,0.038461538461538464,0.038461538461538464
#tous-deux,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,6.782051282051281,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,3.3923076923076922,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,6.782051282051281,0.038461538461538464,0.038461538461538464,0.038461538461538464
#tous-deux,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,6.782051282051281,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,3.3923076923076922,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,6.782051282051281,0.038461538461538464,0.038461538461538464,0.038461538461538464
#tous-deux,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.46153846153846156,6.782051282051281,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,3.3923076923076922,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,6.782051282051281,0.038461538461538464,0.038461538461538464,0.038461538461538464
#le-caporal,2.5641025641025634,0.34615384615384615,0.13675213675213677,0.11538461538461539,0.23076923076923078,0.10683760683760682,1.235042735042735,0.13736263736263724,0.16666666666666666,0.8903133903133906,1.2564102564102562,0.23076923076923078,0.3102564102564101,0.11538461538461539,0.34615384615384615,0.11538461538461539,0.11538461538461539,0.23076923076923078,0.11538461538461539,6.782051282051281,6.782051282051281,6.782051282051281,6.782051282051281,6.782051282051281,6.782051282051281,20.346153846153843,6.782051282051281,0.11538461538461539,0.11538461538461539
#le-choeur,0.07692307692307693,0.11538461538461539,0.23076923076923078,0.038461538461538464,0.07692307692307693,0.6282051282051281,0.11538461538461539,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,6.782051282051281,24.038461538461537,0.038461538461538464,0.038461538461538464
#le-falot,0.07692307692307693,0.11538461538461539,0.23076923076923078,0.038461538461538464,0.07692307692307693,0.6282051282051281,0.11538461538461539,0.04578754578754578,0.5,0.34615384615384615,0.3076923076923077,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,24.038461538461537,0.038461538461538464
#mademoiselle-dubois,0.07692307692307693,0.11538461538461539,2.5641025641025634,0.038461538461538464,0.07692307692307693,0.6282051282051281,0.11538461538461539,0.04578754578754578,0.5,1.235042735042735,1.5576923076923075,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,24.038461538461537
Successions,#choeur-general,#giroux,#tous,#un-soldat,#mariotte,#belrose,#choeur,#madame-gregoire,#luquet,#d-esparville,#d-auberval,#ensemble,#fanchette,#benoit,#manon-giroux,#les-hommes,#les-femmes,#luquet #d-auberval #d-esparville,#belrose #la-garde,#tous-deux,#d-auberval #d-esparville,#madame-gregoire #d-auberval,#tous-trois,#fanchette #madame-gregoire,#une-voix,#le-caporal,#le-choeur,#le-falot,#mademoiselle-dubois
#choeur-general,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#giroux,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0,0.2857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-soldat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mariotte,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#belrose,0.0,0.036585365853658534,0.024390243902439025,0.0,0.012195121951219513,0.0,0.012195121951219513,0.3780487804878049,0.4634146341463415,0.012195121951219513,0.036585365853658534,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0
#choeur,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-gregoire,0.0,0.0,0.034482758620689655,0.0,0.0,0.18620689655172415,0.0,0.013793103448275862,0.20689655172413793,0.09655172413793103,0.1103448275862069,0.013793103448275862,0.1724137931034483,0.041379310344827586,0.020689655172413793,0.0,0.0,0.006896551724137931,0.006896551724137931,0.0,0.0,0.0,0.0,0.006896551724137931,0.006896551724137931,0.04827586206896552,0.0,0.013793103448275862,0.013793103448275862
#luquet,0.0,0.01,0.02,0.0,0.0,0.4,0.0,0.31,0.01,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
#d-esparville,0.0,0.0,0.0,0.0,0.0,0.09615384615384616,0.0,0.3076923076923077,0.25,0.019230769230769232,0.2692307692307692,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232
#d-auberval,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.22727272727272727,0.20454545454545456,0.36363636363636365,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
#ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#fanchette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#benoit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#manon-giroux,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-hommes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-femmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#luquet #d-auberval #d-esparville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-soldat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-deux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#d-auberval #d-esparville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-gregoire #d-auberval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-hommes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#fanchette #madame-gregoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-gregoire #d-auberval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-caporal,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
#le-choeur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-falot,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mademoiselle-dubois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
