VALEUR,#julie,#bain-de-fer,#collodion,#romulus,#chabannais,#le-boulevard,#la-fregate,#brule-pave,#orelie,#tous,#orelle,#ensemble,#le-vigneron,#la-comete,#choeur,#la-ficelle,#vateferfisch,#le-theatre-bellefond
#la-ficelle,0.6666666666666666,0.03333333333333332,0.041666666666666706,0.015151515151515122,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333337,1.3333333333333337,12.5,1.3333333333333337,1.3333333333333337
#vateferfisch,0.4444444444444444,0.3555555555555555,0.3402777777777777,0.040404040404040435,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.7222222222222223,2.7222222222222223,1.3333333333333337,14.222222222222221,2.7222222222222223
#le-theatre-bellefond,0.6944444444444445,0.3555555555555555,0.027777777777777804,0.49494949494949475,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.7222222222222223,2.7222222222222223,1.3333333333333337,2.7222222222222223,14.222222222222221
Successions,#julie,#bain-de-fer,#collodion,#romulus,#chabannais,#le-boulevard,#la-fregate,#brule-pave,#orelie,#tous,#orelle,#ensemble,#le-vigneron,#la-comete,#choeur,#la-ficelle,#vateferfisch,#le-theatre-bellefond
#julie,0.0,0.5862068965517241,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0
#bain-de-fer,0.4418604651162791,0.0,0.5348837209302325,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#collodion,0.09821428571428571,0.20535714285714285,0.008928571428571428,0.3392857142857143,0.03571428571428571,0.017857142857142856,0.08928571428571429,0.03571428571428571,0.03571428571428571,0.0,0.0,0.008928571428571428,0.03571428571428571,0.008928571428571428,0.0,0.0625,0.008928571428571428,0.008928571428571428
#romulus,0.0,0.013513513513513514,0.581081081081081,0.0,0.05405405405405406,0.04054054054054054,0.06756756756756757,0.06756756756756757,0.0945945945945946,0.0,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.04054054054054054,0.0,0.013513513513513514
#chabannais,0.0,0.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-boulevard,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-fregate,0.0,0.0625,0.5,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#brule-pave,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0
#orelie,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.4583333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#orelle,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ensemble,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
#le-vigneron,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
#la-comete,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0
#choeur,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-ficelle,0.0,0.0,0.5384615384615384,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
#vateferfisch,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
#le-theatre-bellefond,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
