VALEUR,#margot,#la-despres,#despres,#valentin,#madame-dru,#valere,#la-poirier,#fanchon,#clitandre,#bel-air,#tonton,#isabelle,#le-commissaire,#beau-soleil,#bras-de-fer,#la-fileuse
#valere,0.0,0.0,0.0,0.4,0.16666666666666666,0.016666666666666666,0.05,0.06666666666666667,0.16666666666666666,0.0,0.06666666666666667,0.016666666666666666,0.05,0.0,0.0,0.0
#la-poirier,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0
#fanchon,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.631578947368421,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0
#clitandre,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.36363636363636365,0.030303030303030304,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0
#bel-air,0.0,0.0,0.0,0.06666666666666667,0.6,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.26666666666666666,0.0,0.0,0.0
#tonton,0.0,0.08333333333333333,0.0,0.4722222222222222,0.027777777777777776,0.1111111111111111,0.0,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.027777777777777776,0.0,0.0,0.0
#isabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
#le-commissaire,0.0,0.038461538461538464,0.0,0.038461538461538464,0.19230769230769232,0.11538461538461539,0.038461538461538464,0.11538461538461539,0.0,0.15384615384615385,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.11538461538461539
#beau-soleil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#beau-soleil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#beau-soleil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
