VALEUR,#la-renommee #suite,#la-renommee,#le-choeur,#deux-tritons,#neptune,#la-renommee #neptune,#choeurs,#calliope,#calliope #thalie #apollon,#melpomene,#thalie,#apollon,#apollon #neptune #la-renommee,#hierax,#pirante,#io,#hierax #io,#micene,#mercure,#choeur-des-divinites,#isis,#jupiter,#iris,#mercure #iris,#junon,#iris #mercure,#hebe,#deux-nymphes,#argus,#hierax #argus,#syrinx #choeurs,#choeur-des-nymphes,#mercure #choeurs-de-nymphes #bergers #satyres #sylvains,#syrinx,#deux-bergers,#pan,#choeur-de-silvains #satyres #bergers,#double-choeurs,#troupe-de-bergers,#troupe-de-sylvains-et-de-satyres,#pan #deux-bergers,#choeur-des-peuples,#la-furie,#io #la-furie,#choeur-des-chabyles,#premier-conducteur-des-chabyles,#second-conducteur-chabyles,#les-deux-conducteurs,#les-deux-conducteurs #choeur-des-chalybes,#les-deux-conducteurs #le-choeur-des-chalybes,#conducteurs #choeurs-chalybes,#choeur-chalybes,#choeur-de-la-suite-des-parques,#la-guerre,#la-famine,#l-incendie,#l-inondation,#ensemble,#les-maladies-violentes,#les-maladies-languissantes,#tous-ensemble,#choeur #suite-des-parques,#les-parques,#parques #furie #choeur,#jupiter #junon,#choeur #divinites,#choeur #peuples #egypte
#choeurs,0.14285714285714285,0.2857142857142857,0.3214285714285715,5.142857142857144,5.142857142857144,5.142857142857144,25.714285714285715,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11428571428571437,0.14285714285714285,0.5,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,0.023809523809523784,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,1.7857142857142858,5.142857142857144,0.4285714285714286,0.7619047619047618,1.7857142857142858,1.7857142857142858,0.14285714285714285,1.7857142857142858,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,0.2857142857142857,0.4285714285714286,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#calliope,0.02857142857142857,15.557142857142857,6.864285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#calliope,0.02857142857142857,15.557142857142857,6.864285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#calliope,0.02857142857142857,15.557142857142857,6.864285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#calliope,0.02857142857142857,15.557142857142857,6.864285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#calliope,0.02857142857142857,15.557142857142857,6.864285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#calliope,0.02857142857142857,15.557142857142857,6.864285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#hierax,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11428571428571437,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,25.714285714285715,5.142857142857144,0.0,5.142857142857144,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.7619047619047618,5.761904761904761,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.4285714285714286,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#pirante,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,33.02857142857143,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#io,0.39999999999999997,0.7999999999999999,1.5999999999999999,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.5,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.0,0.39999999999999997,12.599999999999994,0.9000000000000004,0.9000000000000004,1.1571428571428575,0.39999999999999997,0.39999999999999997,0.15000000000000005,0.7999999999999999,0.39999999999999997,0.10000000000000007,0.39999999999999997,0.7999999999999999,0.39999999999999997,0.03333333333333332,0.03333333333333332,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.7999999999999999,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.05000000000000004,2.7,0.9000000000000004,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.9000000000000004,0.9000000000000004,0.9000000000000004,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.9000000000000004,0.9000000000000004,0.9000000000000004,0.9000000000000004,0.9000000000000004,0.9000000000000004
#hierax #io,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,0.02857142857142857,0.8999999999999999,33.02857142857143,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
