VALEUR,#diane,#une-dryade,#un-sylvain,#le-choeur,#l-abondance,#comus,#diane #l-abondance #comus,#apollon,#acis,#teleme,#acis #teleme,#galatee,#scylla,#tircis #aminte,#tircis,#aminte,#polipheme,#le-pretre,#neptune,#choeur-de-divinites,#acis #galatee,#une-naïade,#deux-naïades
#l-abondance,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,26.03571428571429,26.03571428571429,26.03571428571429,26.03571428571429,0.39285714285714285,0.10714285714285714,0.07142857142857142,0.4642857142857143,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
#l-abondance,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,26.03571428571429,26.03571428571429,26.03571428571429,26.03571428571429,0.39285714285714285,0.10714285714285714,0.07142857142857142,0.4642857142857143,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
#acis,0.39285714285714285,0.39285714285714285,0.39285714285714285,1.461038961038961,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.39285714285714285,10.321428571428573,2.8149350649350646,1.876623376623377,1.638611388611388,0.11688311688311691,0.39285714285714285,0.39285714285714285,0.39285714285714285,1.461038961038961,0.7857142857142857,0.027056277056277066,0.39285714285714285,0.9383116883116885,0.9383116883116885,0.9383116883116885
#teleme,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.8571428571428571,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,2.8149350649350646,22.321428571428577,14.880952380952383,0.2646520146520147,5.761904761904762,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.8571428571428571,0.21428571428571427,0.3214285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714
#acis #teleme,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.876623376623377,14.880952380952383,24.142857142857146,0.005494505494505489,1.7857142857142858,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5714285714285714,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
#galatee,0.46428571428571425,0.46428571428571425,0.46428571428571425,1.9835164835164831,0.46428571428571425,0.46428571428571425,0.46428571428571425,0.46428571428571425,1.638611388611389,0.2646520146520147,0.005494505494505508,8.035714285714286,0.7032967032967036,0.46428571428571425,0.46428571428571425,0.46428571428571425,0.13736263736263726,0.9285714285714285,0.11080586080586079,0.46428571428571425,0.6181318681318684,0.6181318681318684,0.6181318681318684
#scylla,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.017857142857142842,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11688311688311691,5.761904761904762,1.7857142857142858,0.7032967032967032,20.571428571428577,5.142857142857144,5.142857142857144,5.142857142857144,1.1428571428571428,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#tircis #aminte,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.07142857142857142,0.4642857142857143,5.142857142857144,26.03571428571429,26.03571428571429,26.03571428571429,0.2857142857142857,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
#tircis #aminte,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.07142857142857142,0.4642857142857143,5.142857142857144,26.03571428571429,26.03571428571429,26.03571428571429,0.2857142857142857,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
#tircis #aminte,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.07142857142857142,0.4642857142857143,5.142857142857144,26.03571428571429,26.03571428571429,26.03571428571429,0.2857142857142857,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
#polipheme,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.035714285714285685,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.461038961038961,0.8571428571428571,0.5714285714285714,0.13736263736263743,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,14.285714285714286,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
#le-pretre,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.3214285714285715,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.21428571428571427,0.14285714285714285,0.9285714285714286,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5714285714285714,24.142857142857146,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
#neptune,0.10714285714285714,0.10714285714285714,0.10714285714285714,1.5238095238095237,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.027056277056277066,0.3214285714285714,0.21428571428571427,0.11080586080586079,0.42857142857142855,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.8571428571428571,0.21428571428571427,22.321428571428577,7.440476190476192,7.440476190476192,7.440476190476192,7.440476190476192
#choeur-de-divinites,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.07142857142857142,0.4642857142857143,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.07142857142857142,7.440476190476192,26.03571428571429,0.03571428571428571,0.03571428571428571,0.03571428571428571
#acis #galatee,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.9383116883116885,0.10714285714285714,0.07142857142857142,0.618131868131868,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.07142857142857142,7.440476190476192,0.03571428571428571,26.03571428571429,26.03571428571429,26.03571428571429
#acis #galatee,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.9383116883116885,0.10714285714285714,0.07142857142857142,0.618131868131868,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.07142857142857142,7.440476190476192,0.03571428571428571,26.03571428571429,26.03571428571429,26.03571428571429
#acis #galatee,0.03571428571428571,0.03571428571428571,0.03571428571428571,1.7857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.9383116883116885,0.10714285714285714,0.07142857142857142,0.618131868131868,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.07142857142857142,7.440476190476192,0.03571428571428571,26.03571428571429,26.03571428571429,26.03571428571429
Successions,#diane,#une-dryade,#un-sylvain,#le-choeur,#l-abondance,#comus,#diane #l-abondance #comus,#apollon,#acis,#teleme,#acis #teleme,#galatee,#scylla,#tircis #aminte,#tircis,#aminte,#polipheme,#le-pretre,#neptune,#choeur-de-divinites,#acis #galatee,#une-naïade,#deux-naïades
#diane,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-dryade,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-sylvain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.0625,0.1875,0.125,0.0625,0.0,0.0,0.1875,0.0
#l-abondance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#comus,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#diane #l-abondance #comus,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-abondance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#acis,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.75,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
#teleme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#acis #teleme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#galatee,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.037037037037037035,0.0,0.0,0.0,0.0
#scylla,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tircis #aminte,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tircis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#aminte,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#polipheme,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
#le-pretre,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
#neptune,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
#choeur-de-divinites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#acis #galatee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-naïade,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
#l-abondance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
