VALEUR,#choeur-de-musique,#parthenice,#floridan,#amintor,#dorice,#celinde,#le-page,#lucidor,#philindre,#choeur,#akior,#charmy,#gothomel,#holoferne,#moab,#judith,#abra,#osias,#l-eunuque,#prevot,#fleurimon,#alcandre
#holoferne,0.20000000000000004,1.4,1.4,0.022222222222222265,0.022222222222222265,2.1999999999999997,0.4000000000000001,2.0,1.0,0.8999999999999999,0.4000000000000001,0.20000000000000004,0.20000000000000004,19.199999999999996,6.400000000000001,0.049999999999999975,0.6000000000000001,0.20000000000000004,3.2666666666666657,0.20000000000000004,1.0,0.6000000000000001
#moab,0.06666666666666667,0.4666666666666667,0.4666666666666667,3.266666666666666,3.266666666666666,0.7333333333333333,0.13333333333333333,0.6666666666666666,0.3333333333333333,5.633333333333334,0.13333333333333333,0.06666666666666667,0.06666666666666667,6.400000000000001,26.133333333333336,2.016666666666667,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.3333333333333333,0.20000000000000004
#judith,0.13333333333333333,0.00476190476190476,0.00476190476190476,0.5333333333333334,0.5333333333333334,0.14848484848484844,0.26666666666666666,0.0833333333333333,0.6666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.049999999999999975,2.016666666666667,22.533333333333335,16.900000000000002,5.633333333333334,0.8999999999999999,5.633333333333334,0.6666666666666666,0.4000000000000001
#abra,0.10000000000000002,0.12857142857142861,0.12857142857142861,0.011111111111111132,0.011111111111111132,0.009090909090909068,0.20000000000000004,0.0,0.5,0.20000000000000004,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.6000000000000001,0.20000000000000004,16.900000000000002,24.3,8.1,1.6333333333333329,8.1,0.5,0.30000000000000004
#osias,0.03333333333333333,0.23333333333333334,0.23333333333333334,0.3,0.3,0.36666666666666664,0.06666666666666667,0.3333333333333333,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.06666666666666667,5.633333333333334,8.1,28.03333333333333,0.10000000000000002,0.03333333333333333,0.16666666666666666,0.10000000000000002
#l-eunuque,0.10000000000000002,0.12857142857142861,0.12857142857142861,0.011111111111111132,0.011111111111111132,0.009090909090909068,0.20000000000000004,0.0,0.5,0.20000000000000004,0.20000000000000004,0.10000000000000002,0.10000000000000002,3.2666666666666657,0.20000000000000004,0.8999999999999999,1.6333333333333329,0.10000000000000002,24.3,8.1,0.5,0.30000000000000004
#prevot,0.03333333333333333,2.519047619047619,2.519047619047619,1.633333333333333,1.633333333333333,1.093939393939394,0.06666666666666667,1.3333333333333337,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.06666666666666667,5.633333333333334,8.1,0.03333333333333333,8.1,28.03333333333333,0.16666666666666666,0.10000000000000002
#fleurimon,0.16666666666666666,0.02380952380952383,0.5952380952380951,0.16666666666666666,0.16666666666666666,0.37878787878787873,0.3333333333333333,0.26666666666666655,5.6333333333333355,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,0.5,0.16666666666666666,20.83333333333334,0.5
#alcandre,0.10000000000000002,0.7,2.4142857142857146,0.011111111111111132,1.3444444444444448,3.2818181818181826,0.20000000000000004,4.0,0.5,0.20000000000000004,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.6000000000000001,0.20000000000000004,0.4000000000000001,0.30000000000000004,0.10000000000000002,0.30000000000000004,0.10000000000000002,0.5,24.3
Successions,#choeur-de-musique,#parthenice,#floridan,#amintor,#dorice,#celinde,#le-page,#lucidor,#philindre,#choeur,#akior,#charmy,#gothomel,#holoferne,#moab,#judith,#abra,#osias,#l-eunuque,#prevot,#fleurimon,#alcandre
#choeur-de-musique,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#parthenice,0.07894736842105263,0.0,0.34210526315789475,0.05263157894736842,0.07894736842105263,0.23684210526315788,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#floridan,0.0,0.47058823529411764,0.0,0.11764705882352941,0.14705882352941177,0.14705882352941177,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#amintor,0.0,0.023809523809523808,0.11904761904761904,0.047619047619047616,0.3333333333333333,0.14285714285714285,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.07142857142857142
#dorice,0.0,0.029411764705882353,0.14705882352941177,0.35294117647058826,0.0,0.14705882352941177,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.058823529411764705,0.17647058823529413
#celinde,0.0,0.18032786885245902,0.11475409836065574,0.14754098360655737,0.03278688524590164,0.0,0.03278688524590164,0.4098360655737705,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.01639344262295082,0.01639344262295082,0.01639344262295082
#le-page,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lucidor,0.0,0.12,0.04,0.02,0.02,0.62,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
#philindre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
#choeur,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#akior,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#charmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#gothomel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#holoferne,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0
#moab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#judith,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0
#abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
#osias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#moab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#prevot,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#fleurimon,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
#alcandre,0.0,0.0,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
