VALEUR,#brecourt,#duparc,#pierrette,#moliere,#armande,#madeleine,#le-cavalier,#pierette,#baron,#conde,#le-roi,#la-petite-madeleine,#une-belle-dame,#un-doucereux,#une-autre-dame,#un-marquis,#la-dame,#le-marquis,#une-vieille-dame,#le-bel-esprit,#la-vieille-dame,#premier-ouvrier,#second-ouvrier,#troisieme-ouvrier,#autre-ouvrier,#un-vieil-ouvrier,#un-autre-ouvrier,#un-ouvrier
#conde,0.3994565217391305,0.03913043478260871,0.27855072463768116,0.5121237458193978,1.1419836956521738,0.041666666666666706,0.8115942028985508,0.11594202898550725,0.47836743393009384,53.92753623188406,0.11594202898550725,0.11594202898550725,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,6.740942028985508,2.544384057971014
#le-roi,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.3344481605351171,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,0.11594202898550725,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#la-petite-madeleine,0.2608695652173913,0.21739130434782608,1.12231884057971,0.3344481605351171,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,0.11594202898550725,0.014492753623188406,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#une-belle-dame,0.2608695652173913,0.21739130434782608,0.36231884057971014,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812
#premier-ouvrier,0.2608695652173913,0.21739130434782608,1.12231884057971,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.028985507246376812
#premier-ouvrier,0.2608695652173913,0.21739130434782608,1.12231884057971,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.028985507246376812
#premier-ouvrier,0.2608695652173913,0.21739130434782608,1.12231884057971,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.028985507246376812
#premier-ouvrier,0.2608695652173913,0.21739130434782608,1.12231884057971,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.028985507246376812
#premier-ouvrier,0.2608695652173913,0.21739130434782608,1.12231884057971,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.028985507246376812
#premier-ouvrier,0.2608695652173913,0.21739130434782608,1.12231884057971,0.5652173913043478,0.34782608695652173,0.3333333333333333,0.10144927536231885,0.014492753623188406,0.2463768115942029,6.740942028985508,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,67.01449275362319,0.028985507246376812
#un-ouvrier,0.43840579710144933,0.7347826086956523,0.10463768115942028,0.6688963210702342,0.6956521739130435,0.1666666666666667,0.2028985507246377,0.028985507246376812,4.610400682011935,2.544384057971014,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,65.05797101449275
Successions,#brecourt,#duparc,#pierrette,#moliere,#armande,#madeleine,#le-cavalier,#pierette,#baron,#conde,#le-roi,#la-petite-madeleine,#une-belle-dame,#un-doucereux,#une-autre-dame,#un-marquis,#la-dame,#le-marquis,#une-vieille-dame,#le-bel-esprit,#la-vieille-dame,#premier-ouvrier,#second-ouvrier,#troisieme-ouvrier,#autre-ouvrier,#un-vieil-ouvrier,#un-autre-ouvrier,#un-ouvrier
#brecourt,0.02631578947368421,0.27631578947368424,0.2236842105263158,0.18421052631578946,0.039473684210526314,0.05263157894736842,0.09210526315789473,0.0,0.013157894736842105,0.09210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#duparc,0.30434782608695654,0.014492753623188406,0.028985507246376812,0.4057971014492754,0.10144927536231885,0.057971014492753624,0.014492753623188406,0.0,0.057971014492753624,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pierrette,0.2111111111111111,0.03333333333333333,0.011111111111111112,0.4111111111111111,0.011111111111111112,0.13333333333333333,0.07777777777777778,0.0,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.0,0.011111111111111112,0.0
#moliere,0.04779411764705882,0.09558823529411764,0.14338235294117646,0.01838235294117647,0.25735294117647056,0.1213235294117647,0.09558823529411764,0.022058823529411766,0.125,0.05514705882352941,0.011029411764705883,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#armande,0.012578616352201259,0.03773584905660377,0.025157232704402517,0.41509433962264153,0.006289308176100629,0.12578616352201258,0.012578616352201259,0.0,0.34591194968553457,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madeleine,0.05063291139240506,0.0759493670886076,0.13924050632911392,0.43037974683544306,0.189873417721519,0.012658227848101266,0.012658227848101266,0.0,0.012658227848101266,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-cavalier,0.13333333333333333,0.022222222222222223,0.15555555555555556,0.6444444444444445,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pierette,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#baron,0.030612244897959183,0.04081632653061224,0.0,0.3163265306122449,0.5714285714285714,0.01020408163265306,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306
#conde,0.13333333333333333,0.0,0.0,0.35555555555555557,0.1111111111111111,0.08888888888888889,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223
#le-roi,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-petite-madeleine,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-belle-dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-doucereux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-autre-dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-marquis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-marquis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-vieille-dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-bel-esprit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-vieille-dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-ouvrier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#second-ouvrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-ouvrier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#autre-ouvrier,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-ouvrier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-autre-ouvrier,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
#un-ouvrier,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
