VALEUR,#le-chevalier,#la-marquise,#le-peintre,#le-poete,#le-musicien,#tous,#l-epine,#la-rancune,#lisette,#frontin,#ensemble,#valere,#lucile,#platinet,#madame-argante
#ensemble,1.222222222222222,1.1111111111111112,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3555555555555555,0.6944444444444445,21.333333333333332,1.9206349206349211,0.013888888888888902,0.2222222222222222,0.3555555555555555
#valere,2.8518518518518516,2.5925925925925926,0.25925925925925924,0.5185185185185185,0.25925925925925924,0.25925925925925924,0.5185185185185185,0.25925925925925924,2.2391534391534393,1.037037037037037,1.9206349206349211,14.814814814814815,0.4133597883597885,0.5185185185185185,0.382010582010582
#lucile,3.259259259259259,2.962962962962963,0.2962962962962963,0.5925925925925926,0.2962962962962963,0.2962962962962963,0.5925925925925926,0.2962962962962963,0.15648148148148142,2.7789351851851856,0.013888888888888902,0.4133597883597885,13.370370370370372,0.28009259259259267,1.4814814814814814
#platinet,0.8148148148148148,0.7407407407407407,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.37037037037037035,0.2962962962962963,0.2222222222222222,0.5185185185185185,0.28009259259259267,23.148148148148152,1.0703703703703706
#madame-argante,2.0370370370370368,1.8518518518518516,0.18518518518518517,0.37037037037037035,0.18518518518518517,0.18518518518518517,0.37037037037037035,0.18518518518518517,0.9259259259259258,0.7407407407407407,0.3555555555555555,0.382010582010582,1.4814814814814814,1.0703703703703706,17.92592592592593
Successions,#le-chevalier,#la-marquise,#le-peintre,#le-poete,#le-musicien,#tous,#l-epine,#la-rancune,#lisette,#frontin,#ensemble,#valere,#lucile,#platinet,#madame-argante
#le-chevalier,0.046511627906976744,0.4186046511627907,0.18604651162790697,0.023255813953488372,0.11627906976744186,0.0,0.13953488372093023,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0
#la-marquise,0.3333333333333333,0.0,0.15555555555555556,0.08888888888888889,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0
#le-peintre,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-poete,0.1111111111111111,0.3333333333333333,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-musicien,0.29411764705882354,0.4117647058823529,0.0,0.23529411764705882,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-epine,0.5714285714285714,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
#la-rancune,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lisette,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.4791666666666667,0.020833333333333332,0.2708333333333333,0.041666666666666664,0.0,0.0
#frontin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.029411764705882353,0.0,0.0,0.2647058823529412,0.0,0.0
#ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.4
#valere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.06,0.02,0.2,0.0,0.4
#lucile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.39473684210526316,0.02631578947368421,0.3684210526315789,0.0
#platinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0.391304347826087
#madame-argante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.6363636363636364,0.0,0.2727272727272727,0.06060606060606061
