VALEUR,#mademoiselle-mousset,#mimi,#lolotte,#manon,#lorange,#urbine,#le-chevalier,#clitandre,#le-breton,#angelique,#madame-isaac,#jasmin,#monsieur-farfadel,#mademoiselle-de-kermorin,#marotte,#madame-bardoux,#farfadel,#mademoiselle-de-kermonin #marotte,#tous
#le-chevalier,0.3389830508474576,0.0,0.0,0.0,0.05084745762711865,0.06779661016949153,0.0,0.11864406779661017,0.05084745762711865,0.01694915254237288,0.0,0.0,0.05084745762711865,0.01694915254237288,0.0,0.2711864406779661,0.0,0.01694915254237288,0.0
#clitandre,0.20512820512820512,0.0,0.0,0.0,0.07692307692307693,0.0,0.1282051282051282,0.02564102564102564,0.3333333333333333,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0
#le-breton,0.2537313432835821,0.0,0.0,0.0,0.3582089552238806,0.0,0.07462686567164178,0.14925373134328357,0.014925373134328358,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.0,0.029850746268656716,0.014925373134328358,0.0,0.0,0.0,0.029850746268656716
#angelique,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.1,0.0,0.0,0.0
#madame-isaac,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jasmin,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-farfadel,0.6875,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mademoiselle-de-kermorin,0.358974358974359,0.0,0.0,0.0,0.358974358974359,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.02564102564102564,0.0,0.0
#marotte,0.47368421052631576,0.0,0.0,0.0,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0
#madame-bardoux,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0
#farfadel,0.0,0.0,0.0,0.0,0.5,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0
#mademoiselle-de-kermonin #marotte,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
