VALEUR,#manette,#madame-lanoue,#perrel,#madame-leger,#monsieur-leger,#monsieur-tassin,#le-fermier,#la-fermiere,#claudine,#le-maitre-de-poste,#bonnemain,#le-peuple,#une-jeune-fille,#jeune-fille,#plusieurs-paysans,#un-paysan
#le-fermier,0.6923076923076923,0.08391608391608396,0.46153846153846156,0.7211538461538459,1.1868131868131866,4.673076923076922,7.692307692307691,4.673076923076922,2.5641025641025634,5.128205128205127,2.5641025641025634,2.5641025641025634,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078
#la-fermiere,0.9230769230769231,0.1118881118881119,0.6153846153846154,0.9615384615384613,0.3324175824175825,2.5432692307692304,4.673076923076922,6.23076923076923,1.5576923076923075,3.115384615384615,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.5576923076923075,1.5576923076923075
#claudine,0.23076923076923078,0.027972027972027975,0.15384615384615385,0.24038461538461534,0.3956043956043957,1.5576923076923075,2.5641025641025634,1.5576923076923075,11.076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
#le-maitre-de-poste,0.46153846153846156,0.05594405594405595,0.3076923076923077,0.48076923076923067,0.7912087912087914,3.115384615384615,5.128205128205127,3.115384615384615,0.15384615384615385,9.307692307692307,4.653846153846153,4.653846153846153,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
#bonnemain,0.23076923076923078,0.027972027972027975,0.15384615384615385,0.24038461538461534,0.3956043956043957,1.5576923076923075,2.5641025641025634,1.5576923076923075,0.07692307692307693,4.653846153846153,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
#bonnemain,0.23076923076923078,0.027972027972027975,0.15384615384615385,0.24038461538461534,0.3956043956043957,1.5576923076923075,2.5641025641025634,1.5576923076923075,0.07692307692307693,4.653846153846153,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
#une-jeune-fille,0.23076923076923078,0.027972027972027975,0.15384615384615385,0.24038461538461534,0.5384615384615384,0.3076923076923077,0.23076923076923078,1.5576923076923075,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078
#une-jeune-fille,0.23076923076923078,0.027972027972027975,0.15384615384615385,0.24038461538461534,0.5384615384615384,0.3076923076923077,0.23076923076923078,1.5576923076923075,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078
#une-jeune-fille,0.23076923076923078,0.027972027972027975,0.15384615384615385,0.24038461538461534,0.5384615384615384,0.3076923076923077,0.23076923076923078,1.5576923076923075,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078
#une-jeune-fille,0.23076923076923078,0.027972027972027975,0.15384615384615385,0.24038461538461534,0.5384615384615384,0.3076923076923077,0.23076923076923078,1.5576923076923075,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078
Successions,#manette,#madame-lanoue,#perrel,#madame-leger,#monsieur-leger,#monsieur-tassin,#le-fermier,#la-fermiere,#claudine,#le-maitre-de-poste,#bonnemain,#le-peuple,#une-jeune-fille,#jeune-fille,#plusieurs-paysans,#un-paysan
#manette,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-lanoue,0.08411214953271028,0.0,0.14953271028037382,0.17757009345794392,0.17757009345794392,0.07476635514018691,0.07476635514018691,0.06542056074766354,0.037383177570093455,0.056074766355140186,0.06542056074766354,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.0,0.009345794392523364
#perrel,0.30434782608695654,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-leger,0.0,0.8076923076923077,0.0,0.0,0.15384615384615385,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-leger,0.0,0.6363636363636364,0.0,0.15151515151515152,0.0,0.06060606060606061,0.09090909090909091,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-tassin,0.0,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-fermier,0.0,0.7857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
#la-fermiere,0.0,0.5,0.0,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
#claudine,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-de-poste,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bonnemain,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-peuple,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-peuple,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-peuple,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#plusieurs-paysans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-paysan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
