VALEUR,#madame-robert,#adele,#adele #madame-robert,#le-simple,#ensemble,#brunot,#baron,#dumont,#la-thorilliere,#derval,#baron #la-thorilliere,#baron #derval,#baron #la-thorilliere #derval,#madame-robert #adele #servantes #valets,#madame-robert #adele #derval,#adele #derval,#valets,#choeur,#madame-la-thorilliere,#madame-robert #derval,#madame-robert #le-simple #derval,#moliere
#derval,0.09818181818181801,0.21038961038961046,0.09696969696969691,2.0686868686868687,0.2969696969696971,0.3681818181818183,0.05454545454545463,0.4545454545454546,1.5363636363636357,6.545454545454547,1.8939393939393945,1.963636363636364,1.3090909090909089,0.6545454545454544,0.6545454545454544,1.3090909090909089,0.6545454545454544,0.6545454545454544,1.3090909090909089,0.6545454545454544,0.6545454545454544,0.009090909090909073
#baron #la-thorilliere,0.2909090909090909,0.6233766233766233,0.040404040404040435,0.12121212121212119,0.040404040404040435,0.7575757575757578,0.911616161616162,0.2727272727272727,3.640151515151516,1.8939393939393945,11.636363636363635,1.7070707070707074,3.8787878787878793,1.9393939393939397,1.9393939393939397,3.8787878787878793,0.2727272727272727,0.2727272727272727,3.8787878787878793,1.9393939393939397,1.9393939393939397,3.8787878787878793
#baron #derval,0.0010101010101010081,1.1450216450216448,0.40909090909090906,0.04208754208754209,0.8535353535353537,0.3787878787878789,1.1363636363636367,0.13636363636363635,3.3409090909090917,1.963636363636364,1.7070707070707074,16.40909090909091,1.9393939393939397,0.13636363636363635,5.469696969696971,1.9393939393939397,0.13636363636363635,5.469696969696971,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.2727272727272727
#baron #la-thorilliere #derval,1.3636363636363635,0.6363636363636364,1.9393939393939397,0.04040404040404038,0.2727272727272727,0.36363636363636365,0.7575757575757578,0.09090909090909091,2.227272727272727,1.3090909090909089,3.8787878787878793,1.9393939393939397,18.18181818181818,0.09090909090909091,0.09090909090909091,3.681818181818181,0.09090909090909091,0.09090909090909091,3.681818181818181,0.09090909090909091,0.09090909090909091,3.681818181818181
#madame-robert #adele #servantes #valets,0.14848484848484855,1.4610389610389614,0.13636363636363635,0.4090909090909091,0.13636363636363635,0.18181818181818182,0.3787878787878789,0.045454545454545456,1.1136363636363635,0.6545454545454544,1.9393939393939397,0.13636363636363635,0.09090909090909091,20.045454545454547,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091
#madame-robert #adele #derval,0.14848484848484855,1.4610389610389614,0.13636363636363635,0.4090909090909091,5.469696969696971,3.681818181818181,0.3787878787878789,0.045454545454545456,1.1136363636363635,0.6545454545454544,1.9393939393939397,5.469696969696971,0.09090909090909091,0.045454545454545456,20.045454545454547,9.09090909090909,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091
#adele #derval,0.09696969696969691,0.2077922077922078,1.9393939393939397,0.04040404040404038,1.9393939393939397,1.1136363636363635,0.7575757575757578,0.09090909090909091,2.227272727272727,1.3090909090909089,3.8787878787878793,1.9393939393939397,3.681818181818181,0.09090909090909091,9.09090909090909,18.18181818181818,0.09090909090909091,0.09090909090909091,3.681818181818181,0.09090909090909091,0.09090909090909091,3.681818181818181
#valets,0.6818181818181818,0.3181818181818182,0.13636363636363635,0.8535353535353533,0.13636363636363635,0.18181818181818182,0.5454545454545454,0.045454545454545456,0.36363636363636365,0.6545454545454544,0.2727272727272727,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,20.045454545454547,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091
#choeur,0.14848484848484855,1.4610389610389614,0.13636363636363635,0.8535353535353533,0.13636363636363635,0.18181818181818182,0.3787878787878789,0.045454545454545456,1.1136363636363635,0.6545454545454544,0.2727272727272727,5.469696969696971,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,20.045454545454547,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091
#madame-la-thorilliere,0.09696969696969691,0.2077922077922078,1.9393939393939397,1.7070707070707065,0.2727272727272727,0.36363636363636365,0.7575757575757578,0.09090909090909091,2.227272727272727,1.3090909090909089,3.8787878787878793,0.2727272727272727,3.681818181818181,0.09090909090909091,0.09090909090909091,3.681818181818181,0.09090909090909091,0.09090909090909091,18.18181818181818,9.09090909090909,9.09090909090909,3.681818181818181
#madame-robert #derval,0.14848484848484855,1.4610389610389614,0.13636363636363635,0.8535353535353533,0.13636363636363635,0.18181818181818182,0.3787878787878789,0.045454545454545456,1.1136363636363635,0.6545454545454544,1.9393939393939397,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,9.09090909090909,20.045454545454547,20.045454545454547,0.09090909090909091
#madame-robert #derval,0.14848484848484855,1.4610389610389614,0.13636363636363635,0.8535353535353533,0.13636363636363635,0.18181818181818182,0.3787878787878789,0.045454545454545456,1.1136363636363635,0.6545454545454544,1.9393939393939397,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,9.09090909090909,20.045454545454547,20.045454545454547,0.09090909090909091
#moliere,1.3636363636363635,0.6363636363636364,1.9393939393939397,1.7070707070707065,0.2727272727272727,1.1136363636363635,0.007575757575757562,0.09090909090909091,0.10227272727272725,0.009090909090909097,3.8787878787878793,0.2727272727272727,3.681818181818181,0.09090909090909091,0.09090909090909091,3.681818181818181,0.09090909090909091,0.09090909090909091,3.681818181818181,0.09090909090909091,0.09090909090909091,18.18181818181818
Successions,#madame-robert,#adele,#adele #madame-robert,#le-simple,#ensemble,#brunot,#baron,#dumont,#la-thorilliere,#derval,#baron #la-thorilliere,#baron #derval,#baron #la-thorilliere #derval,#madame-robert #adele #servantes #valets,#madame-robert #adele #derval,#adele #derval,#valets,#choeur,#madame-la-thorilliere,#madame-robert #derval,#madame-robert #le-simple #derval,#moliere
#madame-robert,0.015625,0.25,0.015625,0.234375,0.03125,0.046875,0.234375,0.0,0.078125,0.0625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0
#adele,0.43333333333333335,0.03333333333333333,0.0,0.16666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0
#adele #madame-robert,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-simple,0.2222222222222222,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.0,0.041666666666666664,0.4305555555555556,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.06944444444444445,0.0,0.0,0.1111111111111111
#ensemble,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#brunot,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#baron,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.014285714285714285,0.05714285714285714,0.4857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.014285714285714285,0.02857142857142857,0.0,0.0,0.014285714285714285
#dumont,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-thorilliere,0.06896551724137931,0.017241379310344827,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.4827586206896552,0.0,0.0,0.2413793103448276,0.017241379310344827,0.034482758620689655,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.05172413793103448,0.0,0.0,0.017241379310344827
#derval,0.11267605633802817,0.014084507042253521,0.0,0.4084507042253521,0.014084507042253521,0.0,0.19718309859154928,0.0,0.09859154929577464,0.04225352112676056,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.028169014084507043,0.04225352112676056,0.0,0.0,0.014084507042253521
#baron #la-thorilliere,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857
#baron #derval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#baron #la-thorilliere #derval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
#madame-robert #adele #servantes #valets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-robert #adele #derval,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#adele #derval,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#valets,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
#madame-la-thorilliere,0.043478260869565216,0.043478260869565216,0.0,0.21739130434782608,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.08695652173913043
#madame-robert #derval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#madame-robert #le-simple #derval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
#moliere,0.0,0.0,0.05555555555555555,0.5,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0.0,0.05555555555555555
