VALEUR,#choreda,#cynoedor,#ensemble,#araminte,#finette,#cidalise,#lucile,#desminutes,#marton,#cinoedor,#oronte,#celide,#l-olive,#clitandre,#butorville,#tous
#lucile,0.17391304347826086,0.17391304347826086,0.17391304347826086,2.4456521739130435,7.633152173913044,0.1331521739130435,15.695652173913043,15.695652173913043,0.003952569169960469,0.6956521739130435,0.5217391304347826,0.8695652173913043,1.0434782608695652,0.8695652173913043,0.5217391304347826,0.17391304347826086
#lucile,0.17391304347826086,0.17391304347826086,0.17391304347826086,2.4456521739130435,7.633152173913044,0.1331521739130435,15.695652173913043,15.695652173913043,0.003952569169960469,0.6956521739130435,0.5217391304347826,0.8695652173913043,1.0434782608695652,0.8695652173913043,0.5217391304347826,0.17391304347826086
#marton,0.4782608695652174,0.4782608695652174,0.4782608695652174,2.276679841897233,0.6175889328063241,2.276679841897233,0.003952569169960469,0.003952569169960469,6.260869565217391,0.003952569169960469,0.13175230566534912,0.06403162055335967,1.2180500658761526,0.8094861660079051,1.7075098814229253,0.4782608695652174
#cinoedor,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.1331521739130435,0.6956521739130435,2.4456521739130435,0.6956521739130435,0.6956521739130435,0.003952569169960469,15.695652173913043,0.5217391304347826,1.4695652173913045,0.0018115942028985484,0.019565217391304356,0.43840579710144933,0.17391304347826086
#oronte,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.13175230566534923,0.5217391304347826,17.39130434782609,2.785507246376812,0.060386473429951744,0.6521739130434783,0.3913043478260869,0.13043478260869565
#celide,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.06403162055335967,1.4695652173913045,2.785507246376812,14.08695652173913,0.07101449275362319,0.0069565217391304255,0.6521739130434783,0.21739130434782608
#l-olive,0.2608695652173913,0.2608695652173913,0.2608695652173913,1.0434782608695652,1.0434782608695652,1.0434782608695652,1.0434782608695652,1.0434782608695652,1.218050065876153,0.0018115942028985484,0.060386473429951744,0.07101449275362319,12.56521739130435,2.2043478260869565,0.7826086956521738,0.2608695652173913
#clitandre,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8094861660079051,0.019565217391304356,0.6521739130434783,0.0069565217391304255,2.2043478260869565,14.08695652173913,0.6521739130434783,0.21739130434782608
#butorville,0.13043478260869565,0.13043478260869565,0.13043478260869565,4.188405797101448,0.43840579710144933,0.43840579710144933,0.5217391304347826,0.5217391304347826,1.7075098814229244,0.43840579710144933,0.3913043478260869,0.6521739130434783,0.7826086956521738,0.6521739130434783,17.39130434782609,0.13043478260869565
#tous,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.4782608695652174,0.17391304347826086,0.13043478260869565,0.21739130434782608,0.2608695652173913,0.21739130434782608,0.13043478260869565,21.043478260869566
Successions,#choreda,#cynoedor,#ensemble,#araminte,#finette,#cidalise,#lucile,#desminutes,#marton,#cinoedor,#oronte,#celide,#l-olive,#clitandre,#butorville,#tous
#choreda,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cynoedor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ensemble,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#araminte,0.0,0.0,0.0625,0.0,0.1875,0.0,0.125,0.125,0.25,0.0625,0.0,0.0,0.0,0.0,0.1875,0.0
#finette,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
#cidalise,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.4482758620689655,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0
#lucile,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
#desminutes,0.0,0.0,0.0,0.09090909090909091,0.5454545454545454,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marton,0.0,0.0,0.0,0.03125,0.0,0.1484375,0.0,0.0,0.0078125,0.1328125,0.0390625,0.125,0.09375,0.2578125,0.1640625,0.0
#cinoedor,0.0,0.0,0.0,0.020833333333333332,0.0,0.1875,0.0,0.0,0.4375,0.0,0.0,0.20833333333333334,0.0,0.125,0.020833333333333332,0.0
#oronte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.15,0.5,0.0,0.0,0.0
#celide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4838709677419355,0.2903225806451613,0.12903225806451613,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0
#l-olive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.027777777777777776,0.3055555555555556,0.0,0.0,0.3055555555555556,0.0,0.0
#clitandre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6274509803921569,0.09803921568627451,0.0,0.0392156862745098,0.23529411764705882,0.0,0.0,0.0
#butorville,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
