VALEUR,#medwin,#d-harvilliers,#jarwis,#eugene,#albert,#caroline,#odeina,#odeira,#choeur-de-matelots,#albert #d-harvilliers #eugene #caroline,#tous,#albert #d-harvillihers,#jarwis #d-harvilliers #eugene #albert #caroline,#medwin #les-matelots,#les-matelots
#odeina,0.12121212121212116,0.0173160173160173,0.10822510822510827,0.29264069264069265,0.11082251082251081,0.3382034632034629,4.761904761904762,0.4329004329004331,0.5238095238095237,0.5238095238095237,0.4329004329004331,0.4329004329004331,0.4329004329004331,0.4329004329004331,0.4329004329004331
#odeira,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5761904761904763,0.47619047619047616,0.38095238095238093,0.43290043290043284,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#choeur-de-matelots,1.3333333333333337,0.42857142857142855,0.42857142857142855,0.5761904761904763,0.47619047619047616,0.38095238095238093,0.5238095238095238,0.047619047619047616,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#choeur-de-matelots,1.3333333333333337,0.42857142857142855,0.42857142857142855,0.5761904761904763,0.47619047619047616,0.38095238095238093,0.5238095238095238,0.047619047619047616,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#tous,1.3333333333333337,0.7619047619047619,0.7619047619047619,0.5761904761904763,0.5761904761904763,1.0059523809523812,0.43290043290043284,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047
#tous,1.3333333333333337,0.7619047619047619,0.7619047619047619,0.5761904761904763,0.5761904761904763,1.0059523809523812,0.43290043290043284,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047
#tous,1.3333333333333337,0.7619047619047619,0.7619047619047619,0.5761904761904763,0.5761904761904763,1.0059523809523812,0.43290043290043284,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047
#tous,1.3333333333333337,0.7619047619047619,0.7619047619047619,0.5761904761904763,0.5761904761904763,1.0059523809523812,0.43290043290043284,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047
#tous,1.3333333333333337,0.7619047619047619,0.7619047619047619,0.5761904761904763,0.5761904761904763,1.0059523809523812,0.43290043290043284,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047
Successions,#medwin,#d-harvilliers,#jarwis,#eugene,#albert,#caroline,#odeina,#odeira,#choeur-de-matelots,#albert #d-harvilliers #eugene #caroline,#tous,#albert #d-harvillihers,#jarwis #d-harvilliers #eugene #albert #caroline,#medwin #les-matelots,#les-matelots
#medwin,0.0,0.16666666666666666,0.2916666666666667,0.08333333333333333,0.041666666666666664,0.0,0.3333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0
#d-harvilliers,0.10344827586206896,0.0,0.1896551724137931,0.20689655172413793,0.1724137931034483,0.1724137931034483,0.15517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jarwis,0.21875,0.34375,0.03125,0.1875,0.09375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#eugene,0.03389830508474576,0.3220338983050847,0.0847457627118644,0.0,0.05084745762711865,0.15254237288135594,0.3389830508474576,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#albert,0.0196078431372549,0.1568627450980392,0.058823529411764705,0.13725490196078433,0.0,0.29411764705882354,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#caroline,0.027777777777777776,0.16666666666666666,0.0,0.3333333333333333,0.4166666666666667,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0
#odeina,0.0967741935483871,0.16129032258064516,0.08064516129032258,0.2903225806451613,0.3064516129032258,0.03225806451612903,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0
#odeira,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-matelots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#albert #d-harvilliers #eugene #caroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#odeira,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-matelots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jarwis #d-harvilliers #eugene #albert #caroline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#medwin #les-matelots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#jarwis #d-harvilliers #eugene #albert #caroline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
