VALEUR,#amour,#choeur-des-amours,#diane,#la-nuit,#endymion,#cephale,#scamandre,#phocion,#adraste,#l-aurore,#apollon,#mercure,#premiere-nymphe,#deuxieme-nymphe,#troisieme-nymphe,#quatrieme-nymphe
#apollon,0.14814814814814814,0.14814814814814814,0.4451566951566951,1.037037037037037,0.5562169312169312,0.4444444444444444,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,19.59259259259259,0.28009259259259267,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814
#mercure,0.14814814814814814,0.14814814814814814,0.0028490028490028574,1.037037037037037,0.5562169312169312,0.4444444444444444,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.28009259259259267,19.59259259259259,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814
#premiere-nymphe,0.037037037037037035,0.037037037037037035,0.5584045584045586,2.1164021164021163,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,25.03703703703704,25.03703703703704,25.03703703703704,25.03703703703704
#premiere-nymphe,0.037037037037037035,0.037037037037037035,0.5584045584045586,2.1164021164021163,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,25.03703703703704,25.03703703703704,25.03703703703704,25.03703703703704
#premiere-nymphe,0.037037037037037035,0.037037037037037035,0.5584045584045586,2.1164021164021163,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,25.03703703703704,25.03703703703704,25.03703703703704,25.03703703703704
#premiere-nymphe,0.037037037037037035,0.037037037037037035,0.5584045584045586,2.1164021164021163,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,25.03703703703704,25.03703703703704,25.03703703703704,25.03703703703704
Successions,#amour,#choeur-des-amours,#diane,#la-nuit,#endymion,#cephale,#scamandre,#phocion,#adraste,#l-aurore,#apollon,#mercure,#premiere-nymphe,#deuxieme-nymphe,#troisieme-nymphe,#quatrieme-nymphe
#amour,,,,,,,,,,,,,,,,
#choeur-des-amours,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#diane,0.0,0.007936507936507936,0.031746031746031744,0.23809523809523808,0.373015873015873,0.12698412698412698,0.0,0.0,0.0,0.007936507936507936,0.09523809523809523,0.09523809523809523,0.007936507936507936,0.0,0.007936507936507936,0.007936507936507936
#la-nuit,0.0,0.0,0.559322033898305,0.0,0.4067796610169492,0.01694915254237288,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0
#endymion,0.0,0.0,0.4380952380952381,0.23809523809523808,0.05714285714285714,0.06666666666666667,0.009523809523809525,0.0,0.0,0.0,0.1619047619047619,0.02857142857142857,0.0,0.0,0.0,0.0
#cephale,0.0,0.0,0.52,0.16,0.28,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#scamandre,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#phocion,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#adraste,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-aurore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#apollon,0.0,0.0,0.3783783783783784,0.0,0.43243243243243246,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.16216216216216217,0.0,0.0,0.0,0.0
#mercure,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
#premiere-nymphe,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deuxieme-nymphe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#troisieme-nymphe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#quatrieme-nymphe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
