VALEUR,#monsieur-rapineau,#maturin,#toinette,#henriette,#isabelle,#madame-thomas,#clitandre,#eraste,#des-baliveaux,#monsieur-touvenel #flamand,#le-choeur,#mademoiselle-godefroi #flamande,#monsieur-touvenel,#mademoiselle-lolotte,#mademoiselle-godefroi
#eraste,0.2666666666666667,0.3555555555555556,0.1999999999999999,0.5333333333333334,0.25714285714285723,2.7,0.09999999999999995,12.800000000000002,0.25714285714285723,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#des-baliveaux,0.002380952380952385,1.0865079365079366,0.028571428571428494,0.5761904761904763,0.0826530612244897,0.3857142857142856,1.728571428571428,0.257142857142857,8.450000000000005,1.2071428571428566,1.2071428571428566,1.2071428571428566,1.2071428571428566,1.2071428571428566,1.2071428571428566
#monsieur-touvenel #flamand,0.15,0.6722222222222223,0.8000000000000002,0.3,0.35,0.3,0.8999999999999999,0.20000000000000004,1.2071428571428573,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997
#monsieur-touvenel #flamand,0.15,0.6722222222222223,0.8000000000000002,0.3,0.35,0.3,0.8999999999999999,0.20000000000000004,1.2071428571428573,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997
#monsieur-touvenel #flamand,0.15,0.6722222222222223,0.8000000000000002,0.3,0.35,0.3,0.8999999999999999,0.20000000000000004,1.2071428571428573,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997
#monsieur-touvenel #flamand,0.15,0.6722222222222223,0.8000000000000002,0.3,0.35,0.3,0.8999999999999999,0.20000000000000004,1.2071428571428573,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997
#monsieur-touvenel #flamand,0.15,0.6722222222222223,0.8000000000000002,0.3,0.35,0.3,0.8999999999999999,0.20000000000000004,1.2071428571428573,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997
#monsieur-touvenel #flamand,0.15,0.6722222222222223,0.8000000000000002,0.3,0.35,0.3,0.8999999999999999,0.20000000000000004,1.2071428571428573,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997,18.049999999999997
Successions,#monsieur-rapineau,#maturin,#toinette,#henriette,#isabelle,#madame-thomas,#clitandre,#eraste,#des-baliveaux,#monsieur-touvenel #flamand,#le-choeur,#mademoiselle-godefroi #flamande,#monsieur-touvenel,#mademoiselle-lolotte,#mademoiselle-godefroi
#monsieur-rapineau,0.04,0.56,0.04,0.0,0.0,0.16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#maturin,0.4,0.0,0.275,0.0,0.0,0.1,0.0,0.0,0.175,0.0,0.0,0.025,0.025,0.0,0.0
#toinette,0.0,0.10989010989010989,0.01098901098901099,0.17582417582417584,0.0989010989010989,0.12087912087912088,0.18681318681318682,0.03296703296703297,0.26373626373626374,0.0,0.0,0.0,0.0,0.0,0.0
#henriette,0.0,0.02857142857142857,0.45714285714285713,0.0,0.2571428571428571,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
#isabelle,0.0,0.03125,0.3125,0.28125,0.0,0.21875,0.125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
#madame-thomas,0.0975609756097561,0.0975609756097561,0.24390243902439024,0.0975609756097561,0.14634146341463414,0.0,0.12195121951219512,0.04878048780487805,0.14634146341463414,0.0,0.0,0.0,0.0,0.0,0.0
#clitandre,0.07407407407407407,0.07407407407407407,0.37037037037037035,0.05555555555555555,0.07407407407407407,0.037037037037037035,0.0,0.05555555555555555,0.24074074074074073,0.0,0.018518518518518517,0.0,0.0,0.0,0.0
#eraste,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.36363636363636365,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
#des-baliveaux,0.018518518518518517,0.07407407407407407,0.37037037037037035,0.018518518518518517,0.07407407407407407,0.1111111111111111,0.2962962962962963,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0
#monsieur-touvenel #flamand,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
#mademoiselle-godefroi #flamande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#monsieur-touvenel #flamand,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mademoiselle-lolotte,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mademoiselle-godefroi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
