VALEUR,#isabelle,#arlequin,#cinthio,#colombine,#mezzetin,#pierrot,#le-valet,#monsieur-croquignolet,#pasquariel,#le-hollandais,#le-garde,#arlequin #pierrot,#le-choeur,#arlequin #mezzetin #pasquariel
#le-valet,0.1884615384615385,1.3846153846153846,0.04326923076923079,0.46153846153846156,0.3076923076923077,1.2307692307692308,18.615384615384613,18.615384615384613,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
#le-valet,0.1884615384615385,1.3846153846153846,0.04326923076923079,0.46153846153846156,0.3076923076923077,1.2307692307692308,18.615384615384613,18.615384615384613,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
#pasquariel,0.38461538461538464,1.235042735042735,0.3076923076923077,0.11538461538461539,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.15384615384615385,24.038461538461537,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
#le-hollandais,0.38461538461538464,1.235042735042735,0.3076923076923077,0.11538461538461539,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.038461538461538464,24.038461538461537,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
#le-garde,0.9846153846153847,1.235042735042735,1.5576923076923075,0.11538461538461539,0.07692307692307693,1.5576923076923075,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.038461538461538464,24.038461538461537,24.038461538461537,0.038461538461538464,0.038461538461538464
#le-garde,0.9846153846153847,1.235042735042735,1.5576923076923075,0.11538461538461539,0.07692307692307693,1.5576923076923075,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.038461538461538464,24.038461538461537,24.038461538461537,0.038461538461538464,0.038461538461538464
#le-choeur,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.11538461538461539,11.076923076923078,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,24.038461538461537,24.038461538461537
#le-choeur,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.11538461538461539,11.076923076923078,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,24.038461538461537,24.038461538461537
Successions,#isabelle,#arlequin,#cinthio,#colombine,#mezzetin,#pierrot,#le-valet,#monsieur-croquignolet,#pasquariel,#le-hollandais,#le-garde,#arlequin #pierrot,#le-choeur,#arlequin #mezzetin #pasquariel
#isabelle,0.0,0.3018867924528302,0.07547169811320754,0.2830188679245283,0.0,0.16981132075471697,0.07547169811320754,0.09433962264150944,0.0,0.0,0.0,0.0,0.0,0.0
#arlequin,0.3,0.016666666666666666,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0.23333333333333334,0.016666666666666666,0.0,0.0,0.0
#cinthio,0.18181818181818182,0.5151515151515151,0.0,0.0,0.0,0.030303030303030304,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
#colombine,0.40625,0.03125,0.03125,0.0,0.25,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mezzetin,0.06666666666666667,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
#pierrot,0.21621621621621623,0.1891891891891892,0.05405405405405406,0.2972972972972973,0.13513513513513514,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0
#le-valet,0.16666666666666666,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-croquignolet,0.21739130434782608,0.0,0.30434782608695654,0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pasquariel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pasquariel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pasquariel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arlequin #pierrot,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
#arlequin #mezzetin #pasquariel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
