VALEUR,#madame-de-chepy,#picard,#mademoiselle-beaulieu,#flamand,#madame-de-vertillac,#monsieur-hardouin,#le-laquais,#madame-bertrand,#monsieur-des-renardeaux,#monsieur-de-crancey,#mademoiselle-de-vertillac,#monsieur-de-surmont,#monsieur-poultier,#le-marquis-de-tourvelle,#binbin,#tous-ensemble
#le-laquais,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-bertrand,0.011764705882352941,0.0,0.0,0.0,0.023529411764705882,0.6941176470588235,0.0,0.0,0.09411764705882353,0.0,0.0,0.023529411764705882,0.15294117647058825,0.0,0.0,0.0
#monsieur-des-renardeaux,0.036585365853658534,0.0,0.07317073170731707,0.0,0.12195121951219512,0.5975609756097561,0.0,0.0975609756097561,0.012195121951219513,0.012195121951219513,0.0,0.036585365853658534,0.0,0.012195121951219513,0.0,0.0
#monsieur-de-crancey,0.03508771929824561,0.0,0.017543859649122806,0.0,0.22807017543859648,0.6842105263157895,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.0
#mademoiselle-de-vertillac,0.09090909090909091,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-de-surmont,0.0,0.0,0.18181818181818182,0.0,0.06060606060606061,0.5757575757575758,0.0,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
#monsieur-poultier,0.0,0.0,0.0,0.0,0.07142857142857142,0.6607142857142857,0.0,0.17857142857142858,0.017857142857142856,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0
#le-marquis-de-tourvelle,0.0,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#binbin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
