VALEUR,#bimeaura,#precheillar,#deux-sentinelles,#une-poissarde,#les-deux-sentinelles,#les-poissardes,#une-autre-poissarde,#toutes-les-poissardes,#un-homme-de-la-troupe,#la-peyrouse,#un-homme-du-peuple,#le-peuple,#monsieur-garde-rue,#un-grenadier,#o-paria,#yetafet,#laibil,#le-confident,#la-maitresse,#un-de-la-troupe,#guillaume,#montmici,#catepane,#almenandre,#mola,#pecheillar,#mounier
#deux-sentinelles,1.983516483516484,0.07692307692307693,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,0.34615384615384615,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#deux-sentinelles,1.983516483516484,0.07692307692307693,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,0.34615384615384615,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#deux-sentinelles,1.983516483516484,0.07692307692307693,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,24.038461538461537,0.34615384615384615,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#la-peyrouse,2.423076923076923,0.6923076923076923,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,11.115384615384617,2.47008547008547,1.7806267806267801,1.235042735042735,1.235042735042735,0.13675213675213677,0.5584045584045585,0.3085470085470086,0.34615384615384615,0.27350427350427353,1.235042735042735,1.235042735042735,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.34615384615384615,0.6923076923076923
#un-homme-du-peuple,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,2.47008547008547,22.153846153846157,0.6282051282051281,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.07692307692307693,1.5576923076923075,11.076923076923078,11.076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385
#le-peuple,1.6153846153846154,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,1.7806267806267813,0.6282051282051281,15.384615384615381,2.5641025641025634,2.5641025641025634,0.46153846153846156,0.10683760683760682,2.953846153846153,2.5641025641025634,1.2564102564102562,2.5641025641025634,2.5641025641025634,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.23076923076923078,0.46153846153846156
#monsieur-garde-rue,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.235042735042735,0.07692307692307693,2.5641025641025634,24.038461538461537,24.038461538461537,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#monsieur-garde-rue,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.235042735042735,0.07692307692307693,2.5641025641025634,24.038461538461537,24.038461538461537,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#o-paria,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.13675213675213677,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,22.153846153846157,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385
#yetafet,1.6153846153846154,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.5584045584045583,0.46153846153846156,0.10683760683760682,0.23076923076923078,0.23076923076923078,0.46153846153846156,15.384615384615381,0.6205128205128202,0.23076923076923078,0.9230769230769231,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.23076923076923078,0.6282051282051281
#laibil,1.346153846153846,0.38461538461538464,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.3085470085470086,0.38461538461538464,2.953846153846153,0.19230769230769232,0.19230769230769232,0.38461538461538464,0.6205128205128202,16.96153846153846,3.3923076923076922,0.7692307692307693,0.19230769230769232,0.19230769230769232,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.19230769230769232,0.38461538461538464
#le-confident,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.34615384615384615,0.07692307692307693,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.23076923076923078,3.3923076923076922,24.038461538461537,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#la-maitresse,0.005494505494505487,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.27350427350427353,1.5576923076923075,1.2564102564102562,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.9230769230769231,0.7692307692307693,0.15384615384615385,18.615384615384613,4.653846153846153,4.653846153846153,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.3076923076923077
#un-de-la-troupe,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.235042735042735,11.076923076923078,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,4.653846153846153,24.038461538461537,24.038461538461537,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#un-de-la-troupe,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.235042735042735,11.076923076923078,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,4.653846153846153,24.038461538461537,24.038461538461537,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693
#montmici,0.3956043956043957,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,22.153846153846157,22.153846153846157,22.153846153846157,22.153846153846157,0.07692307692307693,0.15384615384615385
#montmici,0.3956043956043957,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,22.153846153846157,22.153846153846157,22.153846153846157,22.153846153846157,0.07692307692307693,0.15384615384615385
#montmici,0.3956043956043957,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,22.153846153846157,22.153846153846157,22.153846153846157,22.153846153846157,0.07692307692307693,0.15384615384615385
#montmici,0.3956043956043957,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,22.153846153846157,22.153846153846157,22.153846153846157,22.153846153846157,0.07692307692307693,0.15384615384615385
#pecheillar,1.983516483516484,11.076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.34615384615384615,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.19230769230769232,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,24.038461538461537,0.07692307692307693
#mounier,0.3956043956043957,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.6282051282051281,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,22.153846153846157
Successions,#bimeaura,#precheillar,#deux-sentinelles,#une-poissarde,#les-deux-sentinelles,#les-poissardes,#une-autre-poissarde,#toutes-les-poissardes,#un-homme-de-la-troupe,#la-peyrouse,#un-homme-du-peuple,#le-peuple,#monsieur-garde-rue,#un-grenadier,#o-paria,#yetafet,#laibil,#le-confident,#la-maitresse,#un-de-la-troupe,#guillaume,#montmici,#catepane,#almenandre,#mola,#pecheillar,#mounier
#bimeaura,0.0,0.16666666666666666,0.0,0.1388888888888889,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.16666666666666666
#precheillar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#precheillar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-poissarde,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-deux-sentinelles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-poissardes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-deux-sentinelles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#precheillar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-deux-sentinelles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-peyrouse,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.09803921568627451,0.19607843137254902,0.0,0.0392156862745098,0.058823529411764705,0.1568627450980392,0.0,0.37254901960784315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-homme-du-peuple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-peuple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41935483870967744,0.0,0.0,0.0967741935483871,0.0,0.0,0.0967741935483871,0.25806451612903225,0.03225806451612903,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-garde-rue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.35714285714285715,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-grenadier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#o-paria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#yetafet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
#laibil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.6190476190476191,0.0,0.0,0.0,0.19047619047619047,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-confident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-maitresse,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0
#un-de-la-troupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
#guillaume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#montmici,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0
#catepane,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0
#almenandre,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.0
#mola,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
#precheillar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mounier,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
