VALEUR,#fernand,#dorante,#mascarille,#jasmin,#la-fleur,#monsieur-le-blanc,#la-rapiniere,#la-roche,#isabelle,#leonore,#le-crocheteur,#beatrix,#olive,#le-rotisseur,#le-clerc,#la-paysanne
#la-roche,3.4404761904761907,2.982251082251082,0.006493506493506524,4.023809523809524,0.6233766233766233,0.4772727272727273,1.0381066302118935,12.02272727272727,2.528258778258779,3.8181818181818183,0.5725108225108224,2.425685425685425,0.5725108225108224,0.5725108225108224,0.4772727272727273,0.5725108225108224
#isabelle,3.361111111111111,12.001010101010104,1.227272727272727,0.5,0.8181818181818182,0.20454545454545456,0.31911217437533235,2.528258778258779,27.84090909090909,3.414141414141413,0.20454545454545456,8.41750841750842,0.20454545454545456,0.20454545454545456,3.093434343434343,3.093434343434343
#leonore,2.0,0.7681818181818183,1.0909090909090908,4.0,0.7272727272727273,0.18181818181818182,0.08612440191387559,3.8181818181818183,3.414141414141413,29.45454545454545,0.18181818181818182,6.681818181818183,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
#le-crocheteur,0.25,0.22727272727272727,0.13636363636363635,0.5,0.09090909090909091,0.022727272727272728,0.7476076555023922,0.5725108225108224,0.20454545454545456,0.18181818181818182,42.02272727272727,0.2727272727272727,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728
#beatrix,1.3333333333333333,3.927272727272728,1.6363636363636362,0.6666666666666666,1.0909090909090908,0.2727272727272727,0.12918660287081343,2.4256854256854257,8.417508417508415,6.681818181818183,0.2727272727272727,23.27272727272727,0.2727272727272727,0.2727272727272727,1.9393939393939397,1.9393939393939397
#olive,0.25,0.22727272727272727,0.13636363636363635,0.5,0.09090909090909091,0.022727272727272728,0.4318181818181818,0.5725108225108224,0.20454545454545456,0.18181818181818182,0.022727272727272728,0.2727272727272727,42.02272727272727,0.022727272727272728,0.022727272727272728,0.022727272727272728
#le-rotisseur,0.25,0.22727272727272727,0.13636363636363635,0.5,0.09090909090909091,0.022727272727272728,0.4318181818181818,0.5725108225108224,0.20454545454545456,0.18181818181818182,0.022727272727272728,0.2727272727272727,0.022727272727272728,42.02272727272727,0.022727272727272728,0.022727272727272728
#le-clerc,2.25,2.627272727272727,0.13636363636363635,0.5,0.09090909090909091,0.022727272727272728,0.7476076555023922,0.4772727272727273,3.093434343434343,0.18181818181818182,0.022727272727272728,1.9393939393939397,0.022727272727272728,0.022727272727272728,42.02272727272727,0.022727272727272728
#la-paysanne,0.25,2.627272727272727,0.13636363636363635,0.5,0.09090909090909091,0.022727272727272728,0.7476076555023922,0.5725108225108224,3.093434343434343,0.18181818181818182,0.022727272727272728,1.9393939393939397,0.022727272727272728,0.022727272727272728,0.022727272727272728,42.02272727272727
Successions,#fernand,#dorante,#mascarille,#jasmin,#la-fleur,#monsieur-le-blanc,#la-rapiniere,#la-roche,#isabelle,#leonore,#le-crocheteur,#beatrix,#olive,#le-rotisseur,#le-clerc,#la-paysanne
#fernand,0.012195121951219513,0.3170731707317073,0.3048780487804878,0.036585365853658534,0.0,0.0,0.10975609756097561,0.0,0.012195121951219513,0.04878048780487805,0.0,0.15853658536585366,0.0,0.0,0.0,0.0
#dorante,0.45,0.0,0.0,0.13333333333333333,0.0,0.0,0.25,0.0,0.05,0.03333333333333333,0.0,0.05,0.0,0.0,0.016666666666666666,0.016666666666666666
#mascarille,0.423728813559322,0.0,0.0,0.2542372881355932,0.0847457627118644,0.0,0.0,0.23728813559322035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jasmin,0.0,0.0743801652892562,0.12396694214876033,0.0,0.06611570247933884,0.0,0.30578512396694213,0.34710743801652894,0.0,0.008264462809917356,0.0,0.01652892561983471,0.03305785123966942,0.024793388429752067,0.0,0.0
#la-fleur,0.03225806451612903,0.0,0.12903225806451613,0.3548387096774194,0.0,0.0,0.0,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-le-blanc,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-rapiniere,0.05084745762711865,0.0847457627118644,0.005649717514124294,0.20903954802259886,0.0,0.06779661016949153,0.03389830508474576,0.1016949152542373,0.0847457627118644,0.096045197740113,0.02824858757062147,0.1751412429378531,0.0,0.0,0.03954802259887006,0.022598870056497175
#la-roche,0.0,0.0,0.13592233009708737,0.34951456310679613,0.17475728155339806,0.0,0.18446601941747573,0.019417475728155338,0.0,0.0,0.009708737864077669,0.019417475728155338,0.06796116504854369,0.038834951456310676,0.0,0.0
#isabelle,0.10344827586206896,0.10344827586206896,0.0,0.0,0.0,0.0,0.5172413793103449,0.0,0.0,0.13793103448275862,0.0,0.13793103448275862,0.0,0.0,0.0,0.0
#leonore,0.16279069767441862,0.0,0.0,0.0,0.0,0.0,0.3953488372093023,0.0,0.18604651162790697,0.0,0.0,0.2558139534883721,0.0,0.0,0.0,0.0
#le-crocheteur,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#beatrix,0.13043478260869565,0.10144927536231885,0.0,0.043478260869565216,0.0,0.0,0.4782608695652174,0.0,0.014492753623188406,0.21739130434782608,0.0,0.014492753623188406,0.0,0.0,0.0,0.0
#olive,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-rotisseur,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-clerc,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0
#la-paysanne,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
