VALEUR,#cleagenor,#theandre,#doristee,#ozanor,#premier-voleur,#deuxieme-voleur,#premier-archer,#deuxieme-archer,#philemond,#suite-de-theandre,#conseiller,#dorante,#diane,#philacte
#diane,1.2071428571428569,0.3857142857142856,0.004761904761904758,0.3571428571428571,1.0714285714285714,1.0714285714285714,0.3571428571428571,0.3571428571428571,0.08901098901098911,0.3571428571428571,0.3571428571428571,0.6857142857142858,11.571428571428571,0.004761904761904758
#philacte,0.8571428571428571,2.2857142857142865,0.3214285714285714,0.10714285714285714,0.3214285714285714,0.3214285714285714,0.10714285714285714,0.10714285714285714,0.11080586080586079,0.10714285714285714,0.10714285714285714,2.2857142857142865,0.004761904761904758,22.321428571428577
Successions,#cleagenor,#theandre,#doristee,#ozanor,#premier-voleur,#deuxieme-voleur,#premier-archer,#deuxieme-archer,#philemond,#suite-de-theandre,#conseiller,#dorante,#diane,#philacte
#cleagenor,0.0,0.46938775510204084,0.2653061224489796,0.08163265306122448,0.0,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.0,0.061224489795918366,0.0,0.0,0.0
#theandre,0.30985915492957744,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.39436619718309857,0.0,0.0,0.1267605633802817,0.056338028169014086,0.08450704225352113
#doristee,0.5714285714285714,0.047619047619047616,0.0,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ozanor,0.625,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-voleur,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0
#deuxieme-voleur,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
#premier-archer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-archer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philemond,0.0,0.31521739130434784,0.0,0.0,0.043478260869565216,0.03260869565217391,0.0,0.0,0.0,0.010869565217391304,0.0,0.29347826086956524,0.2826086956521739,0.021739130434782608
#suite-de-theandre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#premier-archer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dorante,0.034482758620689655,0.1206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.46551724137931033,0.0,0.0,0.034482758620689655,0.3275862068965517,0.017241379310344827
#diane,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.36,0.0,0.02
#philacte,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0
