VALEUR,#asmodee,#dom-cleofas,#marine,#la-baronne,#frontin,#flamand,#monsieur-turcaret,#le-chevalier,#lisette,#le-marquis,#monsieur-rafle,#monsieur-furet,#jasmin,#madame-jacob,#madame-turcaret
#lisette,0.39655172413793105,0.39655172413793105,2.7758620689655173,0.0003156316578552801,0.21164417791104445,0.03023488255872065,0.1511744127936034,1.3794769282025656,21.12068965517241,0.0520573046809928,0.39655172413793105,0.9182908545727135,0.03023488255872065,1.2601199400299847,0.01809809381023772
#le-marquis,0.15517241379310345,0.15517241379310345,1.0862068965517242,0.20649324460576748,0.48613391716840004,0.46551724137931033,0.04610472541507033,6.336313324819072,0.0520573046809928,41.396551724137936,0.15517241379310345,0.15517241379310345,0.46551724137931033,3.0651340996168583,14.10207991242474
#monsieur-rafle,0.017241379310344827,0.017241379310344827,0.1206896551724138,0.6551724137931034,0.36206896551724144,0.05172413793103448,2.125287356321839,0.3103448275862069,0.39655172413793105,0.15517241379310345,56.01724137931034,0.017241379310344827,0.05172413793103448,0.06896551724137931,0.1206896551724138
#monsieur-furet,0.017241379310344827,0.017241379310344827,0.1206896551724138,0.1814882032667877,1.1239737274220036,0.05172413793103448,2.125287356321839,0.3103448275862069,0.9182908545727135,0.15517241379310345,0.017241379310344827,56.01724137931034,0.05172413793103448,0.06896551724137931,0.1206896551724138
#jasmin,0.05172413793103448,0.05172413793103448,0.36206896551724144,0.0006049606775559613,1.0862068965517242,0.15517241379310345,0.06475095785440606,0.9310344827586208,0.03023488255872065,0.4655172413793104,0.05172413793103448,0.05172413793103448,52.15517241379309,0.20689655172413793,1.1239737274220036
#madame-jacob,0.06896551724137931,0.06896551724137931,0.4827586206896552,0.05490018148820329,0.138752052545156,0.20689655172413793,0.0011494252873563264,2.4913793103448274,1.2601199400299847,3.0651340996168583,0.06896551724137931,0.06896551724137931,0.20689655172413793,50.275862068965516,13.125615763546797
#madame-turcaret,0.12068965517241378,0.12068965517241378,0.8448275862068967,0.037334716100596306,0.9290405817499412,0.36206896551724144,0.01986863711001638,3.6803503010399554,0.01809809381023772,14.10207991242474,0.12068965517241378,0.12068965517241378,1.1239737274220036,13.125615763546797,44.8448275862069
Successions,#asmodee,#dom-cleofas,#marine,#la-baronne,#frontin,#flamand,#monsieur-turcaret,#le-chevalier,#lisette,#le-marquis,#monsieur-rafle,#monsieur-furet,#jasmin,#madame-jacob,#madame-turcaret
#asmodee,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dom-cleofas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marine,0.016129032258064516,0.0,0.0,0.6935483870967742,0.16129032258064516,0.016129032258064516,0.04838709677419355,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-baronne,0.0,0.0,0.15441176470588236,0.011029411764705883,0.1323529411764706,0.025735294117647058,0.3639705882352941,0.05514705882352941,0.11764705882352941,0.04044117647058824,0.0,0.01838235294117647,0.007352941176470588,0.051470588235294115,0.022058823529411766
#frontin,0.0,0.0,0.0948905109489051,0.22627737226277372,0.021897810218978103,0.0,0.22627737226277372,0.27007299270072993,0.12408759124087591,0.021897810218978103,0.0,0.0072992700729927005,0.0,0.0,0.0072992700729927005
#flamand,0.0,0.0,0.05263157894736842,0.42105263157894735,0.0,0.0,0.21052631578947367,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-turcaret,0.0,0.0,0.010752688172043012,0.5268817204301075,0.16129032258064516,0.026881720430107527,0.010752688172043012,0.026881720430107527,0.03225806451612903,0.053763440860215055,0.10752688172043011,0.021505376344086023,0.005376344086021506,0.005376344086021506,0.010752688172043012
#le-chevalier,0.0,0.0,0.042105263157894736,0.17894736842105263,0.37894736842105264,0.0,0.021052631578947368,0.010526315789473684,0.05263157894736842,0.28421052631578947,0.0,0.0,0.0,0.021052631578947368,0.010526315789473684
#lisette,0.0,0.0,0.0,0.38636363636363635,0.19318181818181818,0.06818181818181818,0.10227272727272728,0.045454545454545456,0.011363636363636364,0.022727272727272728,0.0,0.011363636363636364,0.0,0.11363636363636363,0.045454545454545456
#le-marquis,0.0,0.0,0.0,0.25396825396825395,0.031746031746031744,0.0,0.1111111111111111,0.3968253968253968,0.031746031746031744,0.0,0.0,0.0,0.0,0.015873015873015872,0.15873015873015872
#monsieur-rafle,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-furet,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.5454545454545454,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
#jasmin,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
#madame-jacob,0.0,0.0,0.0,0.3939393939393939,0.030303030303030304,0.0,0.0,0.0,0.36363636363636365,0.12121212121212122,0.0,0.0,0.0,0.0,0.09090909090909091
#madame-turcaret,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.14814814814814814,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.18518518518518517,0.0
