VALEUR,#la-duchesse,#mademoiselle-de-vaudrey,#felicite,#joseph,#vautrin,#le-duc,#saint-charles,#le-marquis,#la-duchesse-de-montsorel,#la-duchesse-de-christoval,#ines,#raoul,#madame-de-christoval,#lafouraille,#buteux,#fil-de-soie,#philosophe,#tous,#la-duchesse-de-christoval #ines,#un-valet,#le-valet,#show,#un-commissaire
#saint-charles,0.055100182149362464,0.0005464480874316952,0.0002732240437158476,0.17315573770491807,1.142125292740047,0.8197524911603989,39.360655737704924,0.4755464480874317,0.012419274714356708,1.5737704918032784,1.9672131147540983,2.1639344262295084,0.1967213114754098,0.3230253353204171,0.284608378870674,0.1967213114754098,0.1967213114754098,0.1967213114754098,0.1967213114754098,0.3934426229508196,0.9351092896174863,0.1967213114754098,0.1967213114754098
#le-marquis,0.4755464480874317,1.6393442622950818,0.8196721311475409,0.4755464480874317,1.4615925058548007,6.3692381870781105,0.4755464480874317,42.6393442622951,2.6760059612518634,5.5114754098360645,3.399344262295082,2.6760059612518634,4.2639344262295085,1.8032786885245904,0.4918032786885246,0.1639344262295082,0.1639344262295082,0.1639344262295082,0.1639344262295082,1.3778688524590161,1.3778688524590161,0.1639344262295082,0.1639344262295082
#la-duchesse-de-montsorel,0.6260556383507201,2.676005961251864,0.901639344262295,0.012419274714356643,0.1790504577389822,0.2848251073901993,0.012419274714356643,2.676005961251864,40.983606557377044,14.397168405365127,5.666915052160955,2.0497222598563876,3.7257824143070044,1.9836065573770492,0.540983606557377,0.18032786885245905,0.18032786885245905,0.18032786885245905,0.18032786885245905,1.133383010432191,0.3606557377049181,0.18032786885245905,0.18032786885245905
#la-duchesse-de-christoval,1.5737704918032784,0.07397540983606554,0.6557377049180327,0.20918715846994532,0.12302400468384077,0.26627290260366454,1.5737704918032784,5.511475409836067,14.397168405365127,46.04918032786885,16.76147540983607,1.6812593144560357,5.756147540983606,0.13580476900149033,0.3934426229508196,0.13114754098360656,0.13114754098360656,0.13114754098360656,5.756147540983606,2.074795081967213,0.26229508196721313,0.13114754098360656,0.13114754098360656
#ines,0.4755464480874317,0.24934426229508183,0.8196721311475409,0.4755464480874317,0.5508782201405151,0.5280617164898747,1.9672131147540983,3.399344262295082,5.666915052160955,16.761475409836066,42.6393442622951,2.6760059612518634,4.2639344262295085,0.35782414307004473,0.4918032786885246,0.1639344262295082,0.1639344262295082,0.1639344262295082,4.2639344262295085,1.3778688524590161,1.3778688524590161,0.1639344262295082,0.1639344262295082
#raoul,2.163934426229508,1.80327868852459,0.901639344262295,0.6260556383507201,1.7245050031935276,0.0014026474971508564,2.163934426229508,2.676005961251864,2.0497222598563876,1.6812593144560357,2.676005961251864,40.983606557377044,0.18032786885245905,0.4877387887820079,0.540983606557377,0.18032786885245905,0.18032786885245905,0.18032786885245905,0.18032786885245905,1.133383010432191,1.133383010432191,0.18032786885245905,3.7257824143070044
#madame-de-christoval,0.1967213114754098,0.16393442622950818,0.08196721311475409,0.1967213114754098,0.45901639344262296,1.8669238187078114,0.1967213114754098,4.2639344262295085,3.7257824143070044,5.756147540983606,4.2639344262295085,0.18032786885245905,59.01639344262295,0.18032786885245905,0.04918032786885245,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082
#lafouraille,0.6260556383507201,1.80327868852459,0.901639344262295,0.6260556383507201,4.854375133063657,1.3917769790479526,0.32302533532041755,1.80327868852459,1.9836065573770492,0.13580476900149033,0.35782414307004456,0.4877387887820079,0.18032786885245905,40.983606557377044,11.177347242921016,3.7257824143070044,3.7257824143070044,3.7257824143070044,3.7257824143070044,0.3606557377049181,0.3606557377049181,3.7257824143070044,0.18032786885245905
#buteux,0.284608378870674,0.4918032786885246,0.2459016393442623,0.284608378870674,1.9127634660421546,0.03214400514304085,0.284608378870674,0.4918032786885246,0.5409836065573771,0.3934426229508196,0.4918032786885246,0.5409836065573771,0.04918032786885245,11.177347242921012,55.147540983606554,18.382513661202186,18.382513661202186,18.382513661202186,0.04918032786885245,0.0983606557377049,0.0983606557377049,18.382513661202186,0.04918032786885245
#fil-de-soie,0.1967213114754098,0.16393442622950818,0.08196721311475409,0.1967213114754098,0.6375878220140514,0.2786885245901639,0.1967213114754098,0.16393442622950818,0.18032786885245905,0.13114754098360656,0.16393442622950818,0.18032786885245905,0.01639344262295082,3.7257824143070044,18.382513661202186,59.01639344262295,59.01639344262295,59.01639344262295,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082
#fil-de-soie,0.1967213114754098,0.16393442622950818,0.08196721311475409,0.1967213114754098,0.6375878220140514,0.2786885245901639,0.1967213114754098,0.16393442622950818,0.18032786885245905,0.13114754098360656,0.16393442622950818,0.18032786885245905,0.01639344262295082,3.7257824143070044,18.382513661202186,59.01639344262295,59.01639344262295,59.01639344262295,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082
#fil-de-soie,0.1967213114754098,0.16393442622950818,0.08196721311475409,0.1967213114754098,0.6375878220140514,0.2786885245901639,0.1967213114754098,0.16393442622950818,0.18032786885245905,0.13114754098360656,0.16393442622950818,0.18032786885245905,0.01639344262295082,3.7257824143070044,18.382513661202186,59.01639344262295,59.01639344262295,59.01639344262295,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082
#la-duchesse-de-christoval #ines,0.1967213114754098,0.16393442622950818,0.08196721311475409,0.1967213114754098,0.6375878220140514,0.2786885245901639,0.1967213114754098,0.16393442622950818,0.18032786885245905,5.756147540983606,4.2639344262295085,0.18032786885245905,0.01639344262295082,3.7257824143070044,0.04918032786885245,0.01639344262295082,0.01639344262295082,0.01639344262295082,59.01639344262295,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082
#un-valet,0.9351092896174863,0.32786885245901637,0.16393442622950818,0.3934426229508196,1.2751756440281028,0.5573770491803278,0.3934426229508196,1.3778688524590168,1.133383010432191,2.074795081967213,1.3778688524590168,1.133383010432191,0.03278688524590164,0.3606557377049181,0.0983606557377049,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.03278688524590164,57.065573770491795,0.06557377049180328,0.03278688524590164,0.03278688524590164
#le-valet,0.3934426229508196,0.32786885245901637,0.16393442622950818,0.9351092896174863,0.9180327868852459,0.5573770491803278,0.9351092896174863,1.3778688524590168,0.3606557377049181,0.26229508196721313,1.3778688524590168,1.133383010432191,0.03278688524590164,0.3606557377049181,0.0983606557377049,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.06557377049180328,57.065573770491795,0.03278688524590164,0.03278688524590164
#show,0.1967213114754098,0.16393442622950818,0.08196721311475409,3.280054644808743,0.6375878220140514,0.2786885245901639,0.1967213114754098,0.16393442622950818,0.18032786885245905,0.13114754098360656,0.16393442622950818,0.18032786885245905,0.01639344262295082,3.7257824143070044,18.382513661202186,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.03278688524590164,59.01639344262295,0.01639344262295082
#un-commissaire,0.1967213114754098,0.16393442622950818,0.08196721311475409,0.1967213114754098,0.6375878220140514,1.8669238187078114,0.1967213114754098,0.16393442622950818,0.18032786885245905,0.13114754098360656,0.16393442622950818,3.7257824143070044,0.01639344262295082,0.18032786885245905,0.04918032786885245,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.01639344262295082,59.01639344262295
Successions,#la-duchesse,#mademoiselle-de-vaudrey,#felicite,#joseph,#vautrin,#le-duc,#saint-charles,#le-marquis,#la-duchesse-de-montsorel,#la-duchesse-de-christoval,#ines,#raoul,#madame-de-christoval,#lafouraille,#buteux,#fil-de-soie,#philosophe,#tous,#la-duchesse-de-christoval #ines,#un-valet,#le-valet,#show,#un-commissaire
#la-duchesse,0.011494252873563218,0.2988505747126437,0.011494252873563218,0.034482758620689655,0.42528735632183906,0.20689655172413793,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mademoiselle-de-vaudrey,0.6666666666666666,0.023809523809523808,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#felicite,0.0,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#joseph,0.03636363636363636,0.0,0.01818181818181818,0.01818181818181818,0.5272727272727272,0.03636363636363636,0.18181818181818182,0.0,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,0.07272727272727272,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.01818181818181818,0.0
#vautrin,0.12457912457912458,0.0,0.0,0.09090909090909091,0.013468013468013467,0.04040404040404041,0.11447811447811448,0.013468013468013467,0.04377104377104377,0.05387205387205387,0.037037037037037035,0.1919191919191919,0.0,0.18855218855218855,0.03367003367003367,0.030303030303030304,0.010101010101010102,0.003367003367003367,0.003367003367003367,0.006734006734006734,0.0,0.0,0.0
#le-duc,0.17307692307692307,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.08653846153846154,0.019230769230769232,0.2980769230769231,0.125,0.07692307692307693,0.038461538461538464,0.019230769230769232,0.0673076923076923,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616
#saint-charles,0.0,0.028037383177570093,0.009345794392523364,0.11214953271028037,0.3177570093457944,0.27102803738317754,0.0,0.0,0.1308411214953271,0.0,0.0,0.0,0.0,0.12149532710280374,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-marquis,0.02564102564102564,0.0,0.0,0.0,0.10256410256410256,0.3333333333333333,0.0,0.0,0.15384615384615385,0.02564102564102564,0.15384615384615385,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-duchesse-de-montsorel,0.0,0.07692307692307693,0.0,0.0,0.26153846153846155,0.07692307692307693,0.2153846153846154,0.09230769230769231,0.0,0.12307692307692308,0.03076923076923077,0.1076923076923077,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-duchesse-de-christoval,0.0,0.023809523809523808,0.0,0.023809523809523808,0.35714285714285715,0.09523809523809523,0.0,0.047619047619047616,0.23809523809523808,0.023809523809523808,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ines,0.029411764705882353,0.0,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,0.17647058823529413,0.08823529411764706,0.2647058823529412,0.0,0.11764705882352941,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#raoul,0.0,0.0,0.0,0.011494252873563218,0.632183908045977,0.09195402298850575,0.0,0.08045977011494253,0.08045977011494253,0.034482758620689655,0.05747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0
#madame-de-christoval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lafouraille,0.0,0.0,0.0,0.05952380952380952,0.6428571428571429,0.011904761904761904,0.16666666666666666,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.05952380952380952,0.011904761904761904,0.023809523809523808,0.011904761904761904,0.0,0.0,0.0,0.0,0.0
#buteux,0.0,0.0,0.0,0.04,0.52,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0
#fil-de-soie,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
#philosophe,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-duchesse-de-christoval #ines,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-duchesse-de-christoval #ines,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-valet,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#show,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-duchesse-de-christoval #ines,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
