VALEUR,#lisandre,#crisante,#leon,#clarinde,#page,#beronte,#cleandre,#caliste,#alcidon,#boucher,#bouchere,#geolier,#lidias,#dorilas,#orante,#adraste,#hyppolite,#lidian,#valet,#le-roi,#lucidan,#juge,#le-courrier,#varasque
#cleandre,0.017857142857142842,0.19047619047619047,0.5761904761904763,3.4404761904761907,0.2857142857142857,0.5761904761904763,17.190476190476193,2.6666666666666674,1.7857142857142858,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.38095238095238093,0.47619047619047616,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.09523809523809523
#caliste,0.25,0.6666666666666666,0.06666666666666674,0.1666666666666667,1.0,0.06666666666666674,2.6666666666666674,9.333333333333336,0.0,0.1666666666666667,0.3333333333333333,1.3333333333333337,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333334,0.06666666666666674,1.0,1.0,2.6666666666666674,1.0,1.3333333333333337,0.3333333333333333,1.3333333333333337
#alcidon,0.29761904761904756,0.2857142857142857,0.11428571428571437,1.7857142857142858,0.42857142857142855,2.314285714285715,1.7857142857142858,0.0,15.428571428571432,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.7142857142857142,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285
#boucher,0.642857142857143,0.19047619047619047,0.47619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.19047619047619047,0.1666666666666667,0.2857142857142857,17.190476190476193,8.595238095238097,8.595238095238097,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.38095238095238093,0.47619047619047616,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.09523809523809523
#bouchere,0.3214285714285715,0.09523809523809523,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.3333333333333333,0.14285714285714285,8.595238095238097,19.047619047619047,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616
#geolier,0.3214285714285715,0.09523809523809523,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,1.3333333333333337,0.14285714285714285,8.595238095238097,0.047619047619047616,19.047619047619047,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616
#lidias,0.5714285714285714,0.09523809523809523,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,19.047619047619047,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616
#dorilas,0.04761904761904765,0.2857142857142857,0.11428571428571437,0.2857142857142857,0.7619047619047619,0.11428571428571437,0.2857142857142857,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,15.428571428571432,5.142857142857144,3.5714285714285716,2.314285714285715,0.7619047619047619,0.7619047619047619,10.285714285714288,5.761904761904762,5.142857142857144,0.14285714285714285,5.142857142857144
#orante,0.3214285714285715,0.09523809523809523,0.23809523809523808,0.09523809523809523,5.142857142857144,0.23809523809523808,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,19.047619047619047,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616
#adraste,0.035714285714285685,0.38095238095238093,0.0023809523809523864,0.38095238095238093,0.3214285714285715,0.0023809523809523864,0.38095238095238093,0.3333333333333334,0.5714285714285714,0.38095238095238093,0.19047619047619047,0.19047619047619047,0.19047619047619047,3.5714285714285716,0.19047619047619047,13.761904761904763,1.1523809523809525,3.5714285714285716,0.3214285714285715,6.880952380952381,3.5714285714285716,3.4404761904761907,0.19047619047619047,3.4404761904761907
#hyppolite,0.007142857142857182,0.47619047619047616,0.030476190476190473,0.47619047619047616,0.7142857142857142,0.030476190476190473,0.47619047619047616,0.06666666666666674,0.7142857142857142,0.47619047619047616,0.23809523809523808,0.23809523809523808,0.23809523809523808,2.314285714285715,0.23809523809523808,1.1523809523809525,12.19047619047619,0.11428571428571437,2.314285714285715,4.876190476190476,7.314285714285715,2.438095238095238,2.438095238095238,2.438095238095238
#lidian,1.7142857142857142,0.2857142857142857,0.7142857142857142,0.2857142857142857,0.7619047619047619,0.11428571428571437,0.2857142857142857,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7619047619047619,0.14285714285714285,3.5714285714285716,0.11428571428571437,15.428571428571432,0.7619047619047619,1.7857142857142858,0.7619047619047619,5.142857142857144,0.14285714285714285,0.14285714285714285
#valet,0.29761904761904756,0.2857142857142857,0.7142857142857142,0.2857142857142857,0.42857142857142855,0.11428571428571437,0.2857142857142857,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7619047619047619,0.14285714285714285,0.3214285714285715,2.314285714285715,0.7619047619047619,15.428571428571432,1.7857142857142858,0.7619047619047619,5.142857142857144,5.142857142857144,0.14285714285714285
#le-roi,0.017857142857142842,0.19047619047619047,0.5761904761904763,0.19047619047619047,0.2857142857142857,0.5761904761904763,0.19047619047619047,2.6666666666666674,0.2857142857142857,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.09523809523809523,10.285714285714288,0.09523809523809523,6.880952380952381,4.876190476190476,1.7857142857142858,1.7857142857142858,17.190476190476193,10.285714285714288,8.595238095238097,0.09523809523809523,8.595238095238097
#lucidan,0.29761904761904756,0.2857142857142857,0.11428571428571437,0.2857142857142857,0.42857142857142855,0.11428571428571437,0.2857142857142857,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.761904761904762,0.14285714285714285,3.5714285714285716,7.314285714285715,0.7619047619047619,0.7619047619047619,10.285714285714288,15.428571428571432,5.142857142857144,0.14285714285714285,5.142857142857144
#juge,0.5714285714285714,0.09523809523809523,0.23809523809523808,0.09523809523809523,0.14285714285714285,2.438095238095238,0.09523809523809523,1.3333333333333337,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,0.047619047619047616,3.4404761904761907,2.438095238095238,5.142857142857144,5.142857142857144,8.595238095238097,5.142857142857144,19.047619047619047,0.047619047619047616,0.047619047619047616
#le-courrier,0.3214285714285715,0.09523809523809523,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.19047619047619047,2.438095238095238,0.14285714285714285,5.142857142857144,0.09523809523809523,0.14285714285714285,0.047619047619047616,19.047619047619047,0.047619047619047616
#varasque,0.3214285714285715,0.09523809523809523,2.438095238095238,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,1.3333333333333337,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,5.142857142857144,0.047619047619047616,3.4404761904761907,2.438095238095238,0.14285714285714285,0.14285714285714285,8.595238095238097,5.142857142857144,0.047619047619047616,0.047619047619047616,19.047619047619047
Successions,#lisandre,#crisante,#leon,#clarinde,#page,#beronte,#cleandre,#caliste,#alcidon,#boucher,#bouchere,#geolier,#lidias,#dorilas,#orante,#adraste,#hyppolite,#lidian,#valet,#le-roi,#lucidan,#juge,#le-courrier,#varasque
#lisandre,0.0,0.05504587155963303,0.045871559633027525,0.0,0.0,0.0,0.03669724770642202,0.12844036697247707,0.07339449541284404,0.03669724770642202,0.03669724770642202,0.03669724770642202,0.0,0.07339449541284404,0.08256880733944955,0.07339449541284404,0.24770642201834864,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.0,0.0,0.045871559633027525,0.0
#crisante,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leon,0.2608695652173913,0.13043478260869565,0.043478260869565216,0.34782608695652173,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clarinde,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#page,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#beronte,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0
#cleandre,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#caliste,0.3409090909090909,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,0.13636363636363635,0.25,0.045454545454545456,0.0,0.022727272727272728,0.0,0.0
#alcidon,0.7272727272727273,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#boucher,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bouchere,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#geolier,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lidias,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dorilas,0.2608695652173913,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.34782608695652173,0.08695652173913043,0.0,0.0,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.0
#orante,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#adraste,0.21428571428571427,0.0,0.0,0.0,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.35714285714285715,0.0,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142
#hyppolite,0.717948717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.15384615384615385,0.02564102564102564,0.0,0.0
#lidian,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0
#valet,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
#le-roi,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.25,0.08333333333333333,0.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.0
#lucidan,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1875,0.0,0.0,0.4375,0.125,0.0625,0.0,0.0
#juge,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
#le-courrier,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#varasque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
