VALEUR,#lismene,#belise,#tyrene,#amarillis,#premier-satyre,#deuxieme-satyre,#troisieme-satyre,#daphne,#philidas,#celidan,#cleonte,#climante
#cleonte,0.0032679738562091517,1.0588235294117647,0.06274509803921571,0.22689075630252092,1.4117647058823528,1.4117647058823528,1.4117647058823528,0.07941176470588233,0.32174688057040973,0.4901960784313728,14.235294117647058,1.1862745098039218
#climante,0.08823529411764706,0.08823529411764706,0.29411764705882354,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.3235294117647059,0.23529411764705882,1.1862745098039214,32.029411764705884
Successions,#lismene,#belise,#tyrene,#amarillis,#premier-satyre,#deuxieme-satyre,#troisieme-satyre,#daphne,#philidas,#celidan,#cleonte,#climante
#lismene,0.0,0.64,0.32,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
#belise,0.53125,0.0,0.4375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tyrene,0.1206896551724138,0.25862068965517243,0.0,0.3620689655172414,0.0,0.0,0.0,0.1206896551724138,0.0,0.034482758620689655,0.10344827586206896,0.0
#amarillis,0.0,0.0,0.18518518518518517,0.0,0.027777777777777776,0.0,0.009259259259259259,0.3425925925925926,0.2222222222222222,0.0,0.21296296296296297,0.0
#premier-satyre,0.0,0.045454545454545456,0.0,0.09090909090909091,0.0,0.3181818181818182,0.5,0.0,0.045454545454545456,0.0,0.0,0.0
#deuxieme-satyre,0.0,0.0,0.0,0.0625,0.5,0.0,0.3125,0.0,0.0625,0.0,0.0625,0.0
#troisieme-satyre,0.0,0.0,0.0,0.058823529411764705,0.5294117647058824,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0
#daphne,0.012987012987012988,0.0,0.1038961038961039,0.5194805194805194,0.0,0.0,0.0,0.012987012987012988,0.025974025974025976,0.22077922077922077,0.1038961038961039,0.0
#philidas,0.018867924528301886,0.0,0.018867924528301886,0.37735849056603776,0.03773584905660377,0.018867924528301886,0.0,0.07547169811320754,0.0,0.18867924528301888,0.2641509433962264,0.0
#celidan,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.41025641025641024,0.3076923076923077,0.0,0.2564102564102564,0.0
#cleonte,0.0,0.0,0.08955223880597014,0.3283582089552239,0.0,0.0,0.0,0.16417910447761194,0.19402985074626866,0.14925373134328357,0.014925373134328358,0.05970149253731343
#climante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
