VALEUR,#le-marquis,#le-chevalier,#la-comtesse,#le-conseiller,#l-acteur,#l-insulaire,#blaise,#le-poete,#tous,#fontignac,#le-courtisan,#le-philosophe,#spinette,#le-medecin,#le-gouverneur,#parmenes,#floris,#blectrue,#megiste,#legrand,#mademoiselle-legrand,#mademoiselle-labatte,#dufresne,#du-mirail,#mademoiselle-jouvenot,#mademoiselle-quinault,#quinault
#blaise,1.8157894736842102,1.8157894736842102,0.27054295818597873,1.2105263157894737,0.6052631578947368,0.13844393592677345,5.921052631578949,0.31327231121281474,0.2574370709382151,1.9233409610983985,1.6776575826919076,1.544622425629291,2.831807780320366,0.7723112128146455,0.018688024408848238,0.10983981693363837,0.7337365152010464,0.4436718887519802,0.3665141113653699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-poete,0.39473684210526316,0.39473684210526316,0.21100478468899514,0.2631578947368421,0.13157894736842105,0.5263157894736842,0.31327231121281474,28.65789473684211,5.731578947368422,0.005263157894736831,1.6655502392344494,13.05614035087719,0.21100478468899514,6.528070175438595,0.39473684210526316,0.7894736842105263,0.9210526315789473,0.9720647773279353,0.39473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.07894736842105263,0.07894736842105263,1.744019138755981,0.05263157894736842,0.02631578947368421,0.10526315789473684,0.2574370709382151,5.731578947368422,36.02631578947369,0.7960526315789475,1.744019138755981,4.491228070175438,1.744019138755981,10.74561403508772,0.07894736842105263,0.15789473684210525,0.18421052631578946,0.34210526315789475,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#fontignac,1.263157894736842,1.263157894736842,0.40430622009569367,0.8421052631578947,0.42105263157894735,0.05921052631578951,1.9233409610983985,0.005263157894736831,0.7960526315789475,12.73684210526316,2.4497607655502387,0.8596491228070178,1.2111244019138754,2.3881578947368425,0.4298245614035089,0.08881578947368426,0.3759398496240603,1.117914979757085,0.05482456140350875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-courtisan,0.8684210526315789,0.8684210526315789,0.20900391474554159,0.5789473684210527,0.2894736842105263,0.6124401913875597,1.6776575826919076,1.6655502392344503,1.744019138755981,2.4497607655502387,19.18421052631579,2.9489633173843712,0.010656807307525001,1.4744816586921856,0.019936204146730484,0.31259968102073354,1.9224196855775808,2.028892160471108,0.8684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-philosophe,0.47368421052631576,0.47368421052631576,2.94896331738437,0.3157894736842105,0.15789473684210525,0.21491228070175444,1.5446224256292904,13.05614035087719,4.491228070175438,0.8596491228070178,2.94896331738437,26.94736842105263,0.9186602870813396,4.918128654970761,0.5847953216374271,0.0029239766081871404,0.010025062656641583,0.43724696356275283,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#spinette,0.8684210526315789,0.8684210526315789,2.4899956502827316,0.5789473684210527,0.2894736842105263,0.02153110047846891,2.831807780320366,0.21100478468899536,1.744019138755981,1.2111244019138754,0.010656807307525001,0.91866028708134,19.18421052631579,5.232057416267945,0.8684210526315789,0.31259968102073354,0.0003417634996582329,0.826094957673905,0.019936204146730484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-medecin,0.23684210526315788,0.23684210526315788,1.474481658692185,0.15789473684210525,0.07894736842105263,0.3157894736842105,0.7723112128146452,6.528070175438595,10.74561403508772,2.3881578947368425,1.474481658692185,4.918128654970761,5.232057416267944,32.23684210526316,0.23684210526315788,0.47368421052631576,0.5526315789473684,1.0263157894736843,2.4590643274853803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-gouverneur,0.23684210526315788,0.23684210526315788,1.474481658692185,0.15789473684210525,0.07894736842105263,1.4824561403508774,0.01868802440884819,0.39473684210526316,0.07894736842105263,0.4298245614035089,0.01993620414673045,0.5847953216374271,0.868421052631579,0.23684210526315788,32.23684210526316,13.473684210526315,10.838345864661658,0.0006747638326585737,0.23684210526315788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#parmenes,0.47368421052631576,0.47368421052631576,2.94896331738437,0.3157894736842105,0.15789473684210525,0.21491228070175444,0.1098398169336385,0.7894736842105263,0.15789473684210525,0.08881578947368426,0.3125996810207337,0.0029239766081871404,0.3125996810207337,0.47368421052631576,13.473684210526315,26.94736842105263,7.581453634085214,0.5398110661268557,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#floris,0.5526315789473684,0.5526315789473684,1.9224196855775808,0.3684210526315789,0.18421052631578946,0.09398496240601507,0.7337365152010464,0.9210526315789473,0.18421052631578946,0.3759398496240603,1.9224196855775808,0.010025062656641583,0.0003417634996582329,0.5526315789473684,10.838345864661658,7.581453634085214,25.289473684210524,0.8123192596876808,0.5526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#blectrue,1.026315789473684,1.026315789473684,2.0288921604711083,0.6842105263157894,0.3421052631578947,1.3684210526315788,0.4436718887519802,0.9720647773279353,0.3421052631578947,1.1179149797570844,2.0288921604711083,0.43724696356275333,0.8260949576739053,1.026315789473684,0.0006747638326585624,0.5398110661268554,0.8123192596876805,16.44736842105263,0.0006747638326585624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#megiste,0.23684210526315788,0.23684210526315788,0.868421052631579,0.15789473684210525,0.07894736842105263,0.3157894736842105,0.36651411136537,0.39473684210526316,0.07894736842105263,0.05482456140350875,0.868421052631579,0.47368421052631576,0.01993620414673045,2.4590643274853803,0.23684210526315788,0.47368421052631576,0.5526315789473684,0.0006747638326585737,32.23684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Successions,#le-marquis,#le-chevalier,#la-comtesse,#le-conseiller,#l-acteur,#l-insulaire,#blaise,#le-poete,#tous,#fontignac,#le-courtisan,#le-philosophe,#spinette,#le-medecin,#le-gouverneur,#parmenes,#floris,#blectrue,#megiste,#legrand,#mademoiselle-legrand,#mademoiselle-labatte,#dufresne,#du-mirail,#mademoiselle-jouvenot,#mademoiselle-quinault,#quinault
#le-marquis,0.0,0.7368421052631579,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-chevalier,0.8666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-comtesse,0.06896551724137931,0.017241379310344827,0.0,0.0,0.034482758620689655,0.0,0.22413793103448276,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.0,0.017241379310344827,0.3275862068965517,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-conseiller,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-acteur,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-insulaire,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#blaise,0.0,0.0,0.0815450643776824,0.0,0.0,0.055793991416309016,0.0,0.02575107296137339,0.008583690987124463,0.27896995708154504,0.11587982832618025,0.04291845493562232,0.09871244635193133,0.060085836909871244,0.004291845493562232,0.0,0.05150214592274678,0.17167381974248927,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-poete,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#fontignac,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.5925925925925926,0.009259259259259259,0.0,0.0,0.19444444444444445,0.009259259259259259,0.037037037037037035,0.037037037037037035,0.0,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-courtisan,0.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,0.034482758620689655,0.0,0.3448275862068966,0.0,0.017241379310344827,0.017241379310344827,0.0,0.017241379310344827,0.0,0.1724137931034483,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-philosophe,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#spinette,0.0,0.0,0.14893617021276595,0.0,0.0,0.0,0.6595744680851063,0.0,0.0,0.10638297872340426,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-medecin,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-gouverneur,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#parmenes,0.0,0.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.07692307692307693,0.0,0.15384615384615385,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#floris,0.0,0.0,0.11764705882352941,0.0,0.0,0.029411764705882353,0.5,0.0,0.0,0.029411764705882353,0.17647058823529413,0.0,0.0,0.0,0.058823529411764705,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#blectrue,0.0,0.0,0.0,0.0,0.0,0.0,0.44565217391304346,0.2826086956521739,0.0,0.043478260869565216,0.010869565217391304,0.043478260869565216,0.043478260869565216,0.0,0.03260869565217391,0.0,0.010869565217391304,0.07608695652173914,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#megiste,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
#mademoiselle-legrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mademoiselle-labatte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#dufresne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#du-mirail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#mademoiselle-jouvenot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#mademoiselle-quinault,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
#quinault,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
