VALEUR,#azema,#fatime,#arlequin,#l-etheree,#durphegor,#le-maitre-d-hotel,#le-senateur,#le-medecin,#le-garçon-d-office,#l-echanson,#arelquin,#le-valet-de-chambre,#le-secretaire,#le-paysan,#un-danseur,#le-financier,#la-bergere,#la-princesse
#le-senateur,0.14285714285714285,3.4404761904761907,0.010025062656641602,1.3333333333333337,0.23809523809523808,5.142857142857144,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-senateur,0.14285714285714285,3.4404761904761907,0.010025062656641602,1.3333333333333337,0.23809523809523808,5.142857142857144,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-garçon-d-office,0.14285714285714285,0.19047619047619047,0.010025062656641602,0.3333333333333333,0.23809523809523808,5.142857142857144,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-garçon-d-office,0.14285714285714285,0.19047619047619047,0.010025062656641602,0.3333333333333333,0.23809523809523808,5.142857142857144,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-garçon-d-office,0.14285714285714285,0.19047619047619047,0.010025062656641602,0.3333333333333333,0.23809523809523808,5.142857142857144,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#le-valet-de-chambre,0.2857142857142857,0.38095238095238093,0.020050125313283203,0.6666666666666666,0.47619047619047616,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,17.190476190476193,1.7857142857142858,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523
#le-secretaire,0.42857142857142855,0.5714285714285714,0.030075187969924783,1.0,0.7142857142857142,0.7619047619047619,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.7857142857142858,15.428571428571432,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,0.14285714285714285
#le-paysan,0.14285714285714285,0.19047619047619047,0.010025062656641602,0.3333333333333333,0.23809523809523808,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#le-paysan,0.14285714285714285,0.19047619047619047,0.010025062656641602,0.3333333333333333,0.23809523809523808,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#le-paysan,0.14285714285714285,0.19047619047619047,0.010025062656641602,0.3333333333333333,0.23809523809523808,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#le-paysan,0.14285714285714285,0.19047619047619047,0.010025062656641602,0.3333333333333333,0.23809523809523808,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,5.142857142857144,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616
#la-princesse,5.142857142857144,3.4404761904761907,0.010025062656641602,1.3333333333333337,0.23809523809523808,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047
Successions,#azema,#fatime,#arlequin,#l-etheree,#durphegor,#le-maitre-d-hotel,#le-senateur,#le-medecin,#le-garçon-d-office,#l-echanson,#arelquin,#le-valet-de-chambre,#le-secretaire,#le-paysan,#un-danseur,#le-financier,#la-bergere,#la-princesse
#azema,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#fatime,0.17391304347826086,0.0,0.7391304347826086,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arlequin,0.015957446808510637,0.09042553191489362,0.03723404255319149,0.2978723404255319,0.11702127659574468,0.11170212765957446,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.02127659574468085,0.005319148936170213,0.0425531914893617,0.10106382978723404,0.010638297872340425,0.005319148936170213,0.0797872340425532,0.026595744680851064,0.005319148936170213
#l-etheree,0.016129032258064516,0.04838709677419355,0.9193548387096774,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#durphegor,0.0,0.0,0.9565217391304348,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arelquin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-valet-de-chambre,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-d-hotel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-princesse,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
