VALEUR,#lucrece,#clarice,#lisette,#le-vicomte,#colas,#monsieur-de-corananville,#monsieur-de-cornanville,#monsieu5r-de-cornanville,#bois-douillet,#le-fils,#chante-pie,#cochon-vilain,#nicodeme,#cochon-pie,#bois-le-roux,#clampin
#monsieur-de-cornanville,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-de-corananville,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bois-douillet,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0
#le-fils,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#chante-pie,0.0,0.14285714285714285,0.023809523809523808,0.40476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.023809523809523808,0.047619047619047616,0.0
#cochon-vilain,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.2777777777777778,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.4444444444444444,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776
#monsieur-de-cornanville,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cochon-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#bois-le-roux,0.0,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
#clampin,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
