VALEUR,#soliman,#acmat,#rustan,#osman,#persine,#alvante,#la-reine,#seline,#mustapha,#le-soldat,#ormene,#adraste,#un-messager,#le-devin,#un-gentilhomme,#l-ambassadeur-de-perse
#le-devin,0.550537634408602,1.1730205278592374,0.8039702233250617,0.12903225806451613,0.3225806451612903,0.22580645161290322,0.2903225806451613,0.16129032258064516,0.25806451612903225,0.12903225806451613,0.16129032258064516,0.03225806451612903,0.03225806451612903,29.03225806451613,0.03225806451612903,0.03225806451612903
#un-gentilhomme,0.550537634408602,1.1730205278592374,0.41935483870967744,0.12903225806451613,1.4225806451612906,2.654377880184332,1.734767025089606,0.16129032258064516,2.1330645161290325,0.12903225806451613,0.16129032258064516,0.03225806451612903,0.03225806451612903,0.03225806451612903,29.03225806451613,29.03225806451613
#un-gentilhomme,0.550537634408602,1.1730205278592374,0.41935483870967744,0.12903225806451613,1.4225806451612906,2.654377880184332,1.734767025089606,0.16129032258064516,2.1330645161290325,0.12903225806451613,0.16129032258064516,0.03225806451612903,0.03225806451612903,0.03225806451612903,29.03225806451613,29.03225806451613
Successions,#soliman,#acmat,#rustan,#osman,#persine,#alvante,#la-reine,#seline,#mustapha,#le-soldat,#ormene,#adraste,#un-messager,#le-devin,#un-gentilhomme,#l-ambassadeur-de-perse
#soliman,0.02666666666666667,0.26666666666666666,0.16,0.05333333333333334,0.04,0.08,0.22666666666666666,0.0,0.04,0.02666666666666667,0.013333333333333334,0.0,0.0,0.04,0.013333333333333334,0.013333333333333334
#acmat,0.6129032258064516,0.0,0.2903225806451613,0.06451612903225806,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#rustan,0.25,0.15384615384615385,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.0,0.25,0.0,0.11538461538461539,0.0,0.057692307692307696,0.0,0.0,0.07692307692307693,0.0,0.0
#osman,0.5,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#persine,0.0784313725490196,0.0,0.0392156862745098,0.0392156862745098,0.0,0.6078431372549019,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
#alvante,0.11627906976744186,0.023255813953488372,0.023255813953488372,0.09302325581395349,0.7441860465116279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-reine,0.2826086956521739,0.021739130434782608,0.2391304347826087,0.0,0.021739130434782608,0.0,0.021739130434782608,0.2608695652173913,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.0,0.0,0.0,0.0,0.021739130434782608
#seline,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
#mustapha,0.08571428571428572,0.0,0.17142857142857143,0.0,0.2571428571428571,0.05714285714285714,0.0,0.0,0.02857142857142857,0.02857142857142857,0.3142857142857143,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0
#le-soldat,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ormene,0.0,0.047619047619047616,0.19047619047619047,0.0,0.0,0.0,0.14285714285714285,0.047619047619047616,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#adraste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#adraste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#le-devin,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-gentilhomme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-ambassadeur-de-perse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
