VALEUR,#maclou,#petit-pierre,#tiennette,#margot,#tiennette #margot,#le-baron,#marcasse,#le-choeur-des-piqueurs,#le-choeur,#le-baron #marcasse #le-choeur,#tous,#ensemble
#marcasse,0.008333333333333349,0.37604166666666666,0.008333333333333349,0.008333333333333349,0.35208333333333336,2.4499999999999997,3.266666666666667,0.4083333333333334,0.4083333333333334,0.4083333333333334,1.2249999999999999,0.4083333333333334
#le-choeur-des-piqueurs,0.2666666666666667,0.4083333333333334,0.2666666666666667,0.2666666666666667,0.26666666666666666,0.8999999999999999,0.4083333333333334,13.066666666666668,13.066666666666668,13.066666666666668,3.2000000000000006,0.06666666666666667
#le-choeur-des-piqueurs,0.2666666666666667,0.4083333333333334,0.2666666666666667,0.2666666666666667,0.26666666666666666,0.8999999999999999,0.4083333333333334,13.066666666666668,13.066666666666668,13.066666666666668,3.2000000000000006,0.06666666666666667
#le-choeur-des-piqueurs,0.2666666666666667,0.4083333333333334,0.2666666666666667,0.2666666666666667,0.26666666666666666,0.8999999999999999,0.4083333333333334,13.066666666666668,13.066666666666668,13.066666666666668,3.2000000000000006,0.06666666666666667
#tous,0.8000000000000003,0.09999999999999995,0.8000000000000003,0.8000000000000003,0.049999999999999975,0.533333333333333,1.2249999999999999,3.2000000000000006,3.2000000000000006,3.2000000000000006,9.599999999999998,0.20000000000000004
#ensemble,0.6,0.5333333333333333,0.6,0.6,0.26666666666666666,0.8999999999999999,0.4083333333333334,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.20000000000000004,13.066666666666668
Successions,#maclou,#petit-pierre,#tiennette,#margot,#tiennette #margot,#le-baron,#marcasse,#le-choeur-des-piqueurs,#le-choeur,#le-baron #marcasse #le-choeur,#tous,#ensemble
#maclou,0.013333333333333334,0.5466666666666666,0.04,0.16,0.02666666666666667,0.06666666666666667,0.09333333333333334,0.04,0.0,0.013333333333333334,0.0,0.0
#petit-pierre,0.47297297297297297,0.013513513513513514,0.2702702702702703,0.04054054054054054,0.013513513513513514,0.08108108108108109,0.06756756756756757,0.0,0.02702702702702703,0.0,0.013513513513513514,0.0
#tiennette,0.17391304347826086,0.2826086956521739,0.0,0.2608695652173913,0.0,0.1956521739130435,0.06521739130434782,0.0,0.0,0.0,0.021739130434782608,0.0
#margot,0.2972972972972973,0.13513513513513514,0.21621621621621623,0.02702702702702703,0.08108108108108109,0.10810810810810811,0.13513513513513514,0.0,0.0,0.0,0.0,0.0
#tiennette #margot,0.5,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
#le-baron,0.21153846153846154,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.057692307692307696,0.019230769230769232,0.23076923076923078,0.0,0.038461538461538464,0.0,0.019230769230769232,0.038461538461538464
#marcasse,0.05405405405405406,0.02702702702702703,0.16216216216216217,0.13513513513513514,0.02702702702702703,0.5945945945945946,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur-des-piqueurs,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
#le-baron #marcasse #le-choeur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
#ensemble,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
