VALEUR,#thalie,#le-genie,#la-nymphe,#le-berger,#nymphe #berger,#le-marquis,#la-montagne,#virgine,#olimpe,#melisse,#la-comtesse,#l-amour,#la-jeunesse,#le-chevalier,#comus,#vertumne,#pomone,#pomone #vertumne,#la-bohemienne,#petit-bohemien,#petite-bohemienne,#le-vicomte,#cascaret,#le-comedien,#alcidon,#aminte,#alcidon #aminte,#un-maure,#un-maure #femme-maure,#la-femme-maure,#zephire,#aglaure,#cephise
#la-montagne,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.01956521739130433,36.099999999999994,0.5,0.009090909090909106,0.10000000000000002,0.06923076923076925,0.15,0.05000000000000001,0.7,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,1.2071428571428573,18.049999999999997,4.816666666666666,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.10000000000000002,0.10000000000000002,0.10000000000000002
#virgine,0.25,0.25,0.25,0.25,0.25,0.09782608695652174,0.5,22.5,0.045454545454545456,0.5,0.038461538461538464,2.0833333333333335,2.25,0.6428571428571429,0.08333333333333333,2.25,2.25,2.25,2.25,2.25,2.25,0.32142857142857145,2.25,0.08333333333333333,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5
#olimpe,0.55,0.55,0.55,0.55,0.55,0.5551383399209481,0.009090909090909106,0.045454545454545456,8.099999999999998,0.7363636363636361,0.2020979020979019,1.1045454545454547,0.36818181818181805,0.011688311688311744,1.1045454545454547,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.34350649350649376,0.36818181818181805,1.1045454545454547,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.36818181818181805,0.009090909090909106,1.1,0.009090909090909106
#melisse,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,1.15,0.10000000000000002,0.5,0.7363636363636361,36.099999999999994,1.3,0.15,0.05000000000000001,0.7,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.35,0.05000000000000001,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.10000000000000002,0.10000000000000002,0.10000000000000002
#la-comtesse,0.65,0.65,0.65,0.65,0.65,0.0001672240802675633,0.06923076923076925,0.038461538461538464,0.2020979020979019,1.3,4.899999999999997,0.5653846153846154,0.18846153846153843,0.9241758241758244,0.5653846153846154,0.18846153846153843,0.18846153846153843,0.18846153846153843,0.18846153846153843,0.18846153846153843,0.18846153846153843,1.3192307692307697,0.18846153846153843,0.5653846153846154,0.18846153846153843,0.18846153846153843,0.18846153846153843,0.18846153846153843,0.18846153846153843,0.18846153846153843,0.06923076923076925,1.3,0.06923076923076925
#l-amour,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.3047101449275361,0.15000000000000002,2.0833333333333335,1.1045454545454543,0.15000000000000002,0.5653846153846152,34.225,11.408333333333333,0.0023809523809523647,0.22499999999999998,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.42976190476190496,0.07500000000000001,0.22499999999999998,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,4.8166666666666655,0.15000000000000002,4.8166666666666655
#la-jeunesse,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,0.05000000000000001,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,11.408333333333335,38.025,0.35,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.175,0.025000000000000005,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#le-chevalier,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,1.081055900621119,0.7000000000000001,0.6428571428571429,0.011688311688311604,0.7000000000000001,0.9241758241758244,0.002380952380952385,0.35000000000000003,16.90000000000001,0.8595238095238095,1.2071428571428566,1.2071428571428566,1.2071428571428566,1.2071428571428566,1.2071428571428566,1.2071428571428566,0.12346938775510216,0.35000000000000003,0.002380952380952385,0.35000000000000003,0.35000000000000003,0.35000000000000003,1.2071428571428566,1.2071428571428566,1.2071428571428566,0.1285714285714285,0.7000000000000001,0.1285714285714285
#comus,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.3047101449275361,0.15000000000000002,0.08333333333333333,1.1045454545454543,0.15000000000000002,0.5653846153846152,0.22499999999999998,0.07500000000000001,0.8595238095238099,34.225,11.408333333333333,11.408333333333333,11.408333333333333,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.5249999999999999,0.07500000000000001,0.22499999999999998,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.15000000000000002,0.15000000000000002,0.15000000000000002
#vertumne,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,0.05000000000000001,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,11.408333333333335,38.025,38.025,38.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.175,0.025000000000000005,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#vertumne,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,0.05000000000000001,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,11.408333333333335,38.025,38.025,38.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.175,0.025000000000000005,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#vertumne,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,0.05000000000000001,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,11.408333333333335,38.025,38.025,38.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.175,0.025000000000000005,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#la-bohemienne,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.31413043478260877,0.05000000000000001,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,38.025,38.025,38.025,0.175,0.025000000000000005,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#la-bohemienne,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.31413043478260877,0.05000000000000001,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,38.025,38.025,38.025,0.175,0.025000000000000005,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#la-bohemienne,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.31413043478260877,0.05000000000000001,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,38.025,38.025,38.025,0.175,0.025000000000000005,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#le-vicomte,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.00015527950310558345,1.2071428571428566,0.32142857142857145,0.3435064935064931,0.35000000000000003,1.3192307692307697,0.42976190476190473,0.17500000000000002,0.12346938775510216,0.525,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,27.225000000000005,3.8892857142857133,11.667857142857143,3.8892857142857133,3.8892857142857133,3.8892857142857133,3.8892857142857133,3.8892857142857133,3.8892857142857133,1.2071428571428566,0.35000000000000003,1.2071428571428566
#cascaret,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,18.049999999999997,2.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,0.35,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.8892857142857142,38.025,11.408333333333335,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#le-comedien,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.3047101449275361,4.8166666666666655,0.08333333333333333,1.1045454545454543,0.15000000000000002,0.5653846153846152,0.22499999999999998,0.07500000000000001,0.0023809523809523647,0.22499999999999998,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,11.667857142857146,11.408333333333333,34.225,11.408333333333333,11.408333333333333,11.408333333333333,11.408333333333333,11.408333333333333,11.408333333333333,0.15000000000000002,0.15000000000000002,0.15000000000000002
#alcidon,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,0.05000000000000001,0.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,0.35,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.8892857142857142,0.025000000000000005,11.408333333333335,38.025,38.025,38.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#alcidon,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,0.05000000000000001,0.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,0.35,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.8892857142857142,0.025000000000000005,11.408333333333335,38.025,38.025,38.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#alcidon,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.575,0.05000000000000001,0.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,0.35,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.8892857142857142,0.025000000000000005,11.408333333333335,38.025,38.025,38.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.05000000000000001,0.05000000000000001,0.05000000000000001
#un-maure,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.31413043478260877,0.05000000000000001,0.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.8892857142857142,0.025000000000000005,11.408333333333335,0.025000000000000005,0.025000000000000005,0.025000000000000005,38.025,38.025,38.025,0.05000000000000001,0.05000000000000001,0.05000000000000001
#un-maure,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.31413043478260877,0.05000000000000001,0.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.8892857142857142,0.025000000000000005,11.408333333333335,0.025000000000000005,0.025000000000000005,0.025000000000000005,38.025,38.025,38.025,0.05000000000000001,0.05000000000000001,0.05000000000000001
#un-maure,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.31413043478260877,0.05000000000000001,0.25,0.36818181818181805,0.05000000000000001,0.18846153846153843,0.075,0.025000000000000005,1.2071428571428573,0.075,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.8892857142857142,0.025000000000000005,11.408333333333335,0.025000000000000005,0.025000000000000005,0.025000000000000005,38.025,38.025,38.025,0.05000000000000001,0.05000000000000001,0.05000000000000001
#zephire,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.01956521739130433,0.10000000000000002,0.5,0.009090909090909106,0.10000000000000002,0.06923076923076925,4.816666666666666,0.05000000000000001,0.12857142857142861,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,1.2071428571428573,0.05000000000000001,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,36.099999999999994,8.1,8.1
#aglaure,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,1.15,0.10000000000000002,0.5,1.1,0.10000000000000002,1.3,0.15,0.05000000000000001,0.7,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.35,0.05000000000000001,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,8.1,36.099999999999994,8.1
#cephise,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.01956521739130433,0.10000000000000002,0.5,0.009090909090909106,0.10000000000000002,0.06923076923076925,4.816666666666666,0.05000000000000001,0.12857142857142861,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,1.2071428571428573,0.05000000000000001,0.15,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,8.1,8.1,36.099999999999994
Successions,#thalie,#le-genie,#la-nymphe,#le-berger,#nymphe #berger,#le-marquis,#la-montagne,#virgine,#olimpe,#melisse,#la-comtesse,#l-amour,#la-jeunesse,#le-chevalier,#comus,#vertumne,#pomone,#pomone #vertumne,#la-bohemienne,#petit-bohemien,#petite-bohemienne,#le-vicomte,#cascaret,#le-comedien,#alcidon,#aminte,#alcidon #aminte,#un-maure,#un-maure #femme-maure,#la-femme-maure,#zephire,#aglaure,#cephise
#thalie,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-genie,0.7272727272727273,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thalie,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-berger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thalie,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-marquis,0.0078125,0.0,0.0,0.0,0.0,0.015625,0.140625,0.125,0.1640625,0.0,0.359375,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-montagne,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#virgine,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.0,0.0,0.0,0.0,0.4482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#olimpe,0.0,0.0,0.0,0.0,0.0,0.2072072072072072,0.0,0.009009009009009009,0.0,0.04504504504504504,0.34234234234234234,0.04504504504504504,0.0,0.18018018018018017,0.0,0.009009009009009009,0.0,0.0,0.009009009009009009,0.018018018018018018,0.0,0.12612612612612611,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#melisse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-comtesse,0.0,0.0,0.0,0.0,0.0,0.2822085889570552,0.006134969325153374,0.06134969325153374,0.2883435582822086,0.006134969325153374,0.024539877300613498,0.018404907975460124,0.006134969325153374,0.07975460122699386,0.03680981595092025,0.0,0.0,0.0,0.024539877300613498,0.0,0.006134969325153374,0.09815950920245399,0.012269938650306749,0.03067484662576687,0.0,0.0,0.006134969325153374,0.0,0.006134969325153374,0.0,0.006134969325153374,0.0,0.0
#l-amour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
#la-jeunesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-chevalier,0.0,0.0,0.0,0.0,0.0,0.23404255319148937,0.0,0.0,0.2765957446808511,0.0,0.44680851063829785,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#comus,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#vertumne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pomone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pomone #vertumne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-bohemienne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#petit-bohemien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#petit-bohemien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-vicomte,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.21428571428571427,0.0,0.35714285714285715,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.19642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cascaret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
