VALEUR,#joseph,#choeur,#choeur-des-garçons,#martin,#martin #joseph,#les-garçons,#juliette,#duchatel,#blondin,#ensemble,#duvivier,#virginie,#mademoiselle-bernard,#mademoiselle-bernard #virginie,#juliette #mademoiselle-bernard #virginie,#tous,#saint-eloy,#un-amateur,#un-autre-amateur,#duchatel #saint-eloy,#choeur-general
#juliette,0.22500000000000006,0.5,0.4000000000000001,0.03333333333333339,0.4000000000000001,0.4000000000000001,5.399999999999998,1.0124999999999997,0.1999999999999999,0.8999999999999999,0.03333333333333339,2.699999999999999,2.699999999999999,0.8999999999999999,0.8999999999999999,0.09999999999999995,0.049999999999999975,0.4000000000000001,0.4000000000000001,0.8999999999999999,0.8999999999999999
#duchatel,0.6020833333333333,0.041666666666666706,0.5333333333333333,0.22500000000000006,0.5333333333333333,0.5333333333333333,1.0124999999999997,3.266666666666667,0.1260416666666667,0.4083333333333334,0.22500000000000006,1.2249999999999999,1.2249999999999999,0.4083333333333334,0.4083333333333334,0.00833333333333333,0.004166666666666665,0.5333333333333333,0.5333333333333333,0.4083333333333334,0.4083333333333334
#blondin,0.00833333333333333,0.041666666666666706,0.5333333333333333,0.22500000000000006,0.5333333333333333,0.5333333333333333,0.1999999999999999,0.1260416666666667,3.266666666666667,0.5333333333333333,0.09999999999999995,1.2249999999999999,1.2249999999999999,0.4083333333333334,0.4083333333333334,0.00833333333333333,0.004166666666666665,0.5333333333333333,0.5333333333333333,0.4083333333333334,0.4083333333333334
#ensemble,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.8999999999999999,0.4083333333333334,0.5333333333333333,13.066666666666668,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
#duvivier,0.8000000000000002,0.0,0.20000000000000004,3.2666666666666657,0.20000000000000004,0.20000000000000004,0.03333333333333339,0.22500000000000006,0.09999999999999995,0.20000000000000004,9.599999999999998,0.2666666666666665,0.2666666666666665,0.20000000000000004,0.20000000000000004,1.7999999999999998,0.8999999999999999,0.20000000000000004,0.20000000000000004,3.2000000000000006,3.2000000000000006
#virginie,0.049999999999999975,4.0,0.20000000000000004,0.2666666666666665,0.20000000000000004,0.20000000000000004,2.699999999999999,1.2249999999999999,1.2249999999999999,0.20000000000000004,0.2666666666666665,9.599999999999998,9.599999999999998,3.2000000000000006,3.2000000000000006,1.7999999999999998,0.8999999999999999,0.20000000000000004,0.20000000000000004,3.2000000000000006,3.2000000000000006
#virginie,0.049999999999999975,4.0,0.20000000000000004,0.2666666666666665,0.20000000000000004,0.20000000000000004,2.699999999999999,1.2249999999999999,1.2249999999999999,0.20000000000000004,0.2666666666666665,9.599999999999998,9.599999999999998,3.2000000000000006,3.2000000000000006,1.7999999999999998,0.8999999999999999,0.20000000000000004,0.20000000000000004,3.2000000000000006,3.2000000000000006
#mademoiselle-bernard #virginie,0.26666666666666666,1.3333333333333337,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.8999999999999999,0.4083333333333334,0.4083333333333334,0.06666666666666667,0.20000000000000004,3.2000000000000006,3.2000000000000006,13.066666666666668,13.066666666666668,2.016666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
#mademoiselle-bernard #virginie,0.26666666666666666,1.3333333333333337,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.8999999999999999,0.4083333333333334,0.4083333333333334,0.06666666666666667,0.20000000000000004,3.2000000000000006,3.2000000000000006,13.066666666666668,13.066666666666668,2.016666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
#tous,1.0666666666666667,2.083333333333334,0.26666666666666666,1.7999999999999998,0.26666666666666666,0.26666666666666666,0.09999999999999995,0.00833333333333333,0.00833333333333333,0.26666666666666666,1.7999999999999998,1.7999999999999998,1.7999999999999998,2.016666666666667,2.016666666666667,8.066666666666668,4.033333333333334,2.016666666666667,2.016666666666667,2.016666666666667,2.016666666666667
#saint-eloy,0.5333333333333333,2.6666666666666674,0.13333333333333333,0.8999999999999999,0.13333333333333333,0.13333333333333333,0.049999999999999975,0.004166666666666665,0.004166666666666665,0.13333333333333333,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.13333333333333333,0.13333333333333333,4.033333333333334,11.266666666666667,5.633333333333334,5.633333333333334,5.633333333333334,5.633333333333334
#un-amateur,0.26666666666666666,1.3333333333333337,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.4000000000000001,0.5333333333333333,0.5333333333333333,0.06666666666666667,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.06666666666666667,0.06666666666666667,2.016666666666667,5.633333333333334,13.066666666666668,13.066666666666668,0.06666666666666667,0.06666666666666667
#un-amateur,0.26666666666666666,1.3333333333333337,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.4000000000000001,0.5333333333333333,0.5333333333333333,0.06666666666666667,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.06666666666666667,0.06666666666666667,2.016666666666667,5.633333333333334,13.066666666666668,13.066666666666668,0.06666666666666667,0.06666666666666667
#duchatel #saint-eloy,0.26666666666666666,1.3333333333333337,0.06666666666666667,3.2000000000000006,0.06666666666666667,0.06666666666666667,0.8999999999999999,0.4083333333333334,0.4083333333333334,0.06666666666666667,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.06666666666666667,0.06666666666666667,2.016666666666667,5.633333333333334,0.06666666666666667,0.06666666666666667,13.066666666666668,13.066666666666668
#duchatel #saint-eloy,0.26666666666666666,1.3333333333333337,0.06666666666666667,3.2000000000000006,0.06666666666666667,0.06666666666666667,0.8999999999999999,0.4083333333333334,0.4083333333333334,0.06666666666666667,3.2000000000000006,3.2000000000000006,3.2000000000000006,0.06666666666666667,0.06666666666666667,2.016666666666667,5.633333333333334,0.06666666666666667,0.06666666666666667,13.066666666666668,13.066666666666668
Successions,#joseph,#choeur,#choeur-des-garçons,#martin,#martin #joseph,#les-garçons,#juliette,#duchatel,#blondin,#ensemble,#duvivier,#virginie,#mademoiselle-bernard,#mademoiselle-bernard #virginie,#juliette #mademoiselle-bernard #virginie,#tous,#saint-eloy,#un-amateur,#un-autre-amateur,#duchatel #saint-eloy,#choeur-general
#joseph,0.0,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0
#choeur-des-garçons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#martin,0.22727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
#choeur-des-garçons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-garçons,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#juliette,0.0,0.0,0.0,0.02631578947368421,0.0,0.013157894736842105,0.02631578947368421,0.5131578947368421,0.3684210526315789,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#duchatel,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.42857142857142855,0.0,0.0,0.023809523809523808,0.011904761904761904,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.0
#blondin,0.05,0.03,0.0,0.02,0.0,0.0,0.25,0.35,0.01,0.01,0.18,0.02,0.02,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0
#ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#duvivier,0.0,0.03125,0.0,0.3125,0.0,0.0,0.03125,0.03125,0.5,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0
#virginie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mademoiselle-bernard,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
#mademoiselle-bernard #virginie,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#juliette #mademoiselle-bernard #virginie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
#saint-eloy,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-amateur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#un-autre-amateur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#duchatel #saint-eloy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#juliette #mademoiselle-bernard #virginie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
