VALEUR,#hydaspe,#phalante,#claridan,#berenice,#aronte,#le-page,#iolas,#cleonte,#iolante,#liliane,#le-chirurgien,#le-medecin,#carinte,#le-capitaine-des-gardes,#iarbe,#menandre,#almedor
#iolas,0.8888888888888888,0.929713804713805,0.2962962962962963,5.557870370370371,0.028935185185185164,0.28009259259259267,13.370370370370372,1.6712962962962965,0.1666666666666666,0.0868055555555555,1.6712962962962965,1.6712962962962965,0.0026455026455026375,1.6712962962962965,0.15648148148148142,0.8888888888888888,0.2962962962962963
#cleonte,0.1111111111111111,0.4074074074074074,0.037037037037037035,0.2962962962962963,0.14814814814814814,0.07407407407407407,1.6712962962962965,25.03703703703704,0.3333333333333333,0.4444444444444444,0.037037037037037035,0.037037037037037035,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.1111111111111111,0.037037037037037035
#iolante,1.0,0.7575757575757575,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.6666666666666666,0.1666666666666666,0.3333333333333333,12.0,0.0,0.3333333333333333,0.3333333333333333,2.333333333333333,0.3333333333333333,1.0666666666666669,0.0,1.3333333333333337
#liliane,1.3333333333333333,0.16161616161616144,0.4444444444444444,0.0868055555555555,0.8402777777777779,0.013888888888888902,0.0868055555555555,0.4444444444444444,0.0,8.333333333333336,0.4444444444444444,0.4444444444444444,4.8611111111111125,0.6944444444444445,0.6722222222222223,1.3333333333333333,0.4444444444444444
#le-chirurgien,0.1111111111111111,0.4074074074074074,0.037037037037037035,1.6712962962962965,0.14814814814814814,0.07407407407407407,1.6712962962962965,0.037037037037037035,0.3333333333333333,0.4444444444444444,25.03703703703704,25.03703703703704,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.1111111111111111,0.037037037037037035
#le-chirurgien,0.1111111111111111,0.4074074074074074,0.037037037037037035,1.6712962962962965,0.14814814814814814,0.07407407407407407,1.6712962962962965,0.037037037037037035,0.3333333333333333,0.4444444444444444,25.03703703703704,25.03703703703704,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.1111111111111111,0.037037037037037035
#carinte,0.7777777777777776,0.25444925444925437,0.25925925925925924,0.0026455026455026375,0.8941798941798943,0.44708994708994715,0.0026455026455026375,0.25925925925925924,2.333333333333333,4.8611111111111125,0.25925925925925924,0.25925925925925924,14.814814814814815,2.1164021164021163,1.2962962962962963,0.7777777777777776,0.25925925925925924
#le-capitaine-des-gardes,0.1111111111111111,0.8619528619528619,0.037037037037037035,0.2962962962962963,0.14814814814814814,0.07407407407407407,1.6712962962962965,0.037037037037037035,0.3333333333333333,0.6944444444444445,0.037037037037037035,0.037037037037037035,2.1164021164021163,25.03703703703704,0.18518518518518517,0.1111111111111111,0.037037037037037035
#iarbe,0.5555555555555556,0.0006734006734006634,0.18518518518518517,0.15648148148148142,0.7407407407407407,0.37037037037037035,0.15648148148148142,0.18518518518518517,1.0666666666666669,0.6722222222222223,0.18518518518518517,0.18518518518518517,1.2962962962962963,0.18518518518518517,17.92592592592593,3.755555555555555,3.5851851851851864
#menandre,1.3333333333333337,0.04040404040404036,0.1111111111111111,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.0,1.3333333333333333,0.1111111111111111,0.1111111111111111,0.7777777777777776,0.1111111111111111,3.755555555555555,21.333333333333332,0.1111111111111111
#almedor,0.1111111111111111,0.4074074074074074,0.037037037037037035,0.2962962962962963,0.14814814814814814,0.07407407407407407,0.2962962962962963,0.037037037037037035,1.3333333333333337,0.4444444444444444,0.037037037037037035,0.037037037037037035,0.25925925925925924,0.037037037037037035,3.5851851851851864,0.1111111111111111,25.03703703703704
Successions,#hydaspe,#phalante,#claridan,#berenice,#aronte,#le-page,#iolas,#cleonte,#iolante,#liliane,#le-chirurgien,#le-medecin,#carinte,#le-capitaine-des-gardes,#iarbe,#menandre,#almedor
#hydaspe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#phalante,0.20754716981132076,0.0,0.018867924528301886,0.09433962264150944,0.0,0.0,0.24528301886792453,0.0,0.018867924528301886,0.20754716981132076,0.0,0.0,0.0,0.0,0.11320754716981132,0.09433962264150944,0.0
#hydaspe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#berenice,0.0,0.125,0.0,0.0,0.03125,0.03125,0.53125,0.0,0.0,0.125,0.0,0.03125,0.125,0.0,0.0,0.0,0.0
#aronte,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-page,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iolas,0.0,0.2765957446808511,0.0,0.2978723404255319,0.02127659574468085,0.0425531914893617,0.0,0.0851063829787234,0.1276595744680851,0.02127659574468085,0.0,0.0,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.02127659574468085,0.0
#cleonte,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iolante,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.14814814814814814,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.037037037037037035
#liliane,0.0,0.2558139534883721,0.0,0.11627906976744186,0.046511627906976744,0.0,0.023255813953488372,0.0,0.2558139534883721,0.0,0.0,0.0,0.3023255813953488,0.0,0.0,0.0,0.0
#le-chirurgien,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-medecin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#carinte,0.0,0.05,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0
#cleonte,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iarbe,0.0,0.16129032258064516,0.0,0.06451612903225806,0.0,0.0,0.0967741935483871,0.0,0.22580645161290322,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.3870967741935484,0.03225806451612903
#menandre,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0
#almedor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
