VALEUR,#victor,#clemence,#valentin,#forban,#le-baron,#madame-germain,#un-habitant,#tous,#un-garde,#l-officier,#roger,#clemence #valentin,#morneck,#un-independant,#clemence #victor,#l-officier-general
#roger,0.5833333333333336,0.12121212121212131,1.2564102564102562,0.06666666666666664,1.9393939393939397,0.2666666666666667,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.1666666666666667,16.0,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.1666666666666667,0.3333333333333333
#clemence #valentin,0.06349206349206349,1.578282828282828,1.13034188034188,0.1388888888888889,1.578282828282828,5.3388888888888895,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.3333333333333333,34.02777777777778,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776
#morneck,0.25396825396825395,0.040404040404040435,1.4444444444444444,3.755555555555555,1.2222222222222223,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333334,0.1111111111111111,28.444444444444443,7.111111111111111,0.2222222222222222,0.1111111111111111
#un-independant,0.06349206349206349,0.3055555555555556,0.3611111111111111,5.3388888888888895,0.3055555555555556,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.3333333333333333,0.027777777777777776,7.111111111111111,34.02777777777778,0.05555555555555555,0.027777777777777776
#clemence #victor,0.19841269841269843,3.156565656565656,2.26068376068376,0.2777777777777778,0.24747474747474738,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1666666666666667,0.05555555555555555,0.2222222222222222,0.05555555555555555,32.111111111111114,16.055555555555557
#l-officier-general,0.7777777777777778,1.578282828282828,1.13034188034188,0.1388888888888889,1.578282828282828,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.3333333333333333,0.027777777777777776,0.1111111111111111,0.027777777777777776,16.055555555555557,34.02777777777778
Successions,#victor,#clemence,#valentin,#forban,#le-baron,#madame-germain,#un-habitant,#tous,#un-garde,#l-officier,#roger,#clemence #valentin,#morneck,#un-independant,#clemence #victor,#l-officier-general
#victor,0.009950248756218905,0.22885572139303484,0.2736318407960199,0.0845771144278607,0.14925373134328357,0.03482587064676617,0.0,0.0,0.0,0.0,0.20398009950248755,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.0,0.0
#clemence,0.6716417910447762,0.0,0.08955223880597014,0.0,0.1791044776119403,0.029850746268656716,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0
#valentin,0.6705882352941176,0.047058823529411764,0.0,0.0,0.10588235294117647,0.047058823529411764,0.058823529411764705,0.023529411764705882,0.011764705882352941,0.0,0.023529411764705882,0.0,0.0,0.0,0.011764705882352941,0.0
#forban,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2962962962962963,0.0,0.0,0.0
#le-baron,0.39436619718309857,0.14084507042253522,0.18309859154929578,0.014084507042253521,0.0,0.2112676056338028,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521
#madame-germain,0.35714285714285715,0.10714285714285714,0.03571428571428571,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-habitant,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
#un-garde,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-officier,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#roger,0.7272727272727273,0.07272727272727272,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.0,0.0,0.0,0.0,0.01818181818181818,0.05454545454545454,0.0,0.03636363636363636,0.0,0.0,0.0
#clemence #valentin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#morneck,0.18181818181818182,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
#un-independant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clemence #victor,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clemence #valentin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
