VALEUR,#cloridan,#perside,#lisidor,#cleonice,#eristhene,#le-page,#la-nourrice,#erimand,#aliaste,#celinde,#oronte,#clarinde,#premier-voleur,#deuxieme-voleur,#premier-mort,#deuxieme-mort
#la-nourrice,2.0119047619047623,0.5714285714285714,0.38095238095238093,0.642857142857143,0.2857142857142857,0.3214285714285715,17.190476190476193,1.7857142857142858,0.47619047619047616,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523
#erimand,0.642857142857143,0.023809523809523826,0.5714285714285714,0.04761904761904765,0.42857142857142855,0.023809523809523826,1.7857142857142858,15.428571428571432,0.11428571428571437,0.14285714285714285,0.7619047619047619,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.142857142857144,5.142857142857144
#aliaste,0.4297619047619047,1.7285714285714293,0.9523809523809523,0.25714285714285695,0.7142857142857142,0.22857142857142873,0.47619047619047616,0.11428571428571437,12.19047619047619,2.438095238095238,2.314285714285715,2.438095238095238,0.23809523809523808,0.23809523809523808,2.438095238095238,2.438095238095238
#celinde,0.38095238095238093,1.7857142857142858,0.19047619047619047,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.09523809523809523,0.14285714285714285,2.438095238095238,19.047619047619047,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#oronte,0.017857142857142842,1.5238095238095237,0.5714285714285714,0.29761904761904756,0.42857142857142855,0.023809523809523826,0.2857142857142857,0.7619047619047619,2.314285714285715,0.14285714285714285,15.428571428571432,5.142857142857144,0.14285714285714285,0.14285714285714285,5.142857142857144,5.142857142857144
#clarinde,0.38095238095238093,0.2857142857142857,0.19047619047619047,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.09523809523809523,0.14285714285714285,2.438095238095238,0.047619047619047616,5.142857142857144,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#premier-voleur,0.38095238095238093,0.2857142857142857,0.19047619047619047,0.5714285714285714,0.14285714285714285,1.7857142857142858,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616
#premier-voleur,0.38095238095238093,0.2857142857142857,0.19047619047619047,0.5714285714285714,0.14285714285714285,1.7857142857142858,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616
#premier-mort,1.0059523809523812,1.7857142857142858,0.19047619047619047,0.3214285714285715,0.14285714285714285,1.7857142857142858,0.09523809523809523,5.142857142857144,2.438095238095238,0.047619047619047616,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047
#premier-mort,1.0059523809523812,1.7857142857142858,0.19047619047619047,0.3214285714285715,0.14285714285714285,1.7857142857142858,0.09523809523809523,5.142857142857144,2.438095238095238,0.047619047619047616,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047
Successions,#cloridan,#perside,#lisidor,#cleonice,#eristhene,#le-page,#la-nourrice,#erimand,#aliaste,#celinde,#oronte,#clarinde,#premier-voleur,#deuxieme-voleur,#premier-mort,#deuxieme-mort
#cloridan,0.0,0.16129032258064516,0.016129032258064516,0.3870967741935484,0.0,0.06451612903225806,0.0,0.2903225806451613,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.016129032258064516,0.0
#perside,0.32432432432432434,0.0,0.0,0.05405405405405406,0.0,0.1891891891891892,0.0,0.02702702702702703,0.2702702702702703,0.08108108108108109,0.05405405405405406,0.0,0.0,0.0,0.0,0.0
#lisidor,0.09523809523809523,0.0,0.047619047619047616,0.6666666666666666,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cleonice,0.36363636363636365,0.07272727272727272,0.2727272727272727,0.0,0.01818181818181818,0.12727272727272726,0.03636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818
#eristhene,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-page,0.13043478260869565,0.21739130434782608,0.0,0.391304347826087,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0
#la-nourrice,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#erimand,0.9523809523809523,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#aliaste,0.03571428571428571,0.35714285714285715,0.0,0.10714285714285714,0.0,0.07142857142857142,0.0,0.03571428571428571,0.0,0.07142857142857142,0.21428571428571427,0.10714285714285714,0.0,0.0,0.0,0.0
#celinde,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#oronte,0.05263157894736842,0.21052631578947367,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.3684210526315789,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0
#clarinde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#premier-voleur,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deuxieme-voleur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#premier-mort,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deuxieme-mort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
