VALEUR,#hamilton,#beme,#nevers,#bussi,#desadrets,#tavanne,#gondi,#marsillac,#lavardin,#coligny,#teligni,#pardaillan,#renel,#querchi,#un-garde,#premier-conjure,#second-conjure,#troisieme-conjure,#quatrieme-conjure,#un-protestant
#nevers,0.4083333333333334,0.20000000000000004,13.066666666666668,3.2000000000000006,13.066666666666668,3.2000000000000006,13.066666666666668,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
#marsillac,2.1333333333333333,0.8000000000000002,0.26666666666666666,0.8000000000000002,0.26666666666666666,0.8000000000000002,0.26666666666666666,8.066666666666668,4.033333333333334,0.00952380952380952,1.7999999999999998,0.4083333333333334,2.016666666666667,2.016666666666667,0.26666666666666666,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.26666666666666666,0.26666666666666666
#lavardin,1.0666666666666667,0.4000000000000001,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.4000000000000001,0.13333333333333333,4.033333333333334,11.266666666666667,0.00476190476190476,0.4000000000000001,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333
#coligny,0.8047619047619048,0.11428571428571435,0.4666666666666667,0.257142857142857,0.4666666666666667,0.257142857142857,0.4666666666666667,0.00952380952380952,0.00476190476190476,4.266666666666667,0.257142857142857,0.00476190476190476,0.4666666666666667,0.4666666666666667,0.6095238095238095,1.219047619047619,1.219047619047619,1.219047619047619,0.6095238095238095,0.6095238095238095
#teligni,1.6000000000000003,0.6000000000000001,0.20000000000000004,0.6000000000000001,0.20000000000000004,0.6000000000000001,0.20000000000000004,1.7999999999999998,0.4000000000000001,0.25714285714285723,9.599999999999998,6.400000000000001,3.2000000000000006,3.2000000000000006,0.20000000000000004,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.20000000000000004,3.2000000000000006
#pardaillan,1.0666666666666667,0.4000000000000001,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.4083333333333334,0.26666666666666666,0.00476190476190476,6.400000000000001,11.266666666666667,5.633333333333334,5.633333333333334,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,5.633333333333334
#renel,0.5333333333333333,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,2.016666666666667,0.13333333333333333,0.4666666666666667,3.2000000000000006,5.633333333333334,13.066666666666668,13.066666666666668,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
#renel,0.5333333333333333,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,2.016666666666667,0.13333333333333333,0.4666666666666667,3.2000000000000006,5.633333333333334,13.066666666666668,13.066666666666668,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
#un-garde,0.5333333333333333,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.6095238095238095,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.06666666666666667,13.066666666666668,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
#premier-conjure,0.004166666666666665,0.4000000000000001,0.13333333333333333,0.8999999999999999,0.13333333333333333,0.8999999999999999,0.13333333333333333,0.5333333333333333,0.26666666666666666,1.219047619047619,0.4000000000000001,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,11.266666666666667,11.266666666666667,11.266666666666667,5.633333333333334,0.13333333333333333
#premier-conjure,0.004166666666666665,0.4000000000000001,0.13333333333333333,0.8999999999999999,0.13333333333333333,0.8999999999999999,0.13333333333333333,0.5333333333333333,0.26666666666666666,1.219047619047619,0.4000000000000001,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,11.266666666666667,11.266666666666667,11.266666666666667,5.633333333333334,0.13333333333333333
#premier-conjure,0.004166666666666665,0.4000000000000001,0.13333333333333333,0.8999999999999999,0.13333333333333333,0.8999999999999999,0.13333333333333333,0.5333333333333333,0.26666666666666666,1.219047619047619,0.4000000000000001,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,11.266666666666667,11.266666666666667,11.266666666666667,5.633333333333334,0.13333333333333333
#quatrieme-conjure,0.5333333333333333,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.6095238095238095,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,5.633333333333334,5.633333333333334,5.633333333333334,13.066666666666668,0.06666666666666667
#un-protestant,0.5333333333333333,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.6095238095238095,3.2000000000000006,5.633333333333334,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,13.066666666666668
Successions,#hamilton,#beme,#nevers,#bussi,#desadrets,#tavanne,#gondi,#marsillac,#lavardin,#coligny,#teligni,#pardaillan,#renel,#querchi,#un-garde,#premier-conjure,#second-conjure,#troisieme-conjure,#quatrieme-conjure,#un-protestant
#hamilton,0.1111111111111111,0.2222222222222222,0.037037037037037035,0.07407407407407407,0.0,0.18518518518518517,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0
#beme,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#nevers,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bussi,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#desadrets,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tavanne,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
#gondi,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marsillac,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lavardin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#coligny,0.15789473684210525,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.23684210526315788,0.05263157894736842,0.0,0.2631578947368421,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.0
#teligni,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.5294117647058824,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
#pardaillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
#renel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#renel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-garde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-conjure,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#second-conjure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
#troisieme-conjure,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
#quatrieme-conjure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
#renel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
