VALEUR,#gabrillon,#la-brie,#madame-thibaut,#le-maitre-a-danser,#le-maitre-a-chanter,#dorise,#la-ramee,#jolicoeur,#angelique,#champagne,#eraste,#araminte,#le-chevalier,#le-marquis,#le-cocher,#leandre,#dorante,#lisette,#le-petit-dragon,#melinde,#un-laquais,#monsieur-dubois,#monsieur-de-la-protase,#ardalise,#orgon,#madame-torquette,#cascaret,#le-commissaire
#la-ramee,0.02224694104560615,0.13965517241379305,0.6415517241379307,0.3448275862068966,0.3448275862068966,0.1724137931034483,39.724137931034484,7.9448275862068956,0.1724137931034483,3.9724137931034478,1.5517241379310347,0.3448275862068966,0.3448275862068966,0.6896551724137931,0.3448275862068966,0.3448275862068966,1.5020689655172408,0.5172413793103449,0.1724137931034483,0.1724137931034483,3.9724137931034478,0.5172413793103449,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.6896551724137931,3.9724137931034478,7.9448275862068956
#jolicoeur,1.0689655172413792,0.13793103448275862,0.10431034482758625,0.06896551724137931,0.06896551724137931,0.034482758620689655,7.9448275862068956,54.06896551724139,0.034482758620689655,0.034482758620689655,0.3103448275862069,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.06896551724137931,3.9724137931034478,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,12.568965517241379
#angelique,0.5344827586206896,0.06896551724137931,0.13965517241379305,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1724137931034483,0.034482758620689655,56.01724137931034,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.034482758620689655
#champagne,0.4054505005561736,0.06896551724137931,0.13965517241379305,0.034482758620689655,0.034482758620689655,0.017241379310344827,3.9724137931034478,0.034482758620689655,0.017241379310344827,56.01724137931034,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.034482758620689655
#eraste,0.6813125695216905,0.6206896551724138,0.006896551724137987,0.3103448275862069,0.3103448275862069,0.15517241379310345,1.5517241379310347,0.3103448275862069,0.15517241379310345,0.15517241379310345,41.396551724137936,9.199233716475097,9.199233716475097,0.6206896551724138,0.3103448275862069,0.3103448275862069,0.7758620689655173,0.46551724137931033,0.15517241379310345,0.15517241379310345,0.15517241379310345,0.46551724137931033,0.15517241379310345,0.15517241379310345,0.15517241379310345,3.0651340996168583,0.15517241379310345,0.3103448275862069
#araminte,0.004449388209121235,0.13793103448275862,0.10431034482758625,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.3448275862068966,0.06896551724137931,0.034482758620689655,0.034482758620689655,9.199233716475097,54.06896551724139,54.06896551724139,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.1724137931034483,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.06896551724137931
#araminte,0.004449388209121235,0.13793103448275862,0.10431034482758625,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.3448275862068966,0.06896551724137931,0.034482758620689655,0.034482758620689655,9.199233716475097,54.06896551724139,54.06896551724139,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.1724137931034483,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.06896551724137931
#le-marquis,0.00889877641824247,0.27586206896551724,1.1211206896551724,0.13793103448275862,0.13793103448275862,0.06896551724137931,0.6896551724137931,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.6206896551724138,0.13793103448275862,0.13793103448275862,50.275862068965516,25.137931034482758,0.13793103448275862,0.3448275862068966,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.27586206896551724,0.06896551724137931,0.13793103448275862
#le-cocher,0.004449388209121235,0.13793103448275862,1.3793103448275863,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.3448275862068966,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.3103448275862069,0.06896551724137931,0.06896551724137931,25.137931034482758,54.06896551724139,0.06896551724137931,0.1724137931034483,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.06896551724137931
#leandre,1.0689655172413792,0.13793103448275862,0.2793103448275861,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.3448275862068966,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.3103448275862069,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.06896551724137931,54.06896551724139,3.9724137931034478,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.06896551724137931
#dorante,1.0466073414905448,0.3448275862068966,0.058275862068965574,0.1724137931034483,0.1724137931034483,0.08620689655172414,1.5020689655172408,3.9724137931034478,0.08620689655172414,0.08620689655172414,0.7758620689655173,0.1724137931034483,0.1724137931034483,0.3448275862068966,0.1724137931034483,3.9724137931034478,48.43103448275861,0.25862068965517243,0.08620689655172414,9.686206896551722,0.08620689655172414,0.25862068965517243,0.08620689655172414,0.08620689655172414,0.08620689655172414,0.3448275862068966,0.08620689655172414,19.372413793103444
#lisette,1.2163515016685205,0.20689655172413793,2.0689655172413794,0.10344827586206896,0.10344827586206896,0.05172413793103448,0.5172413793103449,0.10344827586206896,0.05172413793103448,0.05172413793103448,0.4655172413793104,0.10344827586206896,0.10344827586206896,0.20689655172413793,0.10344827586206896,0.10344827586206896,0.25862068965517243,52.15517241379309,17.385057471264368,0.05172413793103448,0.05172413793103448,0.15517241379310345,0.05172413793103448,0.05172413793103448,0.05172413793103448,0.20689655172413793,0.05172413793103448,0.10344827586206896
#le-petit-dragon,0.4054505005561736,0.06896551724137931,0.6896551724137931,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1724137931034483,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,17.385057471264368,56.01724137931034,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.034482758620689655
#melinde,0.4054505005561736,0.06896551724137931,0.6896551724137931,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1724137931034483,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,9.686206896551722,0.05172413793103448,0.017241379310344827,56.01724137931034,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.034482758620689655
#un-laquais,0.4054505005561736,0.06896551724137931,0.13965517241379305,0.034482758620689655,0.034482758620689655,0.017241379310344827,3.9724137931034478,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,56.01724137931034,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.034482758620689655
#monsieur-dubois,1.2163515016685205,0.20689655172413793,0.0022988505747126528,0.10344827586206896,0.10344827586206896,0.05172413793103448,0.5172413793103449,0.10344827586206896,0.05172413793103448,0.05172413793103448,0.4655172413793104,0.10344827586206896,0.10344827586206896,0.20689655172413793,0.10344827586206896,0.10344827586206896,0.25862068965517243,0.15517241379310345,0.05172413793103448,0.05172413793103448,0.05172413793103448,52.15517241379309,0.05172413793103448,0.05172413793103448,0.05172413793103448,0.20689655172413793,0.05172413793103448,0.10344827586206896
#monsieur-de-la-protase,0.4054505005561736,0.06896551724137931,0.6896551724137931,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1724137931034483,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,56.01724137931034,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.034482758620689655
#ardalise,0.4054505005561736,0.06896551724137931,0.13965517241379305,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1724137931034483,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,56.01724137931034,56.01724137931034,0.06896551724137931,0.017241379310344827,0.034482758620689655
#ardalise,0.4054505005561736,0.06896551724137931,0.13965517241379305,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1724137931034483,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,56.01724137931034,56.01724137931034,0.06896551724137931,0.017241379310344827,0.034482758620689655
#madame-torquette,2.1379310344827585,0.27586206896551724,0.02112068965517238,0.13793103448275862,0.13793103448275862,0.06896551724137931,0.6896551724137931,0.13793103448275862,0.06896551724137931,0.06896551724137931,3.0651340996168583,0.13793103448275862,0.13793103448275862,0.27586206896551724,0.13793103448275862,0.13793103448275862,0.3448275862068966,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.06896551724137931,50.275862068965516,0.06896551724137931,0.13793103448275862
#cascaret,0.5344827586206896,0.06896551724137931,0.13965517241379305,0.034482758620689655,0.034482758620689655,0.017241379310344827,3.9724137931034478,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,56.01724137931034,0.034482758620689655
#le-commissaire,1.0689655172413792,0.13793103448275862,0.2793103448275861,0.06896551724137931,0.06896551724137931,0.034482758620689655,7.9448275862068956,12.568965517241379,0.034482758620689655,0.034482758620689655,0.3103448275862069,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.06896551724137931,19.372413793103444,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,54.06896551724139
Successions,#gabrillon,#la-brie,#madame-thibaut,#le-maitre-a-danser,#le-maitre-a-chanter,#dorise,#la-ramee,#jolicoeur,#angelique,#champagne,#eraste,#araminte,#le-chevalier,#le-marquis,#le-cocher,#leandre,#dorante,#lisette,#le-petit-dragon,#melinde,#un-laquais,#monsieur-dubois,#monsieur-de-la-protase,#ardalise,#orgon,#madame-torquette,#cascaret,#le-commissaire
#gabrillon,0.0,0.10191082802547771,0.37579617834394907,0.0,0.0,0.0,0.03821656050955414,0.0,0.0,0.0,0.03821656050955414,0.0,0.0,0.03184713375796178,0.012738853503184714,0.0,0.01910828025477707,0.10191082802547771,0.06369426751592357,0.006369426751592357,0.0,0.07006369426751592,0.10828025477707007,0.012738853503184714,0.01910828025477707,0.0,0.0,0.0
#la-brie,0.5333333333333333,0.0,0.36666666666666664,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-thibaut,0.16987179487179488,0.038461538461538464,0.016025641025641024,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0,0.08974358974358974,0.003205128205128205,0.07692307692307693,0.009615384615384616,0.003205128205128205,0.08974358974358974,0.0,0.02564102564102564,0.019230769230769232,0.0,0.0,0.0,0.003205128205128205,0.07371794871794872,0.0,0.016025641025641024,0.035256410256410256,0.07371794871794872,0.003205128205128205,0.003205128205128205
#le-maitre-a-danser,0.0,0.0,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-maitre-a-chanter,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dorise,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-ramee,0.1232876712328767,0.0273972602739726,0.3424657534246575,0.0,0.0,0.0,0.0273972602739726,0.3287671232876712,0.0,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jolicoeur,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dorise,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jolicoeur,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#eraste,0.11627906976744186,0.0,0.5348837209302325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20930232558139536,0.0,0.0
#araminte,0.16666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-chevalier,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-marquis,0.13953488372093023,0.0,0.6511627906976745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-cocher,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leandre,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dorante,0.10714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lisette,0.64,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-petit-dragon,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#melinde,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-laquais,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-dubois,0.35294117647058826,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-de-la-protase,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ardalise,0.14285714285714285,0.0,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.0,0.0,0.0
#orgon,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0
#madame-torquette,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dorise,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-commissaire,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
