VALEUR,#fortune,#aglante,#hylas,#menandre,#lerice,#sylvanire,#fossinde,#adraste,#choeur,#satyre,#tirinte,#alciron,#echo,#aglante #tirinte,#messager
#aglante #tirinte,0.0196078431372549,0.8403361344537816,1.6941176470588233,0.19607843137254902,0.17647058823529413,0.4117647058823529,0.35294117647058826,0.0392156862745098,0.13725490196078433,0.0784313725490196,1.1862745098039214,0.11764705882352941,0.0392156862745098,49.01960784313725,0.058823529411764705
#messager,0.058823529411764705,0.47338935574229685,1.415686274509804,0.28823529411764703,0.41830065359477125,0.04481792717086836,1.0588235294117647,0.11764705882352941,0.8403361344537812,0.23529411764705882,0.8366013071895425,0.3529411764705882,0.11764705882352941,0.058823529411764705,45.176470588235304
Successions,#fortune,#aglante,#hylas,#menandre,#lerice,#sylvanire,#fossinde,#adraste,#choeur,#satyre,#tirinte,#alciron,#echo,#aglante #tirinte,#messager
#fortune,,,,,,,,,,,,,,,
#aglante,0.0056179775280898875,0.016853932584269662,0.4943820224719101,0.06741573033707865,0.056179775280898875,0.1797752808988764,0.02247191011235955,0.0,0.016853932584269662,0.0,0.02247191011235955,0.056179775280898875,0.028089887640449437,0.0,0.033707865168539325
#hylas,0.0,0.6666666666666666,0.015503875968992248,0.007751937984496124,0.007751937984496124,0.13178294573643412,0.031007751937984496,0.0,0.007751937984496124,0.0,0.09302325581395349,0.0,0.0,0.015503875968992248,0.023255813953488372
#menandre,0.0,0.14782608695652175,0.017391304347826087,0.0,0.17391304347826086,0.1565217391304348,0.20869565217391303,0.0,0.008695652173913044,0.0,0.10434782608695652,0.1826086956521739,0.0,0.0,0.0
#lerice,0.0,0.1276595744680851,0.0,0.574468085106383,0.0,0.2127659574468085,0.06382978723404255,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0
#sylvanire,0.0,0.14210526315789473,0.11052631578947368,0.08947368421052632,0.04736842105263158,0.010526315789473684,0.08421052631578947,0.031578947368421054,0.010526315789473684,0.005263157894736842,0.37894736842105264,0.08947368421052632,0.0,0.0,0.0
#fossinde,0.0,0.01818181818181818,0.04242424242424243,0.14545454545454545,0.030303030303030304,0.14545454545454545,0.012121212121212121,0.06060606060606061,0.006060606060606061,0.2787878787878788,0.15757575757575756,0.006060606060606061,0.09696969696969697,0.0,0.0
#adraste,0.0,0.0,0.0,0.0,0.0,0.2,0.65,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
#choeur,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091
#satyre,0.0,0.0,0.0,0.0,0.0,0.0,0.9038461538461539,0.07692307692307693,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0
#tirinte,0.0,0.05025125628140704,0.02512562814070352,0.06532663316582915,0.005025125628140704,0.3316582914572864,0.1658291457286432,0.0,0.005025125628140704,0.0,0.0,0.2814070351758794,0.005025125628140704,0.0,0.06532663316582915
#alciron,0.0,0.11320754716981132,0.0,0.19811320754716982,0.0,0.12264150943396226,0.009433962264150943,0.0,0.0,0.0,0.5471698113207547,0.009433962264150943,0.0,0.0,0.0
#echo,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#aglante #tirinte,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#messager,0.0,0.30434782608695654,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0
