VALEUR,#hidaspe,#tirsis,#calistene,#clitophon,#clinias,#lucipe,#hippias,#satire,#panthie,#menelas,#soldat,#busire,#leonte,#timandre,#heraut,#charmide,#cheree,#eriphile,#melite,#prisonnier,#le-geolier,#tersandre,#polemon,#le-juge,#sostrate
#eriphile,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.07183908045977012,0.23180076628352486,0.03591954022988506,0.05172413793103448,0.005108556832694751,0.05172413793103448,0.3103448275862069,0.20689655172413793,0.15517241379310345,0.15517241379310345,0.36206896551724144,0.10344827586206896,0.3103448275862069,0.10344827586206896,52.15517241379309,1.1239737274220036,0.10344827586206896,0.05172413793103448,0.15517241379310345,0.05172413793103448,0.25862068965517243,0.20689655172413793
#melite,0.24137931034482757,0.24137931034482757,0.24137931034482757,0.19242610837438412,1.4482758620689657,0.5917487684729066,0.12068965517241378,2.1724137931034484,0.12068965517241378,0.7241379310344829,0.48275862068965514,0.36206896551724144,0.36206896551724144,0.8448275862068967,0.24137931034482757,0.7241379310344829,0.24137931034482757,1.1239737274220036,44.8448275862069,0.24137931034482757,0.12068965517241378,19.219211822660096,6.4064039408867,0.26059113300492615,0.5541871921182268
#prisonnier,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.009698275862068962,0.8304597701149428,0.5517241379310345,0.034482758620689655,0.23180076628352486,0.034482758620689655,0.20689655172413793,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.2413793103448276,0.06896551724137931,0.20689655172413793,0.06896551724137931,0.10344827586206896,0.2413793103448276,54.06896551724139,0.034482758620689655,0.10344827586206896,0.034482758620689655,3.9724137931034478,0.13793103448275862
#le-geolier,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.36422413793103453,0.20689655172413793,0.27586206896551724,0.017241379310344827,0.3103448275862069,0.017241379310344827,0.10344827586206896,0.06896551724137931,0.05172413793103448,0.05172413793103448,0.1206896551724138,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.05172413793103448,0.1206896551724138,0.034482758620689655,56.01724137931034,0.05172413793103448,0.017241379310344827,0.08620689655172414,0.06896551724137931
#tersandre,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.2593390804597701,0.6206896551724138,0.03591954022988506,0.05172413793103448,0.9310344827586208,0.05172413793103448,0.3103448275862069,0.20689655172413793,0.15517241379310345,0.15517241379310345,0.36206896551724144,0.10344827586206896,0.3103448275862069,0.10344827586206896,0.15517241379310345,19.219211822660096,0.10344827586206896,0.05172413793103448,52.15517241379309,17.385057471264368,2.125287356321839,3.040229885057472
#polemon,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.5517241379310345,0.20689655172413793,0.27586206896551724,0.017241379310344827,0.3103448275862069,0.017241379310344827,0.10344827586206896,0.06896551724137931,0.05172413793103448,0.05172413793103448,0.1206896551724138,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.05172413793103448,6.406403940886699,0.034482758620689655,0.017241379310344827,17.385057471264368,56.01724137931034,0.08620689655172414,0.06896551724137931
#le-juge,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.02112068965517238,1.0344827586206897,0.2793103448275861,0.08620689655172414,1.5517241379310347,0.08620689655172414,0.5172413793103449,0.3448275862068966,0.25862068965517243,0.25862068965517243,0.603448275862069,0.1724137931034483,0.5172413793103449,0.1724137931034483,0.25862068965517243,0.26059113300492615,3.9724137931034478,0.08620689655172414,2.125287356321839,0.08620689655172414,48.43103448275861,20.44482758620689
#sostrate,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.28502155172413796,0.8275862068965517,0.7284482758620691,0.06896551724137931,0.046934865900383156,0.06896551724137931,0.41379310344827586,0.27586206896551724,0.20689655172413793,0.20689655172413793,0.4827586206896552,0.13793103448275862,0.41379310344827586,0.13793103448275862,0.20689655172413793,0.5541871921182264,0.13793103448275862,0.06896551724137931,3.040229885057472,0.06896551724137931,20.44482758620689,50.275862068965516
Successions,#hidaspe,#tirsis,#calistene,#clitophon,#clinias,#lucipe,#hippias,#satire,#panthie,#menelas,#soldat,#busire,#leonte,#timandre,#heraut,#charmide,#cheree,#eriphile,#melite,#prisonnier,#le-geolier,#tersandre,#polemon,#le-juge,#sostrate
#hidaspe,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tirsis,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#calistene,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clitophon,0.0,0.0,0.008403361344537815,0.0,0.21008403361344538,0.21008403361344538,0.0,0.20168067226890757,0.0,0.03361344537815126,0.008403361344537815,0.0,0.0,0.09243697478991597,0.0,0.058823529411764705,0.0,0.01680672268907563,0.05042016806722689,0.03361344537815126,0.008403361344537815,0.008403361344537815,0.0,0.025210084033613446,0.03361344537815126
#clinias,0.0,0.0,0.0,0.6818181818181818,0.0,0.06818181818181818,0.0,0.20454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.0,0.0,0.0
#lucipe,0.0,0.0,0.0,0.4444444444444444,0.031746031746031744,0.0,0.0,0.1746031746031746,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.12698412698412698,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.015873015873015872
#hippias,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#satire,0.0,0.0,0.0,0.2903225806451613,0.1774193548387097,0.1935483870967742,0.016129032258064516,0.0,0.0,0.20967741935483872,0.016129032258064516,0.0,0.0,0.016129032258064516,0.0,0.016129032258064516,0.0,0.016129032258064516,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.016129032258064516
#panthie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#menelas,0.0,0.0,0.0,0.25,0.041666666666666664,0.0,0.0,0.5,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#soldat,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#busire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leonte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#timandre,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#heraut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#charmide,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cheree,0.0,0.0,0.0,0.09090909090909091,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#eriphile,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
#melite,0.0,0.0,0.0,0.19047619047619047,0.09523809523809523,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.19047619047619047,0.0,0.047619047619047616,0.0
#prisonnier,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0
#le-geolier,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tersandre,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
#polemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#le-juge,0.0,0.0,0.0,0.23529411764705882,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705
#sostrate,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0
