VALEUR,#hippolite,#le-choeur,#la-pretresse,#choeur-de-chasseurs,#oenone,#phedre,#la-grande-pretresse,#choeur-general,#choeur-des-femmes,#choeur-de-pretresses,#un-coriphee,#le-peuple #les-grands,#un-coriphee #choeurs,#le-peuple,#phedre #hippolite,#choeur-de-guerriers,#choeurs-de-femmes,#thesee,#choeur-du-peuple,#hippolite-et-chasseurs,#un-chasseur
#la-grande-pretresse,0.3333333333333333,2.438095238095238,0.047619047619047616,0.19047619047619047,1.0059523809523812,0.3214285714285715,19.047619047619047,5.142857142857144,8.595238095238097,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616
#choeur-general,0.0,2.314285714285715,0.14285714285714285,0.3214285714285715,0.017857142857142842,0.04761904761904765,5.142857142857144,15.428571428571432,10.285714285714288,5.142857142857144,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,5.142857142857144,5.142857142857144,1.5238095238095237,0.7619047619047619,0.14285714285714285,5.142857142857144
#choeur-des-femmes,0.1666666666666667,0.5761904761904763,0.09523809523809523,0.38095238095238093,0.07440476190476193,0.017857142857142842,8.595238095238097,10.285714285714288,17.190476190476193,8.595238095238097,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.09523809523809523,8.595238095238097,8.595238095238097,0.3214285714285715,1.7857142857142858,0.09523809523809523,0.09523809523809523
#la-grande-pretresse,0.3333333333333333,2.438095238095238,0.047619047619047616,0.19047619047619047,1.0059523809523812,0.3214285714285715,19.047619047619047,5.142857142857144,8.595238095238097,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616
#un-coriphee,0.3333333333333333,2.438095238095238,0.047619047619047616,0.19047619047619047,1.0059523809523812,0.3214285714285715,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616
#un-coriphee,0.3333333333333333,2.438095238095238,0.047619047619047616,0.19047619047619047,1.0059523809523812,0.3214285714285715,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616
#un-coriphee,0.3333333333333333,2.438095238095238,0.047619047619047616,0.19047619047619047,1.0059523809523812,0.3214285714285715,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,5.142857142857144,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616
#le-peuple,1.0,0.11428571428571437,0.14285714285714285,0.5714285714285714,0.642857142857143,0.04761904761904765,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,5.142857142857144,5.142857142857144,5.142857142857144,15.428571428571432,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.023809523809523826,0.7619047619047619,0.14285714285714285,0.14285714285714285
#phedre #hippolite,1.3333333333333337,0.23809523809523808,0.047619047619047616,0.19047619047619047,1.0059523809523812,0.3214285714285715,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,19.047619047619047,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616
#choeur-de-guerriers,1.3333333333333337,0.23809523809523808,0.047619047619047616,0.19047619047619047,0.38095238095238093,0.5714285714285714,0.047619047619047616,5.142857142857144,8.595238095238097,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,1.7857142857142858,5.142857142857144,0.047619047619047616,0.047619047619047616
#choeur-de-guerriers,1.3333333333333337,0.23809523809523808,0.047619047619047616,0.19047619047619047,0.38095238095238093,0.5714285714285714,0.047619047619047616,5.142857142857144,8.595238095238097,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,1.7857142857142858,5.142857142857144,0.047619047619047616,0.047619047619047616
#thesee,0.0,0.12857142857142848,0.2857142857142857,0.642857142857143,0.7232142857142856,1.7202380952380951,0.2857142857142857,1.5238095238095237,0.3214285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.023809523809523826,0.2857142857142857,1.7857142857142858,1.7857142857142858,10.714285714285714,1.5238095238095237,1.7857142857142858,1.7857142857142858
#choeur-du-peuple,0.0,0.7142857142857142,0.14285714285714285,0.5714285714285714,1.1428571428571428,1.7142857142857142,0.14285714285714285,0.7619047619047619,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7619047619047619,0.14285714285714285,5.142857142857144,5.142857142857144,1.5238095238095237,15.428571428571432,0.14285714285714285,0.14285714285714285
#hippolite-et-chasseurs,1.3333333333333337,0.23809523809523808,0.047619047619047616,3.4404761904761907,0.38095238095238093,0.5714285714285714,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,1.7857142857142858,0.14285714285714285,19.047619047619047,0.047619047619047616
#un-chasseur,0.3333333333333333,2.438095238095238,0.047619047619047616,3.4404761904761907,0.38095238095238093,0.3214285714285715,0.047619047619047616,5.142857142857144,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,1.7857142857142858,0.14285714285714285,0.047619047619047616,19.047619047619047
Successions,#hippolite,#le-choeur,#la-pretresse,#choeur-de-chasseurs,#oenone,#phedre,#la-grande-pretresse,#choeur-general,#choeur-des-femmes,#choeur-de-pretresses,#un-coriphee,#le-peuple #les-grands,#un-coriphee #choeurs,#le-peuple,#phedre #hippolite,#choeur-de-guerriers,#choeurs-de-femmes,#thesee,#choeur-du-peuple,#hippolite-et-chasseurs,#un-chasseur
#hippolite,0.021739130434782608,0.043478260869565216,0.0,0.17391304347826086,0.043478260869565216,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41304347826086957,0.0,0.0,0.0
#le-choeur,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-pretresse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-chasseurs,0.7272727272727273,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
#oenone,0.0,0.03773584905660377,0.0,0.0,0.0,0.8113207547169812,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.0,0.0,0.05660377358490566,0.0,0.0,0.0
#phedre,0.21052631578947367,0.039473684210526314,0.0,0.013157894736842105,0.5657894736842105,0.02631578947368421,0.0,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.013157894736842105,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.013157894736842105
#la-grande-pretresse,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-general,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
#choeur-des-femmes,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-pretresses,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-coriphee,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-pretresses,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-coriphee #choeurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-peuple,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
#phedre #hippolite,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-guerriers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
#choeurs-de-femmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
#thesee,0.4473684210526316,0.0,0.0,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.07894736842105263
#choeur-du-peuple,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0
#hippolite-et-chasseurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#un-chasseur,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
