VALEUR,#le-portier,#le-cavalier,#deuxieme-cavalier,#premier-cavalier,#un-laquais,#premier-laquais,#un-garde,#un-bretteur,#un-joueur,#le-garde,#la-bouquetiere,#un-homme,#un-bourgeois,#le-bourgeois,#le-jeune-homme,#des-pages,#un-page,#le-tire-laine,#un-spectateur,#la-distributrice,#une-voix,#un-marquis,#cuigy,#le-marquis,#la-salle,#brissaille,#lignere,#premier-marquis,#christian,#les-violons,#deuxieme-marquis,#ligniere,#le-chef-des-violons,#le-public,#ragueneau,#le-bret,#de-guiche,#le-spectateur,#des-voix,#le-parterre,#montfleury,#la-voix,#tous,#cyrano,#les-marquis,#la-foule,#une-dame,#un-seigneur,#les-loges,#bellerose,#jodelet,#les-uns,#les-autres,#un-jeune-homme,#le-vieux-bourgeois,#les-precieuses,#le-facheux,#le-vicomte-de-valvert,#le-vicomte,#un-chevau-leger,#une-femme,#voix-de-femme,#un-mousquetaire,#la-duegne,#une-comedienne,#la-comedienne,#les-femmes,#premier-patissier,#deuxieme-patissier,#troisieme-patissier,#quatrieme-patissier,#cinquieme-patissier,#le-cuisinier,#l-apprenti,#lise,#premier-enfant,#deuxieme-enfant,#premier-poete,#deuxieme-poete,#troisieme-poete,#quatrieme-poete,#cinquieme-poete,#le-mousquetaire,#les-poetes,#un-poete,#roxane,#carbon,#les-cadets,#un-cadet,#deuxieme-cadet,#troisieme-cadet,#plusieurs-gascons,#premier-cadet,#des-gens,#un-petit-marquis,#second-marquis,#renaudot,#le-poete,#quelqu-un,#le-cadet,#un-porteur,#un-autre-cadet,#le-page,#tous-les-deux,#les-pages,#premier-page,#deuxieme-page,#le-capucin,#la-sentinelle,#quatrieme-cadet,#le-premier-cadet,#le-pecheur,#le-chasseur,#la-voix-d-une-sentinelle,#le-baron-hillot,#un-autre,#un-troisieme-cadet,#les-piquiers,#cadets,#soldats-espagnols,#un-officier-espagnol,#soeur-marthe,#mere-marguerite,#soeur-claire,#les-soeurs,#le-duc,#une-soeur
#le-public,0.19565217391304346,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,2.094202898550724,16.64009661835749,5.797101449275362,0.06521739130434782,3.306763285024155,5.797101449275362,5.797101449275362,3.306763285024155,0.9468599033816427,3.306763285024155,6.61352657004831,3.306763285024155,11.594202898550725,3.306763285024155,13.398550724637683,26.797101449275367,2.502288329519451,13.398550724637683,26.797101449275367,5.797101449275362,13.398550724637683,40.19565217391305,1.0671497584541065,1.0671497584541065,2.785507246376812,13.398550724637683,13.398550724637683,5.797101449275362,5.797101449275362,13.398550724637683,2.785507246376812,0.03498964803312628,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.13043478260869565,0.4565217391304348,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.2608695652173913,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.06521739130434782,0.09972394755003444,0.11133069828721996,0.32608695652173914,0.6521739130434783,0.19565217391304346,0.2608695652173913,0.06521739130434782,0.6469979296066252,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.2608695652173913,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.19565217391304346,5.797101449275362,0.06521739130434782,0.19565217391304346,0.06521739130434782,0.06521739130434782,13.398550724637683,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.19565217391304346,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.13043478260869565
#ragueneau,0.00048309178743961286,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,2.2043478260869565,1.0671497584541065,0.18550724637681157,0.32608695652173914,1.0671497584541065,0.18550724637681157,0.18550724637681157,1.0671497584541065,2.134299516908213,1.0671497584541065,2.134299516908213,1.0671497584541065,2.2043478260869565,1.0671497584541065,1.392753623188406,2.785507246376812,0.23073989321128924,1.392753623188406,2.785507246376812,0.18550724637681157,1.392753623188406,1.0671497584541065,20.89130434782609,3.451304347826087,0.16753623188405806,1.392753623188406,1.392753623188406,2.785507246376812,2.785507246376812,1.392753623188406,0.9275362318840582,0.1749482401656318,1.392753623188406,2.785507246376812,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,0.18550724637681157,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,2.785507246376812,0.7207039337474119,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,5.571014492753624,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,0.18550724637681157,1.392753623188406,1.392753623188406,0.10496894409937882,0.047562582345191055,0.08376811594202903,0.16753623188405806,0.00048309178743961286,0.37101449275362314,1.392753623188406,0.2254658385093168,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,2.2043478260869565,1.392753623188406,1.392753623188406,1.392753623188406,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.9782608695652174,0.6521739130434783,0.32608695652173914,0.9782608695652174,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.392753623188406,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.392753623188406,1.392753623188406,1.392753623188406,0.9782608695652174,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.392753623188406,0.18550724637681157
#le-bret,1.0671497584541065,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,2.2043478260869565,1.0671497584541065,0.18550724637681157,0.32608695652173914,1.0671497584541065,0.18550724637681157,0.18550724637681157,1.0671497584541065,4.734299516908213,1.0671497584541065,4.734299516908213,1.0671497584541065,2.2043478260869565,4.178260869565218,1.392753623188406,2.785507246376812,0.23073989321128924,1.392753623188406,2.785507246376812,2.785507246376812,1.392753623188406,1.0671497584541065,3.451304347826087,20.89130434782609,0.9275362318840582,1.392753623188406,1.392753623188406,2.785507246376812,2.785507246376812,1.392753623188406,4.287536231884059,0.03018633540372656,1.392753623188406,2.785507246376812,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,2.785507246376812,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,0.18550724637681157,2.282608695652174,1.392753623188406,1.392753623188406,1.392753623188406,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.3043478260869565,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.6521739130434783,0.32608695652173914,0.32608695652173914,0.10496894409937882,1.6233201581027668,1.1504347826086958,2.3008695652173916,1.0671497584541065,2.2043478260869565,1.392753623188406,1.2921325051759838,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406,0.37101449275362314,1.392753623188406,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.9782608695652174,0.18550724637681157,0.32608695652173914,0.00048309178743961286,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.392753623188406,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.392753623188406,1.392753623188406,1.392753623188406,0.9782608695652174,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.392753623188406,0.18550724637681157
#de-guiche,0.18550724637681157,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,5.219565217391305,0.18550724637681157,0.43478260869565216,0.21739130434782608,2.785507246376812,0.7347826086956523,0.7347826086956523,0.18550724637681157,5.571014492753624,2.785507246376812,2.2043478260869565,0.18550724637681157,1.4695652173913045,0.18550724637681157,0.21739130434782608,0.7347826086956523,0.8462242562929065,0.21739130434782608,0.7347826086956523,0.43478260869565216,0.21739130434782608,2.785507246376812,0.1675362318840578,0.9275362318840576,28.17391304347826,2.8173913043478267,2.8173913043478267,5.634782608695653,5.634782608695653,2.8173913043478267,3.6739130434782616,0.2544099378881984,2.8173913043478267,5.634782608695653,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,0.7347826086956523,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,0.7347826086956523,0.17888198757763982,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.8695652173913043,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.43478260869565216,0.21739130434782608,0.21739130434782608,0.4509316770186336,2.8458498023715415,0.0069565217391304255,1.533913043478261,2.785507246376812,0.019565217391304356,2.8173913043478267,4.0360248447204965,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,1.4695652173913045,2.8173913043478267,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.18550724637681157,0.7347826086956523,0.21739130434782608,0.18550724637681157,0.21739130434782608,0.21739130434782608,2.8173913043478267,0.21739130434782608,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,0.6521739130434783,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.43478260869565216
#le-spectateur,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,13.398550724637683,0.043478260869565216,0.021739130434782608,13.398550724637683,21.043478260869566,21.043478260869566,0.06521739130434782,5.797101449275362,13.398550724637683,5.797101449275362,0.06521739130434782,9.58695652173913,0.06521739130434782,0.021739130434782608,21.043478260869566,0.8340961098398169,0.021739130434782608,21.043478260869566,0.043478260869565216,0.021739130434782608,13.398550724637683,1.392753623188406,1.392753623188406,2.8173913043478267,44.02173913043478,44.02173913043478,21.043478260869566,21.043478260869566,44.02173913043478,2.8173913043478267,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#le-spectateur,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,13.398550724637683,0.043478260869565216,0.021739130434782608,13.398550724637683,21.043478260869566,21.043478260869566,0.06521739130434782,5.797101449275362,13.398550724637683,5.797101449275362,0.06521739130434782,9.58695652173913,0.06521739130434782,0.021739130434782608,21.043478260869566,0.8340961098398169,0.021739130434782608,21.043478260869566,0.043478260869565216,0.021739130434782608,13.398550724637683,1.392753623188406,1.392753623188406,2.8173913043478267,44.02173913043478,44.02173913043478,21.043478260869566,21.043478260869566,44.02173913043478,2.8173913043478267,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#le-parterre,5.797101449275362,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,19.17391304347826,5.797101449275362,0.08695652173913043,0.043478260869565216,26.797101449275367,9.58695652173913,9.58695652173913,5.797101449275362,11.594202898550725,26.797101449275367,11.594202898550725,5.797101449275362,19.17391304347826,0.13043478260869565,0.043478260869565216,9.58695652173913,0.03661327231121281,0.043478260869565216,9.58695652173913,0.08695652173913043,0.043478260869565216,5.797101449275362,2.785507246376812,2.785507246376812,5.634782608695653,21.043478260869566,21.043478260869566,42.08695652173913,42.08695652173913,21.043478260869566,5.634782608695653,0.1503105590062111,21.043478260869566,9.58695652173913,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,9.58695652173913,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,9.58695652173913,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.4782608695652174,0.21739130434782608,0.43478260869565216,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043
#le-parterre,5.797101449275362,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,19.17391304347826,5.797101449275362,0.08695652173913043,0.043478260869565216,26.797101449275367,9.58695652173913,9.58695652173913,5.797101449275362,11.594202898550725,26.797101449275367,11.594202898550725,5.797101449275362,19.17391304347826,0.13043478260869565,0.043478260869565216,9.58695652173913,0.03661327231121281,0.043478260869565216,9.58695652173913,0.08695652173913043,0.043478260869565216,5.797101449275362,2.785507246376812,2.785507246376812,5.634782608695653,21.043478260869566,21.043478260869566,42.08695652173913,42.08695652173913,21.043478260869566,5.634782608695653,0.1503105590062111,21.043478260869566,9.58695652173913,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,9.58695652173913,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,9.58695652173913,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.4782608695652174,0.21739130434782608,0.43478260869565216,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043
#le-spectateur,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,13.398550724637683,0.043478260869565216,0.021739130434782608,13.398550724637683,21.043478260869566,21.043478260869566,0.06521739130434782,5.797101449275362,13.398550724637683,5.797101449275362,0.06521739130434782,9.58695652173913,0.06521739130434782,0.021739130434782608,21.043478260869566,0.8340961098398169,0.021739130434782608,21.043478260869566,0.043478260869565216,0.021739130434782608,13.398550724637683,1.392753623188406,1.392753623188406,2.8173913043478267,44.02173913043478,44.02173913043478,21.043478260869566,21.043478260869566,44.02173913043478,2.8173913043478267,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#tous,0.18550724637681157,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,5.219565217391305,0.18550724637681157,0.43478260869565216,0.21739130434782608,2.785507246376812,0.7347826086956523,0.7347826086956523,0.18550724637681157,5.571014492753624,2.785507246376812,5.571014492753624,0.18550724637681157,1.4695652173913045,2.785507246376812,0.21739130434782608,0.7347826086956523,0.18306636155606423,0.21739130434782608,0.7347826086956523,0.7347826086956523,0.21739130434782608,2.785507246376812,0.9275362318840576,4.287536231884057,3.6739130434782616,2.8173913043478267,2.8173913043478267,5.634782608695653,5.634782608695653,2.8173913043478267,28.17391304347826,0.2544099378881984,2.8173913043478267,5.634782608695653,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,5.634782608695653,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,0.7347826086956523,1.5217391304347827,2.8173913043478267,2.8173913043478267,2.8173913043478267,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.8695652173913043,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.43478260869565216,0.21739130434782608,0.21739130434782608,0.5366459627329191,8.882213438735178,7.8069565217391315,6.733913043478262,2.785507246376812,11.269565217391307,2.8173913043478267,13.178881987577634,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,5.219565217391305,2.8173913043478267,2.8173913043478267,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.6521739130434783,0.7347826086956523,2.8173913043478267,2.785507246376812,2.8173913043478267,2.8173913043478267,2.8173913043478267,2.8173913043478267,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.6521739130434783,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.43478260869565216
#cyrano,0.03498964803312628,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.0006211180124223531,0.7207039337474119,1.5217391304347825,0.7608695652173912,0.03498964803312628,0.17888198757763968,0.17888198757763968,0.7207039337474119,0.04140786749482405,0.03498964803312628,0.06997929606625256,0.7207039337474119,0.35776397515527936,0.03498964803312628,0.7608695652173912,0.17888198757763968,0.4474991827394571,0.7608695652173912,0.17888198757763968,0.17888198757763968,0.7608695652173912,0.03498964803312628,0.17494824016563137,0.030186335403726748,0.2544099378881987,0.07515527950310565,0.07515527950310565,0.1503105590062113,0.1503105590062113,0.07515527950310565,0.2544099378881987,2.6304347826086936,0.07515527950310565,0.1503105590062113,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.1503105590062113,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.1503105590062113,0.08527062999112685,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.35776397515527936,0.7608695652173912,0.7608695652173912,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.1503105590062113,0.07515527950310565,0.07515527950310565,2.9577048210590053e-05,0.31761716544325225,0.010062111801242234,0.2544099378881987,0.2254658385093168,0.0006211180124223531,0.07515527950310565,0.526086956521739,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.3006211180124226,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.2254658385093168,0.1503105590062113,0.7608695652173912,0.03498964803312628,0.7608695652173912,0.7608695652173912,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.07515527950310565,0.7207039337474119,0.7608695652173912,0.7608695652173912,0.7608695652173912,0.7608695652173912,1.5217391304347825
