VALEUR,#trajan,#placide,#plotine,#tyrsis,#lysis,#trajane,#agapite,#teopiste,#agapite #teopiste,#eustache,#matelot,#teopiste-fils,#flore,#le-pere,#arbilan,#le-messager,#amintor,#la-fortune,#la-fleur,#teopiste-mere,#ormond,#un-soldat
#flore,0.21739130434782608,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.4782608695652174,0.043478260869565216,1.2228260869565217,0.043478260869565216,0.13043478260869565,21.043478260869566,21.043478260869566,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.043478260869565216
#flore,0.21739130434782608,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.4782608695652174,0.043478260869565216,1.2228260869565217,0.043478260869565216,0.13043478260869565,21.043478260869566,21.043478260869566,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.043478260869565216
#arbilan,0.7669565217391305,0.43478260869565216,0.019565217391304356,0.6521739130434783,0.43478260869565216,0.43478260869565216,0.07101449275362319,0.8094861660079051,0.21739130434782608,0.03913043478260871,0.21739130434782608,0.18550724637681157,0.21739130434782608,0.21739130434782608,14.08695652173913,2.785507246376812,0.6521739130434783,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.7669565217391305,0.21739130434782608
#le-messager,2.785507246376812,0.2608695652173913,0.43840579710144933,0.3913043478260869,2.094202898550724,0.2608695652173913,0.7826086956521738,1.4347826086956523,0.13043478260869565,0.0018115942028985484,0.13043478260869565,0.3913043478260869,0.13043478260869565,0.13043478260869565,2.785507246376812,17.39130434782609,0.3913043478260869,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.6521739130434783,0.13043478260869565
#amintor,0.6521739130434783,0.2608695652173913,0.5217391304347826,0.3913043478260869,0.2608695652173913,0.2608695652173913,0.060386473429951744,1.7075098814229244,0.13043478260869565,0.0018115942028985484,0.13043478260869565,0.3913043478260869,0.13043478260869565,0.13043478260869565,0.6521739130434783,0.3913043478260869,17.39130434782609,5.797101449275362,5.797101449275362,0.13043478260869565,0.6521739130434783,0.13043478260869565
#la-fortune,0.21739130434782608,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.08695652173913043,2.094202898550724,0.5691699604743082,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.13043478260869565,5.797101449275362,21.043478260869566,21.043478260869566,0.043478260869565216,0.21739130434782608,0.043478260869565216
#la-fortune,0.21739130434782608,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.08695652173913043,2.094202898550724,0.5691699604743082,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.13043478260869565,5.797101449275362,21.043478260869566,21.043478260869566,0.043478260869565216,0.21739130434782608,0.043478260869565216
#teopiste-mere,0.21739130434782608,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.08695652173913043,2.094202898550724,0.5691699604743082,0.043478260869565216,0.34782608695652173,0.043478260869565216,5.797101449275362,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.043478260869565216,21.043478260869566,0.21739130434782608,0.043478260869565216
#ormond,1.0869565217391304,0.43478260869565216,0.8695652173913043,0.6521739130434783,0.43478260869565216,0.43478260869565216,0.37101449275362314,0.06403162055335967,0.21739130434782608,0.03913043478260871,0.21739130434782608,0.18550724637681157,0.21739130434782608,0.21739130434782608,0.7669565217391305,0.6521739130434783,0.6521739130434783,0.21739130434782608,0.21739130434782608,0.21739130434782608,14.08695652173913,2.8173913043478267
#un-soldat,0.21739130434782608,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.08695652173913043,2.094202898550724,0.5691699604743082,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,2.8173913043478267,21.043478260869566
Successions,#trajan,#placide,#plotine,#tyrsis,#lysis,#trajane,#agapite,#teopiste,#agapite #teopiste,#eustache,#matelot,#teopiste-fils,#flore,#le-pere,#arbilan,#le-messager,#amintor,#la-fortune,#la-fleur,#teopiste-mere,#ormond,#un-soldat
#trajan,0.0,0.18181818181818182,0.4090909090909091,0.0,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
#placide,0.2857142857142857,0.0,0.07142857142857142,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#plotine,0.45,0.05,0.0,0.05,0.05,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tyrsis,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lysis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#trajane,0.125,0.5625,0.1875,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#agapite,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.6666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.0
#teopiste,0.0,0.0,0.07894736842105263,0.07894736842105263,0.0,0.013157894736842105,0.17105263157894737,0.13157894736842105,0.0,0.23684210526315788,0.039473684210526314,0.013157894736842105,0.0,0.0,0.0,0.0,0.11842105263157894,0.0,0.0,0.0,0.10526315789473684,0.013157894736842105
#agapite #teopiste,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#eustache,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.03333333333333333,0.3,0.0,0.016666666666666666,0.06666666666666667,0.03333333333333333,0.15,0.0,0.08333333333333333,0.03333333333333333,0.016666666666666666,0.0,0.0,0.0,0.25,0.0
#matelot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#teopiste-fils,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#flore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-pere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arbilan,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.15384615384615385,0.0
#le-messager,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#amintor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0
#la-fortune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0
#la-fleur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0
#teopiste-mere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ormond,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.25806451612903225,0.0,0.45161290322580644,0.0,0.03225806451612903,0.0,0.0,0.0967741935483871,0.0,0.03225806451612903,0.0,0.0,0.0,0.06451612903225806,0.03225806451612903
#un-soldat,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
