VALEUR,#cornelie,#caton,#julie,#sextus,#magnus,#brutus,#statillius,#martia,#portius,#philante,#lucius,#petrole,#cesar
#lucius,1.1818181818181817,0.30622009569378006,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.10227272727272725,0.4545454545454546,0.6363636363636364,4.0,0.09090909090909091,27.272727272727277,0.18181818181818182,0.09090909090909091
#petrole,0.7878787878787878,0.019936204146730484,0.24242424242424243,0.12121212121212122,0.12121212121212122,0.48484848484848486,0.30303030303030304,0.4242424242424243,0.1666666666666667,0.06060606060606061,0.18181818181818182,29.12121212121212,0.06060606060606061
#cesar,0.9324009324009325,0.3125996810207336,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.24242424242424243,0.15151515151515152,2.9264069264069263,1.3333333333333337,0.030303030303030304,0.09090909090909091,0.06060606060606061,31.03030303030303
Successions,#cornelie,#caton,#julie,#sextus,#magnus,#brutus,#statillius,#martia,#portius,#philante,#lucius,#petrole,#cesar
#cornelie,0.021739130434782608,0.2391304347826087,0.2826086956521739,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.2826086956521739,0.021739130434782608,0.0,0.021739130434782608,0.0,0.043478260869565216
#caton,0.208955223880597,0.014925373134328358,0.0,0.0,0.0,0.19402985074626866,0.08955223880597014,0.07462686567164178,0.23880597014925373,0.0,0.1044776119402985,0.029850746268656716,0.04477611940298507
#julie,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
#sextus,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#magnus,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#brutus,0.0,0.6190476190476191,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.14285714285714285,0.0,0.0
#statillius,0.0,0.8181818181818182,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#martia,0.631578947368421,0.21052631578947367,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
#portius,0.0,0.5833333333333334,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.0,0.125,0.125,0.0
#philante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#lucius,0.0,0.6428571428571429,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
#petrole,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
#cesar,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
