VALEUR,#carrille,#leonor,#don-juan,#don-lope,#don-felix,#paquette,#ormin,#thomasse,#une-voix,#don-gaspard,#le-prevot,#l-ombre,#thomas,#rollin,#amarille,#voix-1ere,#voix-2eme
#ormin,0.7878787878787878,0.06060606060606061,0.8181818181818182,0.2727272727272727,0.30303030303030304,4.751515151515152,31.03030303030303,4.751515151515152,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304
#thomasse,0.0009324009324009308,0.30303030303030304,0.2909090909090909,1.3636363636363635,1.5151515151515151,13.877575757575755,4.751515151515152,23.757575757575754,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.30303030303030304,0.30303030303030304,0.4545454545454546,0.15151515151515152,0.15151515151515152,0.15151515151515152
#une-voix,0.057109557109557126,0.06060606060606061,0.8181818181818182,0.2727272727272727,0.30303030303030304,0.15151515151515152,0.030303030303030304,0.15151515151515152,31.03030303030303,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304
#don-gaspard,0.7878787878787878,0.06060606060606061,0.04040404040404038,1.9393939393939397,0.30303030303030304,0.15151515151515152,0.030303030303030304,0.15151515151515152,0.030303030303030304,31.03030303030303,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304
#le-prevot,0.057109557109557126,0.06060606060606061,0.04040404040404038,1.9393939393939397,1.6030303030303032,0.15151515151515152,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.030303030303030304,31.03030303030303,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304
#l-ombre,0.11421911421911425,0.12121212121212122,0.08080808080808076,0.3787878787878789,0.25606060606060604,0.30303030303030304,0.06060606060606061,0.30303030303030304,0.06060606060606061,0.06060606060606061,0.06060606060606061,29.12121212121212,0.12121212121212122,0.18181818181818182,0.06060606060606061,0.06060606060606061,0.06060606060606061
#thomas,0.21037296037296035,0.12121212121212122,0.24747474747474754,0.5454545454545454,0.6060606060606061,0.30303030303030304,0.06060606060606061,0.30303030303030304,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.12121212121212122,29.12121212121212,18.18181818181818,0.06060606060606061,0.06060606060606061,0.06060606060606061
#rollin,0.05594405594405585,0.18181818181818182,0.08417508417508418,0.8181818181818181,0.9090909090909092,0.4545454545454546,0.09090909090909091,0.4545454545454546,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,18.18181818181818,27.272727272727277,0.09090909090909091,0.09090909090909091,0.09090909090909091
#amarille,0.057109557109557126,0.06060606060606061,0.04040404040404038,0.2727272727272727,0.30303030303030304,0.15151515151515152,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.09090909090909091,31.03030303030303,0.030303030303030304,0.030303030303030304
#voix-1ere,0.057109557109557126,0.06060606060606061,0.04040404040404038,0.2727272727272727,0.30303030303030304,0.15151515151515152,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.030303030303030304,31.03030303030303,31.03030303030303
#voix-1ere,0.057109557109557126,0.06060606060606061,0.04040404040404038,0.2727272727272727,0.30303030303030304,0.15151515151515152,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.030303030303030304,31.03030303030303,31.03030303030303
Successions,#carrille,#leonor,#don-juan,#don-lope,#don-felix,#paquette,#ormin,#thomasse,#une-voix,#don-gaspard,#le-prevot,#l-ombre,#thomas,#rollin,#amarille,#voix-1ere,#voix-2eme
#carrille,0.009009009009009009,0.04954954954954955,0.6531531531531531,0.036036036036036036,0.036036036036036036,0.07207207207207207,0.0,0.03153153153153153,0.0045045045045045045,0.0,0.0045045045045045045,0.018018018018018018,0.0045045045045045045,0.05405405405405406,0.02252252252252252,0.0045045045045045045,0.0
#leonor,0.5263157894736842,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-juan,0.6398305084745762,0.03389830508474576,0.00847457627118644,0.046610169491525424,0.0635593220338983,0.029661016949152543,0.0,0.05084745762711865,0.0,0.012711864406779662,0.00847457627118644,0.0635593220338983,0.00423728813559322,0.00423728813559322,0.012711864406779662,0.00847457627118644,0.012711864406779662
#don-lope,0.27586206896551724,0.0,0.4827586206896552,0.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-felix,0.1935483870967742,0.0,0.4838709677419355,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0967741935483871,0.0,0.0,0.0,0.0,0.0
#paquette,0.43243243243243246,0.0,0.1891891891891892,0.0,0.0,0.0,0.05405405405405406,0.32432432432432434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ormin,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thomasse,0.06976744186046512,0.0,0.3488372093023256,0.0,0.0,0.27906976744186046,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-voix,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-gaspard,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-prevot,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-ombre,0.22727272727272727,0.0,0.5454545454545454,0.13636363636363635,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thomas,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0
#rollin,0.5625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0
#amarille,0.625,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#voix-1ere,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#voix-2eme,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
