VALEUR,#lucas,#claudine,#suzon,#madame-sara,#durillon,#zacharie,#trapolin,#guillaume,#dubois,#le-laquais,#urbine,#craquinet,#cangrene,#dargentac,#la-baronne,#clitandre,#madame-malprofit,#daudinet,#un-laquais,#le-fiacre,#chicanenville,#jasmin
#trapolin,1.544385026737968,3.3696524064171127,3.088770053475936,0.13368983957219255,0.5422459893048123,0.11645870469399898,6.352941176470584,0.19251336898395718,0.29987659399424166,0.38502673796791437,0.19251336898395718,0.19251336898395718,0.19251336898395718,0.5775401069518717,0.06684491978609627,0.001782531194295901,0.19251336898395718,0.19251336898395718,0.19251336898395718,0.38502673796791437,0.6470588235294118,0.06684491978609627
#guillaume,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,0.29411764705882354,3.8431372549019605,0.19251336898395718,49.01960784313725,0.2549019607843137,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098
#dubois,1.2745098039215685,2.0392156862745097,0.9413273001508293,0.0003770739064856685,0.8696832579185522,0.7300150829562597,0.29987659399424094,0.2549019607843137,28.313725490196088,0.4713423831070891,0.2549019607843137,2.177978883861237,0.2549019607843137,0.7647058823529412,0.5098039215686274,0.0723981900452489,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.4713423831070891,2.177978883861237,0.4713423831070891
#le-laquais,0.19607843137254902,0.3137254901960784,0.39215686274509803,0.1568627450980392,0.28823529411764703,0.35294117647058826,0.38502673796791437,0.0392156862745098,0.4713423831070891,47.07843137254902,23.53921568627451,0.0392156862745098,0.0392156862745098,0.11764705882352941,0.0784313725490196,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0784313725490196
#urbine,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,1.6941176470588233,0.17647058823529413,0.19251336898395718,0.0196078431372549,0.2549019607843137,23.53921568627451,49.01960784313725,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098
#craquinet,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,1.6941176470588233,0.17647058823529413,0.19251336898395718,0.0196078431372549,2.177978883861237,0.0392156862745098,0.0196078431372549,49.01960784313725,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098
#cangrene,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,1.6941176470588233,0.17647058823529413,0.19251336898395718,0.0196078431372549,0.2549019607843137,0.0392156862745098,0.0196078431372549,0.0196078431372549,49.01960784313725,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098
#dargentac,0.29411764705882354,0.47058823529411764,0.5882352941176471,0.23529411764705882,0.01568627450980393,0.5294117647058824,0.5775401069518714,0.058823529411764705,0.7647058823529412,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,45.176470588235304,0.11764705882352941,0.1764705882352941,0.058823529411764705,0.058823529411764705,15.058823529411764,6.617647058823529,0.058823529411764705,0.11764705882352941
#la-baronne,0.19607843137254902,0.3137254901960784,0.39215686274509803,0.1568627450980392,3.3882352941176466,0.35294117647058826,0.06684491978609627,0.0392156862745098,0.5098039215686274,0.0784313725490196,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.11764705882352941,47.07843137254902,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0784313725490196
#clitandre,0.29411764705882354,0.47058823529411764,3.3882352941176466,2.485294117647059,0.8823529411764706,0.41830065359477125,0.0017825311942958873,0.058823529411764705,0.0723981900452489,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.1764705882352941,0.11764705882352941,45.176470588235304,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941
#madame-malprofit,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,0.29411764705882354,0.17647058823529413,0.19251336898395718,0.0196078431372549,0.2549019607843137,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.058823529411764705,49.01960784313725,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098
#daudinet,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,1.6941176470588233,0.17647058823529413,0.19251336898395718,0.0196078431372549,0.2549019607843137,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0196078431372549,49.01960784313725,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098
#un-laquais,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,0.29411764705882354,0.17647058823529413,0.19251336898395718,0.0196078431372549,0.2549019607843137,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,15.058823529411764,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0196078431372549,49.01960784313725,0.0392156862745098,0.0196078431372549,0.0392156862745098
#le-fiacre,0.19607843137254902,0.3137254901960784,0.39215686274509803,0.1568627450980392,0.5882352941176471,0.35294117647058826,0.38502673796791437,0.0392156862745098,0.4713423831070891,0.0784313725490196,0.0392156862745098,0.0392156862745098,0.0392156862745098,6.617647058823529,0.0784313725490196,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.0392156862745098,47.07843137254902,0.0392156862745098,0.0784313725490196
#chicanenville,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.0784313725490196,0.29411764705882354,0.17647058823529413,0.6470588235294118,0.0196078431372549,2.177978883861237,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,49.01960784313725,0.0392156862745098
#jasmin,0.19607843137254902,0.3137254901960784,0.39215686274509803,0.1568627450980392,0.5882352941176471,1.1862745098039214,0.06684491978609627,0.0392156862745098,0.4713423831070891,0.0784313725490196,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.11764705882352941,0.0784313725490196,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0392156862745098,47.07843137254902
Successions,#lucas,#claudine,#suzon,#madame-sara,#durillon,#zacharie,#trapolin,#guillaume,#dubois,#le-laquais,#urbine,#craquinet,#cangrene,#dargentac,#la-baronne,#clitandre,#madame-malprofit,#daudinet,#un-laquais,#le-fiacre,#chicanenville,#jasmin
#lucas,0.0,0.5555555555555556,0.15555555555555556,0.0,0.0,0.26666666666666666,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#claudine,0.5555555555555556,0.022222222222222223,0.2222222222222222,0.0,0.0,0.17777777777777778,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#suzon,0.13846153846153847,0.13846153846153847,0.015384615384615385,0.13846153846153847,0.23076923076923078,0.24615384615384617,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0
#madame-sara,0.043478260869565216,0.0,0.391304347826087,0.0,0.0,0.43478260869565216,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
#durillon,0.0,0.0,0.14018691588785046,0.0,0.0,0.0,0.38317757009345793,0.0,0.037383177570093455,0.0,0.04672897196261682,0.0,0.07476635514018691,0.06542056074766354,0.11214953271028037,0.0,0.0,0.14018691588785046,0.0,0.0,0.0,0.0
#zacharie,0.16666666666666666,0.13636363636363635,0.25757575757575757,0.15151515151515152,0.0,0.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
#trapolin,0.0,0.0,0.01532567049808429,0.01532567049808429,0.13409961685823754,0.06896551724137931,0.022988505747126436,0.0038314176245210726,0.19157088122605365,0.007662835249042145,0.038314176245210725,0.038314176245210725,0.06896551724137931,0.10727969348659004,0.034482758620689655,0.09195402298850575,0.07662835249042145,0.06896551724137931,0.0,0.01532567049808429,0.0,0.0
#guillaume,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dubois,0.0,0.0,0.0,0.0,0.0684931506849315,0.0,0.684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.2328767123287671,0.0
#le-laquais,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#urbine,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#craquinet,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cangrene,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.5769230769230769,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dargentac,0.0,0.0,0.0,0.0,0.24324324324324326,0.0,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0,0.0
#la-baronne,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clitandre,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#guillaume,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#daudinet,0.0,0.0,0.0,0.0,0.48484848484848486,0.0,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#guillaume,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-fiacre,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#chicanenville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jasmin,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
