VALEUR,#toinette,#angelique,#valere,#le-nourricier,#la-nourrice,#la-petite-fille,#la-mie,#la-nourice,#la-femme-du-viellard,#la-femme-du-vieillard,#le-femme-du-vieillard,#le-vourricier,#le-vieillard,#la-veuve,#toienette,#le-nouricier
#la-mie,0.03963599595551065,1.0465116279069768,1.0465116279069768,0.5708010335917314,0.04252491694352154,3.4613953488372085,33.581395348837205,0.23255813953488372,0.11627906976744186,1.0465116279069768,0.11627906976744186,0.11627906976744186,1.3953488372093024,1.0465116279069768,0.11627906976744186,0.23255813953488372
#la-nourice,0.808897876643074,0.4186046511627907,0.4186046511627907,0.031653746770025824,1.3970099667774085,0.23255813953488372,0.23255813953488372,39.093023255813954,0.04651162790697674,0.4186046511627907,0.04651162790697674,0.04651162790697674,0.3498062015503876,0.8074935400516793,19.546511627906977,0.09302325581395347
#la-femme-du-viellard,0.404448938321537,2.9870801033591725,0.20930232558139536,0.8074935400516793,0.16279069767441862,0.11627906976744186,0.11627906976744186,0.04651162790697674,41.02325581395348,2.9870801033591725,41.02325581395348,41.02325581395348,0.27906976744186046,0.20930232558139536,0.02325581395348837,0.04651162790697674
#la-femme-du-vieillard,0.007190203347938459,0.661498708010336,0.661498708010336,0.014355440712029854,0.19527500922849747,0.002067183462532307,1.0465116279069768,0.41860465116279066,2.987080103359174,26.88372093023256,2.987080103359174,2.987080103359174,8.020887166236005,2.3775480907263855,0.20930232558139533,0.41860465116279066
#la-femme-du-viellard,0.404448938321537,2.9870801033591725,0.20930232558139536,0.8074935400516793,0.16279069767441862,0.11627906976744186,0.11627906976744186,0.04651162790697674,41.02325581395348,2.9870801033591725,41.02325581395348,41.02325581395348,0.27906976744186046,0.20930232558139536,0.02325581395348837,0.04651162790697674
#la-femme-du-viellard,0.404448938321537,2.9870801033591725,0.20930232558139536,0.8074935400516793,0.16279069767441862,0.11627906976744186,0.11627906976744186,0.04651162790697674,41.02325581395348,2.9870801033591725,41.02325581395348,41.02325581395348,0.27906976744186046,0.20930232558139536,0.02325581395348837,0.04651162790697674
#le-vieillard,0.9113582743511959,0.9097760551248922,0.1042204995693368,0.00010766580534022432,0.0011074197120708683,0.11201550387596901,1.3953488372093024,0.3498062015503876,0.27906976744186046,8.020887166236005,0.27906976744186046,0.27906976744186046,22.348837209302335,8.020887166236005,1.8624031007751936,0.5581395348837209
#la-veuve,0.6835187057633971,0.007177720356014927,0.661498708010336,0.4032443296009187,0.19527500922849747,0.002067183462532307,1.0465116279069768,0.8074935400516797,0.20930232558139533,2.3775480907263855,0.20930232558139533,0.20930232558139533,8.020887166236005,26.88372093023256,2.987080103359174,5.974160206718348
#toienette,0.404448938321537,0.20930232558139536,0.20930232558139536,0.4186046511627907,0.16279069767441862,0.11627906976744186,0.11627906976744186,19.546511627906977,0.02325581395348837,0.20930232558139536,0.02325581395348837,0.02325581395348837,1.8624031007751936,2.9870801033591725,41.02325581395348,0.04651162790697674
#le-nouricier,1.069767441860465,0.8074935400516793,0.8074935400516793,1.6149870801033586,0.32558139534883723,0.23255813953488372,0.23255813953488372,0.09302325581395347,0.04651162790697674,0.4186046511627907,0.04651162790697674,0.04651162790697674,0.5581395348837209,5.974160206718345,0.04651162790697674,39.093023255813954
Successions,#toinette,#angelique,#valere,#le-nourricier,#la-nourrice,#la-petite-fille,#la-mie,#la-nourice,#la-femme-du-viellard,#la-femme-du-vieillard,#le-femme-du-vieillard,#le-vourricier,#le-vieillard,#la-veuve,#toienette,#le-nouricier
#toinette,0.038461538461538464,0.2564102564102564,0.10256410256410256,0.20512820512820512,0.05128205128205128,0.01282051282051282,0.1794871794871795,0.0,0.01282051282051282,0.02564102564102564,0.0,0.01282051282051282,0.0641025641025641,0.038461538461538464,0.0,0.0
#angelique,0.6363636363636364,0.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.030303030303030304,0.0,0.0
#valere,0.19047619047619047,0.5238095238095238,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
#le-nourricier,0.28125,0.0,0.03125,0.0,0.171875,0.015625,0.078125,0.015625,0.0,0.0,0.0,0.0,0.265625,0.140625,0.0,0.0
#la-nourrice,0.125,0.0,0.0,0.5,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-petite-fille,0.1,0.0,0.0,0.1,0.25,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.15,0.0,0.0
#la-mie,0.46153846153846156,0.0,0.0,0.19230769230769232,0.15384615384615385,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-nourice,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
#la-femme-du-viellard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-femme-du-vieillard,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.15789473684210525,0.0,0.0
#la-femme-du-viellard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-vourricier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#le-vieillard,0.09523809523809523,0.015873015873015872,0.0,0.25396825396825395,0.0,0.06349206349206349,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4603174603174603,0.0,0.0
#la-veuve,0.04,0.0,0.02,0.18,0.0,0.02,0.0,0.04,0.0,0.08,0.0,0.0,0.58,0.0,0.0,0.04
#toienette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#le-nouricier,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
