VALEUR,#ulysse,#circe,#ulysse #circe,#le-loup,#le-cochon,#la-poule,#le-taureau,#la-linotte,#le-dauphin,#arlequin,#un-musicien,#le-choeur,#une-danseuse
#arlequin,0.22857142857142848,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,3.2000000000000006,9.599999999999998,3.2000000000000006,3.2000000000000006,3.2000000000000006
#un-musicien,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.2000000000000006,13.066666666666668,13.066666666666668,13.066666666666668
#un-musicien,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.2000000000000006,13.066666666666668,13.066666666666668,13.066666666666668
#un-musicien,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.2000000000000006,13.066666666666668,13.066666666666668,13.066666666666668
Successions,#ulysse,#circe,#ulysse #circe,#le-loup,#le-cochon,#la-poule,#le-taureau,#la-linotte,#le-dauphin,#arlequin,#un-musicien,#le-choeur,#une-danseuse
#ulysse,0.07954545454545454,0.18181818181818182,0.011363636363636364,0.14772727272727273,0.125,0.06818181818181818,0.1590909090909091,0.07954545454545454,0.09090909090909091,0.056818181818181816,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#circe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arlequin,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
#un-musicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
#le-choeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4
#une-danseuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
