VALEUR,#la-fee,#la-fee-des-plaisirs,#le-choeur,#le-suivant-de-la-fee,#la-sagesse,#melisende,#blandonie,#darinel,#finette,#inegilde,#lambethie,#zizime,#cleonide,#astur,#inegilde #cleonide,#une-habitante-de-l-ile,#le-petit-choeur,#un-habitant-de-l-ile,#zirphilin,#astibel,#astibem,#logistille,#une-fee-des-plasirs,#trio,#un-suivant-de-l-ile
#blandonie,0.45652173913043476,0.30434782608695654,0.45652173913043476,0.30434782608695654,0.15217391304347827,0.7546583850931678,33.06521739130435,0.03498964803312628,0.35776397515527936,0.07763975155279508,0.45652173913043476,0.30434782608695654,1.4360248447204973,1.2921325051759838,0.15217391304347827,0.45652173913043476,0.30434782608695654,0.30434782608695654,0.5031055900621116,0.07515527950310565,0.15217391304347827,4.72360248447205,0.15217391304347827,0.15217391304347827,0.15217391304347827
#darinel,0.9782608695652174,0.6521739130434783,0.9782608695652174,0.6521739130434783,0.32608695652173914,0.21304347826086958,0.03498964803312628,20.89130434782609,0.03507246376811599,0.28405797101449276,0.9782608695652174,0.6521739130434783,1.5675362318840578,0.0024154589371980693,0.32608695652173914,0.00048309178743961286,0.6521739130434783,0.6521739130434783,4.408695652173913,0.24376811594202893,0.32608695652173914,1.392753623188406,1.392753623188406,1.392753623188406,1.392753623188406
#finette,1.3043478260869565,0.8695652173913043,1.3043478260869565,0.8695652173913043,0.43478260869565216,0.009057971014492761,0.35776397515527963,0.03507246376811586,14.695652173913047,5.250271739130435,0.07101449275362319,0.019565217391304356,0.027826086956521702,0.04173913043478269,0.7347826086956523,1.3043478260869565,0.8695652173913043,0.8695652173913043,1.8282608695652176,0.013913043478260851,0.43478260869565216,0.7347826086956523,0.43478260869565216,0.43478260869565216,0.43478260869565216
#inegilde,1.0434782608695652,0.6956521739130435,1.0434782608695652,0.6956521739130435,0.34782608695652173,0.16349637681159426,0.07763975155279508,0.28405797101449276,5.250271739130435,19.565217391304348,0.8768115942028987,0.6956521739130435,0.06576086956521737,0.11739130434782606,1.2228260869565217,1.0434782608695652,0.6956521739130435,0.6956521739130435,0.016983695652173926,0.03913043478260871,0.34782608695652173,1.2228260869565217,0.34782608695652173,0.34782608695652173,0.34782608695652173
#lambethie,0.19565217391304346,0.13043478260869565,0.19565217391304346,0.13043478260869565,0.06521739130434782,0.060386473429951744,0.4565217391304348,0.9782608695652174,0.07101449275362319,0.8768115942028987,40.19565217391305,0.13043478260869565,0.6521739130434783,0.00048309178743961286,0.06521739130434782,0.19565217391304346,0.13043478260869565,0.13043478260869565,0.5217391304347826,0.32608695652173914,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782
#zizime,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.5217391304347826,0.30434782608695654,0.6521739130434783,0.019565217391304356,0.6956521739130435,0.13043478260869565,42.08695652173913,0.43478260869565216,0.18550724637681157,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.34782608695652173,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216
#cleonide,0.6521739130434783,0.43478260869565216,0.6521739130434783,0.43478260869565216,0.21739130434782608,0.9920289855072464,1.4360248447204964,1.567536231884058,0.027826086956521702,0.06576086956521737,0.6521739130434783,0.43478260869565216,28.17391304347826,0.9275362318840576,2.8173913043478267,0.6521739130434783,0.43478260869565216,0.43478260869565216,0.9141304347826088,0.0069565217391304255,2.8173913043478267,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608
#astur,0.9782608695652174,0.6521739130434783,0.9782608695652174,0.6521739130434783,0.32608695652173914,0.30193236714975846,1.2921325051759838,0.0024154589371980693,0.041739130434782556,0.11739130434782606,0.00048309178743961286,0.18550724637681157,0.9275362318840582,20.89130434782609,1.392753623188406,0.9782608695652174,0.6521739130434783,0.6521739130434783,0.7420289855072463,1.1504347826086958,0.32608695652173914,1.392753623188406,0.32608695652173914,0.32608695652173914,0.32608695652173914
#inegilde #cleonide,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.2608695652173913,0.15217391304347827,0.32608695652173914,0.7347826086956523,1.2228260869565217,0.06521739130434782,0.043478260869565216,2.8173913043478267,1.392753623188406,44.02173913043478,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
#une-habitante-de-l-ile,0.19565217391304346,0.13043478260869565,16.64009661835749,0.13043478260869565,0.06521739130434782,0.7826086956521738,0.4565217391304348,0.00048309178743961286,1.3043478260869565,1.0434782608695652,0.19565217391304346,0.13043478260869565,0.6521739130434783,0.9782608695652174,0.06521739130434782,40.19565217391305,26.797101449275367,26.797101449275367,0.5217391304347826,0.32608695652173914,0.06521739130434782,0.06521739130434782,13.398550724637683,13.398550724637683,13.398550724637683
#le-petit-choeur,0.13043478260869565,0.08695652173913043,26.797101449275367,0.08695652173913043,0.043478260869565216,0.5217391304347826,0.30434782608695654,0.6521739130434783,0.8695652173913043,0.6956521739130435,0.13043478260869565,0.08695652173913043,0.43478260869565216,0.6521739130434783,0.043478260869565216,26.797101449275367,42.08695652173913,42.08695652173913,0.34782608695652173,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216
#le-petit-choeur,0.13043478260869565,0.08695652173913043,26.797101449275367,0.08695652173913043,0.043478260869565216,0.5217391304347826,0.30434782608695654,0.6521739130434783,0.8695652173913043,0.6956521739130435,0.13043478260869565,0.08695652173913043,0.43478260869565216,0.6521739130434783,0.043478260869565216,26.797101449275367,42.08695652173913,42.08695652173913,0.34782608695652173,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216
#zirphilin,0.5217391304347826,0.34782608695652173,0.5217391304347826,0.34782608695652173,0.17391304347826086,0.5661231884057971,0.5031055900621116,4.408695652173913,1.8282608695652176,0.016983695652173926,0.5217391304347826,0.34782608695652173,0.9141304347826088,0.7420289855072463,0.17391304347826086,0.5217391304347826,0.34782608695652173,0.34782608695652173,31.391304347826086,0.019565217391304356,0.17391304347826086,3.9239130434782608,0.17391304347826086,0.17391304347826086,0.17391304347826086
#astibel,0.32608695652173914,0.21739130434782608,0.32608695652173914,0.21739130434782608,0.10869565217391304,5.571014492753624,0.07515527950310555,0.24376811594202907,0.013913043478260851,0.03913043478260871,0.32608695652173914,0.21739130434782608,0.0069565217391304255,1.1504347826086954,0.10869565217391304,0.32608695652173914,0.21739130434782608,0.21739130434782608,0.019565217391304356,36.54347826086956,7.308695652173913,7.308695652173913,0.10869565217391304,0.10869565217391304,0.10869565217391304
#astibem,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.2608695652173913,0.15217391304347827,0.32608695652173914,0.43478260869565216,0.34782608695652173,0.06521739130434782,0.043478260869565216,2.8173913043478267,0.32608695652173914,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.17391304347826086,7.308695652173913,44.02173913043478,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
#logistille,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.021739130434782608,2.094202898550724,4.72360248447205,1.392753623188406,0.7347826086956523,1.2228260869565217,0.06521739130434782,0.043478260869565216,0.21739130434782608,1.392753623188406,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,3.9239130434782608,7.308695652173913,0.021739130434782608,44.02173913043478,0.021739130434782608,0.021739130434782608,0.021739130434782608
#une-fee-des-plasirs,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.2608695652173913,0.15217391304347827,1.392753623188406,0.43478260869565216,0.34782608695652173,0.06521739130434782,0.043478260869565216,0.21739130434782608,0.32608695652173914,0.021739130434782608,13.398550724637683,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.10869565217391304,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478
#une-fee-des-plasirs,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.2608695652173913,0.15217391304347827,1.392753623188406,0.43478260869565216,0.34782608695652173,0.06521739130434782,0.043478260869565216,0.21739130434782608,0.32608695652173914,0.021739130434782608,13.398550724637683,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.10869565217391304,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478
#une-fee-des-plasirs,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.2608695652173913,0.15217391304347827,1.392753623188406,0.43478260869565216,0.34782608695652173,0.06521739130434782,0.043478260869565216,0.21739130434782608,0.32608695652173914,0.021739130434782608,13.398550724637683,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.10869565217391304,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478
Successions,#la-fee,#la-fee-des-plaisirs,#le-choeur,#le-suivant-de-la-fee,#la-sagesse,#melisende,#blandonie,#darinel,#finette,#inegilde,#lambethie,#zizime,#cleonide,#astur,#inegilde #cleonide,#une-habitante-de-l-ile,#le-petit-choeur,#un-habitant-de-l-ile,#zirphilin,#astibel,#astibem,#logistille,#une-fee-des-plasirs,#trio,#un-suivant-de-l-ile
#la-fee,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-fee-des-plaisirs,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-suivant-de-la-fee,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-sagesse,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#melisende,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.16666666666666666,0.25,0.1875,0.041666666666666664,0.020833333333333332,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.020833333333333332,0.10416666666666667,0.0,0.0,0.0,0.0,0.0
#blandonie,0.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.0,0.16129032258064516,0.06451612903225806,0.0,0.0,0.0,0.12903225806451613,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0
#darinel,0.0,0.0,0.0,0.0,0.0,0.14492753623188406,0.14492753623188406,0.0,0.2463768115942029,0.13043478260869565,0.0,0.0,0.0,0.11594202898550725,0.0,0.014492753623188406,0.0,0.0,0.2028985507246377,0.0,0.0,0.0,0.0,0.0,0.0
#finette,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.02702702702702703,0.22972972972972974,0.013513513513513514,0.35135135135135137,0.0,0.013513513513513514,0.02702702702702703,0.12162162162162163,0.0,0.0,0.0,0.013513513513513514,0.10810810810810811,0.0,0.0,0.013513513513513514,0.0,0.0,0.0
#inegilde,0.0,0.0,0.0,0.0,0.0,0.11320754716981132,0.018867924528301886,0.1509433962264151,0.4716981132075472,0.0,0.03773584905660377,0.0,0.03773584905660377,0.11320754716981132,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0
#lambethie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#zizime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cleonide,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.04,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.2,0.04,0.0,0.0,0.0,0.0
#astur,0.0,0.0,0.0,0.0,0.0,0.14754098360655737,0.04918032786885246,0.13114754098360656,0.18032786885245902,0.11475409836065574,0.01639344262295082,0.01639344262295082,0.13114754098360656,0.01639344262295082,0.01639344262295082,0.0,0.0,0.01639344262295082,0.06557377049180328,0.01639344262295082,0.0,0.08196721311475409,0.0,0.0,0.0
#inegilde #cleonide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-habitante-de-l-ile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
#le-petit-choeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-habitant-de-l-ile,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#zirphilin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.0,0.0,0.058823529411764705,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0
#astibel,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#astibem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#logistille,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-fee-des-plasirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-fee-des-plasirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-suivant-de-l-ile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
