VALEUR,#le-magister,#lepine,#monsieur-grimaudin,#madame-la-roche,#martine,#angelique,#madame-perrinelle,#le-greffier,#clitandre,#maugrebleu,#colin,#la-suissesse,#le-choeur,#un-procureur,#deux-procureurs,#une-petite-paysanne,#une-paysanne,#le-barbier,#la-meuniere,#le-procureur-fiscal
#madame-perrinelle,0.75,0.5,0.25,0.0,0.25,0.05,13.5,6.035714285714286,0.32142857142857145,1.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
#le-greffier,0.875,0.2976190476190476,2.1488095238095237,0.04761904761904754,0.29166666666666663,0.20119047619047606,6.035714285714286,12.041666666666664,0.5314625850340139,0.20119047619047606,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663
#clitandre,0.017857142857142856,0.5833333333333334,1.005952380952381,0.04761904761904754,0.29166666666666663,1.6297619047619043,0.32142857142857145,0.5314625850340139,12.041666666666664,0.20119047619047606,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.29166666666666663
#maugrebleu,0.225,0.016666666666666666,0.008333333333333333,0.26666666666666655,0.20833333333333331,0.8816666666666665,1.25,0.20119047619047606,0.20119047619047606,15.041666666666663,0.20833333333333331,3.008333333333334,3.008333333333334,3.008333333333334,3.008333333333334,3.008333333333334,3.008333333333334,3.008333333333334,3.008333333333334,3.008333333333334
#colin,0.125,0.08333333333333333,1.0416666666666667,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,0.20833333333333334,22.04166666666667,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
#la-suissesse,6.125,0.75,0.375,0.3333333333333333,0.041666666666666664,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,3.008333333333333,0.041666666666666664,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667,22.04166666666667
Successions,#le-magister,#lepine,#monsieur-grimaudin,#madame-la-roche,#martine,#angelique,#madame-perrinelle,#le-greffier,#clitandre,#maugrebleu,#colin,#la-suissesse,#le-choeur,#un-procureur,#deux-procureurs,#une-petite-paysanne,#une-paysanne,#le-barbier,#la-meuniere,#le-procureur-fiscal
#le-magister,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lepine,0.10989010989010989,0.01098901098901099,0.3516483516483517,0.02197802197802198,0.0,0.01098901098901099,0.04395604395604396,0.04395604395604396,0.31868131868131866,0.07692307692307693,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-grimaudin,0.0,0.5245901639344263,0.0,0.16393442622950818,0.03278688524590164,0.0,0.01639344262295082,0.06557377049180328,0.01639344262295082,0.16393442622950818,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-la-roche,0.0,0.09302325581395349,0.18604651162790697,0.0,0.0,0.4186046511627907,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.18604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#martine,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#angelique,0.0,0.07142857142857142,0.03571428571428571,0.6428571428571429,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-perrinelle,0.0,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.0,0.16666666666666666,0.0,0.4,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-greffier,0.0,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.0,0.0,0.5909090909090909,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clitandre,0.09803921568627451,0.5490196078431373,0.0196078431372549,0.11764705882352941,0.0,0.0392156862745098,0.09803921568627451,0.0,0.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#maugrebleu,0.0,0.17142857142857143,0.37142857142857144,0.14285714285714285,0.0,0.05714285714285714,0.0,0.02857142857142857,0.2,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#colin,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-suissesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
#un-procureur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
#deux-procureurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-petite-paysanne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#une-paysanne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#le-barbier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-barbier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-barbier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
