VALEUR,#tronchet,#lamoignon,#deseze,#garran-de-coulon,#barrere,#robespierre,#philippe-d-orleans,#lequinio,#kersaint,#charles-vilette,#marat,#manuel,#premier-commissaire,#deuxieme-commissaire,#louis-xvi,#le-dauphin,#le-ministre,#marie-antoinette,#elisabeth,#le-confesseur,#la-princesse,#santerre
#robespierre,0.16666666666666666,0.5,0.6666666666666666,1.3333333333333337,1.3333333333333337,12.5,12.5,4.166666666666668,4.166666666666668,0.16666666666666666,4.166666666666668,4.166666666666668,0.6666666666666666,0.5,1.6666666666666667,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
#lequinio,0.05555555555555555,0.16666666666666666,0.2222222222222222,7.111111111111111,7.111111111111111,4.166666666666668,4.166666666666668,16.055555555555557,16.055555555555557,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
#lequinio,0.05555555555555555,0.16666666666666666,0.2222222222222222,7.111111111111111,7.111111111111111,4.166666666666668,4.166666666666668,16.055555555555557,16.055555555555557,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
#charles-vilette,0.05555555555555555,0.16666666666666666,0.2222222222222222,7.111111111111111,7.111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.05555555555555555,16.055555555555557,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
#marat,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,4.166666666666668,4.166666666666668,0.05555555555555555,0.05555555555555555,0.05555555555555555,16.055555555555557,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
#manuel,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,4.166666666666668,4.166666666666668,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,16.055555555555557,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
#premier-commissaire,0.2222222222222222,0.1666666666666667,0.013888888888888902,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,10.88888888888889,8.16666666666667,0.02222222222222224,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222
#deuxieme-commissaire,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,8.16666666666667,12.5,0.2666666666666667,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
#louis-xvi,0.5555555555555556,0.06666666666666674,0.02222222222222224,1.1111111111111112,1.1111111111111112,1.6666666666666665,1.6666666666666665,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.02222222222222224,0.26666666666666655,3.5555555555555562,0.711111111111111,0.3555555555555555,0.711111111111111,0.711111111111111,0.3555555555555555,0.3555555555555555,0.3555555555555555
#le-dauphin,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.711111111111111,14.222222222222221,0.1111111111111111,2.7222222222222223,2.7222222222222223,7.111111111111111,7.111111111111111,7.111111111111111
#le-ministre,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.3555555555555555,0.1111111111111111,16.055555555555557,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
#marie-antoinette,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.711111111111111,2.7222222222222223,0.1111111111111111,14.222222222222221,14.222222222222221,7.111111111111111,7.111111111111111,7.111111111111111
#marie-antoinette,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.711111111111111,2.7222222222222223,0.1111111111111111,14.222222222222221,14.222222222222221,7.111111111111111,7.111111111111111,7.111111111111111
#le-confesseur,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.3555555555555555,7.111111111111111,0.05555555555555555,7.111111111111111,7.111111111111111,16.055555555555557,16.055555555555557,16.055555555555557
#le-confesseur,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.3555555555555555,7.111111111111111,0.05555555555555555,7.111111111111111,7.111111111111111,16.055555555555557,16.055555555555557,16.055555555555557
#le-confesseur,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.3555555555555555,7.111111111111111,0.05555555555555555,7.111111111111111,7.111111111111111,16.055555555555557,16.055555555555557,16.055555555555557
Successions,#tronchet,#lamoignon,#deseze,#garran-de-coulon,#barrere,#robespierre,#philippe-d-orleans,#lequinio,#kersaint,#charles-vilette,#marat,#manuel,#premier-commissaire,#deuxieme-commissaire,#louis-xvi,#le-dauphin,#le-ministre,#marie-antoinette,#elisabeth,#le-confesseur,#la-princesse,#santerre
#tronchet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lamoignon,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deseze,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#garran-de-coulon,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#barrere,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#robespierre,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philippe-d-orleans,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lequinio,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#kersaint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#charles-vilette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marat,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lequinio,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-commissaire,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
#deuxieme-commissaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#louis-xvi,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.14285714285714285,0.17857142857142858,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.03571428571428571,0.0,0.0
#le-dauphin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0
#le-ministre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marie-antoinette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2
#elisabeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#elisabeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#la-princesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
#santerre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
