VALEUR,#sganarelle,#gusman,#don-juan,#dona-elvire,#charlotte,#pierrot,#mathurine,#la-ramee,#francisque,#don-carlos,#don-alonse,#la-violette,#monsieur-dimanche,#don-louis,#ragotin,#la-statue,#le-spectre
#don-alonse,0.8148148148148148,0.037037037037037035,0.005925925925925926,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,7.111111111111111,25.03703703703704,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035
#la-violette,0.2432659932659932,0.07407407407407407,0.011851851851851851,0.14814814814814814,0.2962962962962963,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.07407407407407407,23.148148148148152,0.07407407407407407,4.898148148148148,0.07407407407407407,0.14814814814814814,0.07407407407407407
#monsieur-dimanche,0.04208754208754211,0.037037037037037035,0.005925925925925926,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.07407407407407407,25.03703703703704,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035
#don-louis,1.6296296296296295,0.07407407407407407,0.011851851851851851,0.14814814814814814,0.2962962962962963,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.07407407407407407,4.898148148148148,0.07407407407407407,23.148148148148152,0.07407407407407407,0.14814814814814814,0.07407407407407407
#ragotin,0.04208754208754211,0.037037037037037035,0.005925925925925926,11.574074074074076,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,25.03703703703704,0.07407407407407407,0.037037037037037035
#la-statue,0.08417508417508422,0.07407407407407407,0.011851851851851851,0.14814814814814814,0.2962962962962963,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.14814814814814814,0.07407407407407407,23.148148148148152,0.07407407407407407
#le-spectre,0.04208754208754211,0.037037037037037035,0.005925925925925926,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,25.03703703703704
Successions,#sganarelle,#gusman,#don-juan,#dona-elvire,#charlotte,#pierrot,#mathurine,#la-ramee,#francisque,#don-carlos,#don-alonse,#la-violette,#monsieur-dimanche,#don-louis,#ragotin,#la-statue,#le-spectre
#sganarelle,0.013793103448275862,0.034482758620689655,0.8137931034482758,0.027586206896551724,0.0,0.0,0.006896551724137931,0.0,0.0,0.006896551724137931,0.0,0.013793103448275862,0.06896551724137931,0.006896551724137931,0.0,0.0,0.006896551724137931
#gusman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-juan,0.4824561403508772,0.0,0.0043859649122807015,0.04824561403508772,0.11403508771929824,0.04824561403508772,0.039473684210526314,0.008771929824561403,0.0043859649122807015,0.08771929824561403,0.0,0.0043859649122807015,0.12280701754385964,0.013157894736842105,0.0043859649122807015,0.017543859649122806,0.0
#dona-elvire,0.5333333333333333,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#charlotte,0.03125,0.0,0.40625,0.0,0.0,0.421875,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pierrot,0.02631578947368421,0.0,0.23684210526315788,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mathurine,0.05263157894736842,0.0,0.42105263157894735,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-ramee,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#gusman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-carlos,0.07407407407407407,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0
#don-alonse,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-violette,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-dimanche,0.2631578947368421,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-louis,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
#ragotin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ragotin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ragotin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
