VALEUR,#amarille,#lucile,#don-philippe,#don-juan,#don-alvaros,#philipin,#phlippin,#don-pedre,#le-prevot,#archer,#un-pelerin,#le-pelerin,#philemon,#belinde,#oriane,#l-ombre
#don-pedre,3.681818181818181,0.030303030303030304,0.15151515151515152,0.5473484848484849,0.06060606060606061,0.1666666666666667,0.030303030303030304,31.03030303030303,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.21212121212121215,0.06060606060606061,0.09090909090909091,0.09090909090909091
#le-prevot,1.1136363636363635,0.06060606060606061,0.30303030303030304,0.9696969696969697,0.12121212121212122,0.0833333333333333,0.06060606060606061,0.06060606060606061,29.12121212121212,29.12121212121212,0.06060606060606061,0.06060606060606061,0.4242424242424243,0.12121212121212122,0.18181818181818182,0.18181818181818182
#le-prevot,1.1136363636363635,0.06060606060606061,0.30303030303030304,0.9696969696969697,0.12121212121212122,0.0833333333333333,0.06060606060606061,0.06060606060606061,29.12121212121212,29.12121212121212,0.06060606060606061,0.06060606060606061,0.4242424242424243,0.12121212121212122,0.18181818181818182,0.18181818181818182
#un-pelerin,0.18181818181818182,0.030303030303030304,0.15151515151515152,0.48484848484848486,0.06060606060606061,0.6666666666666666,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,31.03030303030303,0.030303030303030304,0.21212121212121215,0.06060606060606061,0.09090909090909091,0.09090909090909091
#le-pelerin,0.18181818181818182,0.030303030303030304,0.15151515151515152,0.5473484848484849,0.06060606060606061,0.1666666666666667,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.030303030303030304,31.03030303030303,0.21212121212121215,0.06060606060606061,0.09090909090909091,0.09090909090909091
#philemon,1.2727272727272727,0.21212121212121215,1.0606060606060606,0.5725108225108225,0.4242424242424243,0.3809523809523814,0.21212121212121215,0.21212121212121215,0.4242424242424243,0.4242424242424243,0.21212121212121215,0.21212121212121215,20.484848484848488,0.4242424242424243,0.6363636363636364,0.6363636363636364
#belinde,0.36363636363636365,0.06060606060606061,0.30303030303030304,0.0009469696969696953,0.12121212121212122,0.0833333333333333,0.06060606060606061,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.4242424242424243,29.12121212121212,18.18181818181818,0.18181818181818182
#oriane,0.5454545454545454,0.09090909090909091,0.4545454545454546,0.14204545454545456,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.6363636363636364,18.18181818181818,27.272727272727277,0.2727272727272727
#l-ombre,0.5454545454545454,0.09090909090909091,0.4545454545454546,1.6420454545454544,0.18181818181818182,0.5,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.18181818181818182,0.2727272727272727,27.272727272727277
Successions,#amarille,#lucile,#don-philippe,#don-juan,#don-alvaros,#philipin,#phlippin,#don-pedre,#le-prevot,#archer,#un-pelerin,#le-pelerin,#philemon,#belinde,#oriane,#l-ombre
#amarille,0.0,0.28125,0.46875,0.03125,0.0,0.0,0.03125,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lucile,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-philippe,0.4375,0.03125,0.0,0.5,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-juan,0.009569377990430622,0.0,0.07655502392344497,0.0,0.04784688995215311,0.7177033492822966,0.0,0.004784688995215311,0.0,0.0,0.0,0.0430622009569378,0.023923444976076555,0.009569377990430622,0.014354066985645933,0.05263157894736842
#don-alvaros,0.0,0.0,0.0,0.5294117647058824,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philipin,0.00975609756097561,0.0,0.0,0.7268292682926829,0.03414634146341464,0.004878048780487805,0.0,0.0,0.04390243902439024,0.004878048780487805,0.004878048780487805,0.014634146341463415,0.05365853658536585,0.00975609756097561,0.04878048780487805,0.04390243902439024
#phlippin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-pedre,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-prevot,0.23529411764705882,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0
#archer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-pelerin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-pelerin,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philemon,0.0,0.0,0.030303030303030304,0.12121212121212122,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.0,0.0,0.0
#belinde,0.0,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0
#oriane,0.0,0.0,0.0,0.12903225806451613,0.0,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5806451612903226,0.0,0.0
#l-ombre,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
