VALEUR,#naïade,#eraste,#la-montagne,#lisandre,#orphise,#alcandre,#alcippe,#orante,#climene,#dorante,#caritides,#ormin,#filinte,#damis,#la-riviere,#l-epine
#orante,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,17.05263157894737,17.05263157894737,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#dorante,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,17.05263157894737,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#caritides,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,17.05263157894737,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#ormin,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,17.05263157894737,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#filinte,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,17.05263157894737,0.10526315789473684,0.05263157894736842,0.05263157894736842
#damis,0.10526315789473684,0.005847953216374281,0.631578947368421,0.10526315789473684,1.4824561403508774,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,15.210526315789474,7.605263157894737,7.605263157894737
#la-riviere,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,7.605263157894737,17.05263157894737,0.05263157894736842
#l-epine,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,4.491228070175438,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,7.605263157894737,0.05263157894736842,17.05263157894737
Successions,#naïade,#eraste,#la-montagne,#lisandre,#orphise,#alcandre,#alcippe,#orante,#climene,#dorante,#caritides,#ormin,#filinte,#damis,#la-riviere,#l-epine
#naïade,,,,,,,,,,,,,,,,
#eraste,0.009009009009009009,0.036036036036036036,0.34234234234234234,0.07207207207207207,0.06306306306306306,0.009009009009009009,0.036036036036036036,0.02702702702702703,0.018018018018018018,0.036036036036036036,0.11711711711711711,0.07207207207207207,0.10810810810810811,0.036036036036036036,0.009009009009009009,0.009009009009009009
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#orphise,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0
#alcandre,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#orante,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#climene,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#damis,0.0,0.75,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
#la-riviere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#la-montagne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
