Play Name,First closest,Average distance,First distance,Cast Matching 1,Second closest,Cast Matching 2
Etre Aimé,Les Bonnes Gens,0.03112313937753721,1.0,"[('le-roi1', ('le-roi2', 1.0))]","Dipné, Infante D'Irlande. Tragédie","(1.0, [('le-roi1', ('le-roi2', 1.0))])"
Hernani ou L'Honneur Castillan,La Belle Invisible,0.0982901580076817,4.0,"[('le-page1', ('le-page2', 1.0)), ('le-masque1', ('le-masque2', 1.0)), ('la-dame1', ('la-dame2', 1.0)), ('don-carlos1', ('don-carlos2', 1.0)), ('la-dame-masquee1', ('tous2', 0)), ('alfonce1', ('don-francisco2', 0)), ('lucille1', ('le-duc-de-lutzelbourg2', 0)), ('la-vice-reine1', ('un-conjure2', 0)), ('le-garde1', ('troisieme-conjure2', 0)), ('don-alvare1', ('don-gil-tellez-giron2', 0)), ('une-dame1', ('premier-conjure2', 0)), ('marcelle1', ('le-duc-de-baviere2', 0)), ('la-seconde-dame1', ('voix-dans-l-ombre2', 0)), ('don-leonard1', ('la-foule2', 0)), ('don-alexis1', ('les-conjures2', 0)), ('la-premiere-dame1', ('le-duc-de-gotha2', 0)), ('les-quatre-hommes-masques1', ('don-juan-de-haro2', 0)), ('don-pedre1', ('doña-josepha2', 0)), ('olympe1', ('don-garcie2', 0))]",Le Coligny,"(2.0, [('troisieme-conjure1', ('troisieme-conjure2', 1.0)), ('premier-conjure1', ('premier-conjure2', 1.0)), ('hamilton1', ('doña-josepha2', 0)), ('gondi1', ('la-foule2', 0)), ('renel1', ('tous2', 0)), ('beme1', ('le-masque2', 0)), ('un-protestant1', ('voix2', 0)), ('pardaillan1', ('don-juan-de-haro2', 0)), ('teligni1', ('le-duc-de-lutzelbourg2', 0)), ('quatrieme-conjure1', ('le-page2', 0)), ('bussi1', ('don-francisco2', 0)), ('un-garde1', ('voix-dans-l-ombre2', 0)), ('second-conjure1', ('deuxieme-conjure2', 0)), ('nevers1', ('la-dame2', 0)), ('desadrets1', ('don-garcie2', 0)), ('coligny1', ('un-conjure2', 0)), ('querchi1', ('le-duc-de-gotha2', 0)), ('tavanne1', ('les-conjures2', 0)), ('lavardin1', ('don-gil-tellez-giron2', 0)), ('marsillac1', ('le-duc-de-baviere2', 0))])"
Les Gueux,"Argélie, Reine de Thessalie",0.0,0,"[('clytie1', ('mouffetard2', 0)), ('argelie1', ('gedeon2', 0))]",Coriolan,"(0, [('coriolan1', ('gedeon2', 0)), ('albin1', ('mouffetard2', 0))])"
Prologue,Circé,0.014208389715832206,2.0,"[('jupiter1', ('jupiter2', 1.0)), ('la-comedie1', ('la-comedie2', 1.0)), ('mars1', ('la-tragedie2', 0))]",Les Amours de Jupiter et de Sémélé,"(1.0, [('jupiter1', ('jupiter2', 1.0)), ('thalie1', ('la-comedie2', 0)), ('melpomene1', ('la-tragedie2', 0))])"
Sur la Lisière d'un Bois,Endymion,0.0012855209742895805,1.0,"[('le-satyre1', ('le-satyre2', 1.0)), ('lycoris1', ('leo2', 0)), ('pan1', ('lea2', 0))]",Pan et Doris Pastorale,"(0.9, [('un-satyre1', ('le-satyre2', 0.9)), ('doris1', ('lea2', 0)), ('pan1', ('leo2', 0))])"
La Boite A Musique,La Pucelle d'Orléans,0.09121651874552256,2.0,"[('la-comtesse1', ('la-comtesse2', 1.0)), ('le-comte1', ('le-comte2', 1.0)), ('le-duc1', ('quatrieme-paysanne2', 0)), ('un-autre-soldat1', ('noemie-et-noellie2', 0)), ('dalinde1', ('premiere-paysanne2', 0)), ('destivet1', ('paysans-et-paysannes2', 0)), ('aronte1', ('deuxieme-paysanne2', 0)), ('l-ange1', ('georges2', 0)), ('mide1', ('premier-paysan2', 0)), ('un-du-peuple1', ('madame-bridanon2', 0)), ('le-baron1', ('bridanon2', 0)), ('un-soldat1', ('les-paysans2', 0)), ('canchon1', ('deuxieme-paysan2', 0)), ('la-pucelle1', ('paysannes2', 0)), ('le-garde1', ('paysans2', 0))]","L'Etrangleuse, Pièce en un Acte","(2.0, [('la-comtesse1', ('la-comtesse2', 1.0)), ('le-comte1', ('le-comte2', 1.0)), ('florestine1', ('georges2', 0)), ('le-grand-bibi1', ('quatrieme-paysanne2', 0)), ('benoit1', ('paysannes2', 0)), ('une-voix1', ('paysans2', 0))])"
La Maison des Dimanches,Notre Futur,0.0228311532100436,1.9,"[('henriette1', ('henriette2', 1.0)), ('valentine1', ('valentin2', 0.9))]",Les Libellistes,"(1.0, [('henriette1', ('henriette2', 1.0)), ('vander-alte1', ('madame-valentin2', 0)), ('berte1', ('bonhomme2', 0)), ('la-douceur1', ('rene2', 0)), ('rothenberg1', ('le-visiteur-espagnol2', 0)), ('le-tendre1', ('fanny2', 0)), ('le-baron1', ('valentin2', 0)), ('la-presse1', ('la-visiteuse-allemande2', 0)), ('madame-berg1', ('le-visiteur-anglais2', 0)), ('robert1', ('la-visiteuse-anglaise2', 0)), ('scharfmann1', ('rognelard2', 0)), ('wild1', ('finot2', 0)), ('franck1', ('le-visiteur-italien2', 0))])"
Une Nuit de Molière,Le Roi Attend,0.02706359945872801,2.0,"[('moliere1', ('moliere2', 1.0)), ('la-muse1', ('la-muse2', 1.0))]",Les Papilllotes,"(1.0, [('moliere1', ('moliere2', 1.0)), ('ninon1', ('la-muse2', 0))])"
Tyl l'Espiegle,Le Mariage Inattendu de Chérubin,0.13852804089610588,3.0,"[('la-comtesse1', ('la-comtesse2', 1.0)), ('nicolas1', ('nicolas2', 1.0)), ('le-comte1', ('le-comte2', 1.0)), ('fanchette1', ('num1e-docteur2', 0)), ('la-duchesse1', ('van-bock2', 0)), ('basile1', ('les-docteurs2', 0)), ('suzanne1', ('num0e-docteur2', 0)), ('antonio1', ('numer-docteur2', 0)), ('cherubin1', ('num2e-docteur2', 0)), ('brid-oison1', ('un-page2', 0)), ('figaro1', ('anna2', 0)), ('le-duc1', ('un-homme-d-armes2', 0)), ('la-fleur1', ('nume-docteur2', 0)), ('le-notaire1', ('tous2', 0))]",La Pucelle d'Orléans,"(2.0, [('la-comtesse1', ('la-comtesse2', 1.0)), ('le-comte1', ('le-comte2', 1.0)), ('un-soldat1', ('van-bock2', 0)), ('le-duc1', ('num0e-docteur2', 0)), ('un-du-peuple1', ('les-hommes-d-armes2', 0)), ('un-autre-soldat1', ('tyl2', 0)), ('l-ange1', ('nicolas2', 0)), ('le-garde1', ('num1e-docteur2', 0)), ('dalinde1', ('les-docteurs2', 0)), ('mide1', ('tous2', 0)), ('le-baron1', ('un-homme-d-armes2', 0)), ('canchon1', ('un-page2', 0)), ('la-pucelle1', ('num2e-docteur2', 0)), ('destivet1', ('nume-docteur2', 0)), ('aronte1', ('numer-docteur2', 0))])"
"L'Ingénu, ou Le Sauvage du Canada",Le Huron,0.014678038032232889,3.0,"[('gilotin1', ('gilotin2', 1.0)), ('kerkabon1', ('kerkabon2', 1.0)), ('l-officier1', ('l-officier2', 1.0)), ('m-et-mlle-de-kerkabon1', ('mademoiselle-de-saint-yves2', 0)), ('le-huron1', ('mademoiselle-de-kerkabon2', 0)), ('mlle-de-kerkabon1', ('les-amants2', 0)), ('mlle-de-saint-yves1', ('monsieur-de-kerkabon2', 0))]",Vénus Pélerine,"(1.0, [('l-officier1', ('l-officier2', 1.0)), ('la-jeune-fille1', ('mademoiselle-de-saint-yves2', 0)), ('le-voluptueux1', ('kerkabon2', 0)), ('momus1', ('gilotin2', 0)), ('le-calender1', ('mademoiselle-de-kerkabon2', 0)), ('le-dramaturge1', ('monsieur-de-kerkabon2', 0)), ('venus1', ('les-amants2', 0))])"
L'Inauguration du Théâtre Français,Daphné,0.06695421741091565,4.0,"[('thalie1', ('thalie2', 1.0)), ('apollon1', ('apollon2', 1.0)), ('mercure1', ('mercure2', 1.0)), ('melpomene1', ('melpomene2', 1.0)), ('le-genie-de-moliere1', ('philis-et-daphnis2', 0)), ('le-genie-de-corneille1', ('un-poete-satirique2', 0)), ('l-acteur-comique1', ('philis2', 0)), ('l-acteur-tragique1', ('daphnis2', 0)), ('la-cabale1', ('jupiter2', 0)), ('l-auteur-tragique1', ('une-muse-lyrique2', 0)), ('l-auteur-comique1', ('autre-muse-lyrique2', 0)), ('la-critique1', ('le-mechant-poete2', 0))]",Les Muses Rivales,"(4.0, [('thalie1', ('thalie2', 1.0)), ('apollon1', ('apollon2', 1.0)), ('mercure1', ('mercure2', 1.0)), ('melpomene1', ('melpomene2', 1.0)), ('le-genie-de-moliere1', ('uranie2', 0)), ('la-critique1', ('clio2', 0)), ('le-genie-de-corneille1', ('calliope2', 0)), ('la-cabale1', ('erato2', 0)), ('l-auteur-tragique1', ('momus2', 0)), ('l-auteur-comique1', ('euphrosine2', 0))])"
Poinsinet et Molière,Les Papilllotes,0.02571041948579161,1.0,"[('moliere1', ('moliere2', 1.0)), ('ninon1', ('poinsinet2', 0))]",Molière et ses Amis ou La Soirée d'Auteuil,"(1.0, [('moliere1', ('moliere2', 1.0)), ('laforet1', ('poinsinet2', 0))])"
"Pradon, Sifflé, Battu et Content",Le Pauvre Bougre et le Bon Génie,0.04871447902571042,1.0,"[('tous1', ('tous2', 1.0)), ('le-bon-genie1', ('chapelain2', 0)), ('le-pauvre-bougre1', ('valcour2', 0)), ('le-garçon1', ('dutremblet2', 0))]",Les Papilllotes,"(1.0, [('tous1', ('tous2', 1.0)), ('moliere1', ('angeline2', 0)), ('un-domestique1', ('pradon2', 0)), ('saint-pol1', ('chapelain2', 0)), ('germain1', ('valcour2', 0)), ('ninon1', ('dutremblet2', 0))])"
Ubu Roi,"L'Epidémie Pièce en un Acte Représentée A Paris, sur le Théâtre Antoine le 29 Avril 1898.",0.2226214550935457,5.928571428571429,"[('deuxieme-conseiller1', ('deuxieme-conseiller2', 1.0)), ('une-voix1', ('une-voix2', 1.0)), ('troisieme-conseiller1', ('troisieme-conseiller2', 1.0)), ('tous1', ('tous2', 1.0)), ('premier-conseiller1', ('premier-conseiller2', 1.0)), ('le-conseiller1', ('un-conseiller2', 0.9285714285714286)), ('boleslas1', ('le-membre-de-l-opposition2', 0)), ('le-messager1', ('le-membre-de-la-majorite2', 0)), ('le-roi1', ('quelques-voix2', 0)), ('les-autres1', ('membres-de-l-opposition-et-de-la-majorite2', 0)), ('le-jeune-bougrelas1', ('le-secretaire2', 0)), ('la-reine1', ('plusieurs-voix2', 0)), ('pere-ubu1', ('le-maire2', 0)), ('mere-ubu1', ('l-huissier2', 0)), ('capitaine-bordure1', ('le-tres-vieux-conseiller2', 0)), ('bougrelas1', ('le-docteur-triceps2', 0))]",Alceste ou Le Triomphe d'Alcide,"(4.0, [('choeur1', ('choeur2', 1.0)), ('soldats1', ('soldats2', 1.0)), ('tous1', ('tous2', 1.0)), ('l-ombre1', ('l-ombre2', 1.0)), ('pere-ubu1', ('la-nymphe-de-la-seine2', 0)), ('second-noble1', ('les-assiegeants2', 0)), ('le-jeune-bougrelas1', ('les-ombres2', 0)), ('cinquieme-noble1', ('choeur-des-thessaliens2', 0)), ('un-soldat1', ('une-femme-affligee2', 0)), ('autre-paysan1', ('tous-ensemble2', 0)), ('deuxieme-financier1', ('alcide2', 0)), ('le-greffier1', ('une-nymphe2', 0)), ('quatrieme-noble1', ('thetis2', 0)), ('michel-federovitch1', ('apollon2', 0)), ('troisieme-magistrat1', ('licomede2', 0)), ('financiers1', ('cephise2', 0)), ('capitaine-bordure1', ('proserpine2', 0)), ('le-messager1', ('pluton2', 0)), ('les-autres1', ('suivants-de-pluton2', 0)), ('le-roi1', ('une-ombre2', 0)), ('stanislas1', ('et-la-nymphe-de-la-seine2', 0)), ('un-paysan1', ('choeurs2', 0)), ('premier-conseiller1', ('la-gloire2', 0)), ('quatieme-noble1', ('eole2', 0)), ('troisieme-noble1', ('et-straton2', 0)), ('second-magistrat1', ('pheres2', 0)), ('une-voix1', ('la-nymphe-de-la-tuileries2', 0)), ('peuple1', ('le-choeur2', 0)), ('magistrats1', ('alceste2', 0)), ('alexis1', ('la-nymphe-des-tuileries2', 0)), ('troisieme-financier1', ('licas2', 0)), ('nobles1', ('cleante2', 0)), ('plusieurs-nobles1', ('deux-tritons2', 0)), ('mere-ubu1', ('alecton2', 0)), ('le-conseiller1', ('ensemble2', 0)), ('le-noble1', ('les-assieges2', 0)), ('un-magistrat1', ('admete2', 0)), ('paysans1', ('la-nymphe-de-la-marne2', 0)), ('bougrelas1', ('diane2', 0)), ('premier-financier1', ('straton2', 0)), ('la-reine1', ('caron2', 0)), ('boleslas1', ('autre-femme2', 0))])"
Molière en Ménage,Molière chez Ninon ou La Lecture de Tartuffe,0.04476770410464592,3.9166666666666665,"[('boileau1', ('boileau2', 1.0)), ('laforet1', ('laforet2', 1.0)), ('moliere1', ('moliere2', 1.0)), ('ninon1', ('nanon2', 0.9166666666666666)), ('un-seigneur1', ('paul-bouillot2', 0)), ('un-valet1', ('le-comte-doctius2', 0)), ('racine1', ('caramelli2', 0)), ('saint-alban1', ('le-marchand-de-ceruse2', 0)), ('un-page1', ('drapelard2', 0)), ('tous1', ('le-marquis-apricus2', 0)), ('corneille1', ('pantouffle2', 0)), ('la-fontaine1', ('dufour2', 0)), ('chapelle1', ('madame-moliere2', 0)), ('le-prince1', ('bouillot2', 0))]",Le Souper de Molière,"(3.0, [('boileau1', ('boileau2', 1.0)), ('laforet1', ('laforet2', 1.0)), ('moliere1', ('moliere2', 1.0)), ('mathurin1', ('caramelli2', 0)), ('tous1', ('le-marchand-de-ceruse2', 0)), ('antoine1', ('madame-moliere2', 0)), ('le-choeur1', ('bouillot2', 0)), ('madelon1', ('le-comte-doctius2', 0)), ('chapelle1', ('pantouffle2', 0)), ('la-fontaine1', ('dufour2', 0)), ('lulli1', ('le-marquis-apricus2', 0)), ('mignard1', ('paul-bouillot2', 0)), ('les-villageois1', ('drapelard2', 0))])"
Cléopâtre Captive,Cléopâtre,0.07210757780784843,2.0,"[('eras1', ('eras2', 1.0)), ('cleopatre1', ('cleopatre2', 1.0)), ('lucile1', ('seleuque2', 0)), ('epaphrodite1', ('l-ombre-d-antoine2', 0)), ('agripe1', ('choeur-de-femmes-alexandrines2', 0)), ('dircet1', ('proculee2', 0)), ('charmion1', ('agrippe2', 0)), ('les-deputes1', ('le-choeur2', 0)), ('eros1', ('charmium2', 0)), ('cesar1', ('octavien2', 0)), ('antoine1', ('prologue2', 0))]",Ragotin ou Le Roman Comique,"(1.9, [('cleopatre1', ('cleopatre2', 1.0)), ('eras1', ('eros2', 0.9)), ('prologue1', ('la-baguenaudiere2', 0)), ('choeur-de-femmes-alexandrines1', ('charmion2', 0)), ('octavien1', ('tous-ensemble2', 0)), ('proculee1', ('de-mousseverte2', 0)), ('seleuque1', ('de-boiscoupe2', 0)), ('charmium1', ('antoine2', 0)), ('agrippe1', ('le-decorateur2', 0)), ('le-choeur1', ('le-page2', 0)), ('l-ombre-d-antoine1', ('le-laquais2', 0))])"
Didon se Sacrifiant,Didon,0.07582318448353632,4.0,"[('didon1', ('didon2', 1.0)), ('enee1', ('enee2', 1.0)), ('achate1', ('achate2', 1.0)), ('barce1', ('barce2', 1.0)), ('le-choeur-des-troyens1', ('elise2', 0)), ('ascaigne1', ('iarbe2', 0)), ('palinure1', ('zama2', 0)), ('le-choeur1', ('madherbal2', 0))]",Le Turne de Virgile,"(1.9166666666666665, [('enee1', ('enee2', 1.0)), ('sidon1', ('didon2', 0.9166666666666666)), ('amata1', ('anne2', 0)), ('turne1', ('barce2', 0)), ('juturne1', ('le-choeur2', 0)), ('latinus1', ('achate2', 0)), ('lavinie1', ('le-choeur-des-troyens2', 0)), ('acate1', ('palinure2', 0)), ('tyrene1', ('ascaigne2', 0))])"
L'Eugène,Les Bonnes Gens,0.027799500905048936,1.0,"[('guillaume1', ('guillaume2', 1.0)), ('madame-guillaume1', ('prologue2', 0)), ('le-roi1', ('matthieu2', 0)), ('second-hussard1', ('pierre2', 0)), ('arlequin1', ('helene2', 0)), ('un-hussard1', ('arnault2', 0))]",L'Autre Tartuffe,"(1.0, [('guillaume1', ('guillaume2', 1.0)), ('almaviva1', ('pierre2', 0)), ('leon1', ('alix2', 0)), ('figaro1', ('helene2', 0)), ('florestine1', ('messire-jean2', 0)), ('begearss1', ('arnault2', 0)), ('madame-almaviva1', ('eugene2', 0)), ('suzann1', ('prologue2', 0)), ('le-comte1', ('florimond2', 0)), ('suzanne1', ('matthieu2', 0))])"
Molière,Molière au Théâtre,0.1510429053730813,3.0,"[('brecourt1', ('brecourt2', 1.0)), ('baron1', ('baron2', 1.0)), ('moliere1', ('moliere2', 1.0)), ('chapelle1', ('autre-ouvrier2', 0)), ('lucile1', ('un-ouvrier2', 0)), ('boileau1', ('troisieme-ouvrier2', 0)), ('lulli1', ('un-autre-ouvrier2', 0)), ('mademoiselle-de-brie1', ('un-vieil-ouvrier2', 0)), ('lathorilliere1', ('duparc2', 0))]",Une Collaboration,"(3.0, [('armande1', ('armande2', 1.0)), ('baron1', ('baron2', 1.0)), ('moliere1', ('moliere2', 1.0)), ('pierrette1', ('deuxieme-valet2', 0)), ('duparc1', ('corneille2', 0)), ('brecourt1', ('le-valet2', 0))])"
Adrienne Legouvreur,Les Mots à la Mode,0.0013531799729364006,1.0,"[('adrienne1', ('adrienne2', 1.0))]",Retour de Bruxelles,"(1.0, [('adrienne1', ('adrienne2', 1.0))])"
Cinq Mars et Richelieu,"Argélie, Reine de Thessalie",0.0,0,"[('argelie1', ('l-ouvrier2', 0)), ('clytie1', ('cinq-mars2', 0))]",Coriolan,"(0, [('albin1', ('cinq-mars2', 0)), ('coriolan1', ('l-ouvrier2', 0))])"
Fouquet à la Bastille,"Argélie, Reine de Thessalie",0.0,0,"[('argelie1', ('fouquet2', 0))]",Coriolan,"(0, [('coriolan1', ('fouquet2', 0))])"
Salomon de Caus A Bicêtre,Adam,0.0012686062246278756,0.9375,"[('salomon1', ('solomon2', 0.9375))]",Saül,"(0.9375, [('salomon1', ('solomon2', 0.9375))])"
La Soubrette de Molière,"Argélie, Reine de Thessalie",0.0,0,"[('argelie1', ('la-soubrette2', 0))]",Coriolan,"(0, [('coriolan1', ('la-soubrette2', 0))])"
Les Acteurs Déplacés l'Amant Comedien,Les Dehors Trompeurs,0.21797664830644406,3.0,"[('lisette1', ('lisette2', 1.0)), ('le-marquis1', ('le-marquis2', 1.0)), ('lucile1', ('lucile2', 1.0)), ('monsieur-de-forlis1', ('menelas2', 0)), ('celiante1', ('monsieur-de-mont-meny2', 0)), ('la-comtesse1', ('mademoiselle-dangeville2', 0)), ('champagne1', ('leda2', 0)), ('le-baron1', ('un-autre2', 0)), ('le-laquais1', ('doris2', 0))]",L'Homme du Jour,"(3.0, [('lisette1', ('lisette2', 1.0)), ('le-marquis1', ('le-marquis2', 1.0)), ('lucile1', ('lucile2', 1.0)), ('monsieur-de-forlis1', ('menelas2', 0)), ('celiante1', ('monsieur-de-mont-meny2', 0)), ('la-comtesse1', ('mademoiselle-dangeville2', 0)), ('champagne1', ('leda2', 0)), ('le-baron1', ('un-autre2', 0)), ('le-laquais1', ('doris2', 0))])"
L'Intrigue des Filous,La Soeur Valeureuse,0.04149892263051937,2.0,"[('lucidor1', ('lucidor2', 1.0)), ('olympe1', ('olympe2', 1.0)), ('ragonde1', ('soldat2', 0)), ('beronte1', ('oronte2', 0)), ('tersandre1', ('soldat-22', 0)), ('le-borgne1', ('le-roi-de-perse2', 0)), ('le-balafre1', ('le-page2', 0)), ('florinde1', ('soldat-32', 0)), ('le-bras-de-fer1', ('le-roi-de-thrace2', 0)), ('clorise1', ('le-page-d-oronte2', 0))]",La Comédie sans Comédie,"(1.9444444444444444, [('tersandre1', ('tersandre2', 1.0)), ('florinde1', ('clorinde2', 0.9444444444444444)), ('ragonde1', ('renaud2', 0)), ('clorise1', ('armide2', 0)), ('beronte1', ('jodelet2', 0)), ('le-balafre1', ('l-amour2', 0)), ('le-borgne1', ('un-triton-et-une-sirene2', 0)), ('le-bras-de-fer1', ('agis2', 0)), ('olympe1', ('arimon2', 0)), ('lucidor1', ('l-ombre2', 0))])"
Maître Galimathias pour le Grand Bal,Les Tragédies de M. de Voltaire,0.0013531799729364006,1.0,"[('mahomet1', ('mahomet2', 1.0)), ('zaïre1', ('le-fanfan2', 0)), ('artemire1', ('un-grenadin2', 0)), ('brutus1', ('le-grand-cam2', 0)), ('la-mort-de-cesar1', ('le-baillis-de-frisland2', 0)), ('eriphile1', ('le-grand-cacique2', 0)), ('merope1', ('le-baillif-de-groënland2', 0)), ('le-duc-de-foix1', ('le-grand-turc2', 0)), ('oedipe1', ('atabalipa2', 0)), ('herode-et-mariamne1', ('les-grenadins2', 0)), ('alzire1', ('la-douairiere2', 0)), ('semiramis1', ('pour-les-eunuques2', 0))]",Le Fanatisme,"(1.0, [('mahomet1', ('mahomet2', 1.0)), ('le-grand-turc1', ('seide2', 0)), ('atabalipa1', ('zopire2', 0)), ('le-baillis-de-frisland1', ('phanor2', 0)), ('pour-les-eunuques1', ('omar2', 0)), ('le-baillif-de-groënland1', ('palmire2', 0))])"
La Bradamante,Bradamante,0.023330289466960644,8.9,"[('renaud1', ('renaud2', 1.0)), ('charles1', ('charles2', 1.0)), ('ambassadeurs1', ('ambassadeurs2', 1.0)), ('marphise1', ('marphise2', 1.0)), ('bradamante1', ('bradamante2', 1.0)), ('roger1', ('roger2', 1.0)), ('leon1', ('leon2', 1.0)), ('aymon1', ('aymon2', 1.0)), ('hippalque1', ('hipalque2', 0.9)), ('charlemagne1', ('naymes2', 0)), ('nymes1', ('zenon2', 0))]","La Baguette de Vulcain, Comédie en un Acte","(2.0, [('bradamante1', ('bradamante2', 1.0)), ('roger1', ('roger2', 1.0)), ('melisse1', ('ambassadeurs2', 0)), ('floridan1', ('naymes2', 0)), ('brandimart1', ('charles2', 0)), ('zerbin1', ('marphise2', 0)), ('le-choeur1', ('aymon2', 0)), ('bradamnte1', ('leon2', 0)), ('le-druide1', ('zenon2', 0)), ('gabrine1', ('renaud2', 0))])"
Le Clarionte,Horatius Coclès.,0.09008752955809789,2.0,"[('un-soldat1', ('un-soldat2', 1.0)), ('le-soldat1', ('le-soldat2', 1.0)), ('le-peuple1', ('le-roi2', 0)), ('mutius1', ('le-sacrificateur2', 0)), ('choeur-general1', ('oracle2', 0)), ('le-depute1', ('melie2', 0)), ('horace1', ('un-page2', 0)), ('le-choeur1', ('le-geolier2', 0)), ('valerius1', ('flamidore2', 0)), ('choeur-des-romains1', ('fidamant2', 0)), ('choeur-des-romaines1', ('geronte2', 0)), ('un-romain1', ('ariston2', 0)), ('le-jeune-horace1', ('calliante2', 0))]",Arlequin Gentilhomme par Hasard,"(2.0, [('le-geolier1', ('le-geolier2', 1.0)), ('geronte1', ('geronte2', 1.0)), ('le-docteur1', ('un-page2', 0)), ('pierrot1', ('flamidore2', 0)), ('leandre1', ('le-sacrificateur2', 0)), ('isabelle1', ('calliante2', 0)), ('scaramouche1', ('un-soldat2', 0)), ('arlequin1', ('le-soldat2', 0)), ('la-chanteuse1', ('clarionte2', 0)), ('le-crocheteur1', ('le-roi2', 0)), ('mezzetin1', ('ariston2', 0)), ('leonore1', ('melie2', 0)), ('colombine1', ('fidamant2', 0)), ('octave1', ('oracle2', 0))])"
Edouard,Le Geôlier de Soi-Même,0.0648109596012167,2.0,"[('isabelle1', ('isabelle2', 1.0)), ('edouard1', ('edouard2', 1.0)), ('jodelet1', ('norfolk2', 0)), ('octave1', ('le-capitaine2', 0)), ('enrique1', ('warwick2', 0)), ('alfonse1', ('gloucester2', 0)), ('pascal1', ('mortimer2', 0)), ('flore1', ('bedford2', 0)), ('federic1', ('elips2', 0))]","La Coquette, ou L'Académie des Dames.","(2.0, [('isabelle1', ('isabelle2', 1.0)), ('le-capitaine1', ('le-capitaine2', 1.0)), ('mortimer1', ('arelquin2', 0)), ('edouard1', ('arlequin2', 0)), ('norfolk1', ('madame-pindaret2', 0)), ('gloucester1', ('seconde-bohemienne2', 0)), ('warwick1', ('margot2', 0)), ('elips1', ('le-choeur2', 0)), ('bedford1', ('premiere-bohemienne2', 0))])"
La Mort des Enfants d'Hérode,Hérode,0.015944970681100585,4.9,"[('alexandre1', ('alexandre2', 1.0)), ('herode1', ('herode2', 1.0)), ('glaphira1', ('glaphira2', 1.0)), ('salome1', ('salome2', 1.0)), ('antipatre1', ('antipater2', 0.9)), ('rachel1', ('phenice2', 0)), ('aristobule1', ('narbal2', 0)), ('pherore1', ('philon2', 0)), ('diophante1', ('achas2', 0)), ('melas1', ('thirron2', 0))]",Mariane,"(3.95, [('pherore1', ('pherore2', 1.0)), ('herode1', ('herode2', 1.0)), ('salome1', ('salome2', 1.0)), ('alexandre1', ('alexandra2', 0.95)), ('antipatre1', ('le-chevalier-d-honneur2', 0)), ('diophante1', ('le-concierge2', 0)), ('glaphira1', ('thare2', 0)), ('aristobule1', ('narbal2', 0)), ('melas1', ('l-eunuque2', 0)), ('rachel1', ('soesme2', 0))])"
Herménégilde,Gustave !,0.006765899864682003,1.0,"[('gontran1', ('gontran2', 1.0)), ('gaston1', ('hermenegilde2', 0))]",Le Commencement de la Fin,"(1.0, [('gontran1', ('gontran2', 1.0)), ('baptiste1', ('hermenegilde2', 0))])"
Jeanne Reine d'Angleterre,Le Comte d'Essex,0.037939783491204325,2.0,"[('elisabeth1', ('elisabeth2', 1.0)), ('le-capitaine-des-gardes1', ('le-capitaine-des-gardes2', 1.0)), ('le-comte-de-soubtantonne1', ('l-huissier-du-cabinet2', 0)), ('alix1', ('le-comte-d-erby2', 0)), ('popham1', ('le-soldat2', 0)), ('cecile1', ('le-chancelier2', 0)), ('leonore1', ('jeanne2', 0)), ('madame-cecile1', ('le-duc-de-nolfoc2', 0)), ('le-comte-de-salisbury1', ('eleonor2', 0)), ('l-huissier1', ('le-duc-de-northbelant2', 0)), ('raleig1', ('marie2', 0)), ('le-comte-d-essex1', ('le-comte-de-clocestre2', 0)), ('le-capitaine1', ('le-marquis-de-vincetre2', 0))]",Un Double Aveu,"(2.0, [('marie1', ('marie2', 1.0)), ('jeanne1', ('jeanne2', 1.0))])"
La Mort de Mitridate,Les Rivaux Amis,0.03648562758846925,2.0,"[('berenice1', ('berenice2', 1.0)), ('menandre1', ('menandre2', 1.0)), ('claridan1', ('emile2', 0)), ('iolante1', ('pharnace2', 0)), ('cleonte1', ('mithridate2', 0)), ('aronte1', ('nise2', 0)), ('iolas1', ('hypsicratee2', 0)), ('phalante1', ('un-soldat2', 0)), ('hydaspe1', ('pompee2', 0)), ('le-page1', ('mithridatie2', 0))]",Mithridate,"(2.0, [('pharnace1', ('pharnace2', 1.0)), ('mithridate1', ('mithridate2', 1.0)), ('pompee1', ('xiphares2', 0)), ('menandre1', ('monime2', 0)), ('mithridatie1', ('arbate2', 0)), ('hypsicratee1', ('arcas2', 0)), ('berenice1', ('phoedime2', 0))])"
Phalante,Timocrate,0.03699215477801404,1.9444444444444444,"[('cleone1', ('cleone2', 1.0)), ('cleomene1', ('cleomede2', 0.9444444444444444)), ('leontidas1', ('aminte2', 0)), ('nicandre1', ('philoxene2', 0)), ('cresphonte1', ('timandre2', 0)), ('doride1', ('un-huissier2', 0)), ('trasille1', ('helene2', 0)), ('eriphile1', ('phalante2', 0)), ('la-reine1', ('arbante2', 0)), ('arcas1', ('arate2', 0))]",Les Rivaux Amis,"(1.0, [('phalante1', ('phalante2', 1.0)), ('berenice1', ('cleomede2', 0)), ('cleonte1', ('un-huissier2', 0)), ('iolas1', ('aminte2', 0)), ('liliane1', ('helene2', 0)), ('aronte1', ('arbante2', 0)), ('iolante1', ('cleone2', 0)), ('hydaspe1', ('philoxene2', 0)), ('claridan1', ('arate2', 0)), ('le-page1', ('timandre2', 0))])"
