Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play Doc_embedding,Closest distance Doc_embedding
bergasse-journee-des-dupes,somaize-proces-precieuses,0.015,brecourt-ombre-de-moliere,0.0369,dufresny-regnard-chinois,0.0048
bergeret-l-album,diderot-piece-prologue,0.0163,du-pont-de-veyle-somnanbule,0.0249,gueullette-parade-2,0.0065
bernard-brutus,crebillon-pyrrhus,0.006,campistron-pompeia,0.008,racine-bajazet,0.0029
bernard-laodamie,thibouville-thelamire,0.0059,rotrou-les-occasions-perdues,0.0187,deshoulieres-genseric,0.0032
bernardc-madame-de-vauldenaie,colle-l-amant-anonyme,0.0094,rougemont-discours-de-rentree,0.0199,carrance-choix-d-un-mari,0.0038
bernardt-antoinette,masson-le-proces-du-baiser,0.0185,claretie-valentin,0.0332,scribe-jeune-docteur,0.0098
bernardt-daisy,florian-jumeaux-de-bergame,0.036,chauvin-commencement-de-la-fin,0.0327,bernardt-garcon-de-dix-huit-ans,0.0068
bernardt-deux-pecheurs,flaubert-le-candidat,0.0259,mercier-habitant-guadeloupe,0.0264,sacy-bavard,0.0158
bernardt-dramaturge-en-plein-labeur,bernardt-mystere,0.0456,bernardt-ecole-du-piston,0.0675,feydeau-un-coup-de-tete-1883,0.0196
bernardt-ecole-du-piston,desfontaines-dupin-voyage-de-chambord,0.0505,renard-huit-jours-a-la-campagne,0.0516,giffard-manuscrit,0.0089
bernardt-etrangleuse,zola-therese-raquin,0.0214,giraudoux-ondine,0.0369,bernardt-le-seul-bandit-de-village,0.0072
bernardt-garcon-de-dix-huit-ans,bernardt-le-radeau-de-la-meduse,0.0391,courteline-atelier,0.0335,bernardt-daisy,0.0068
bernardt-homme-a-la-maison,scribe-tete-a-tete,0.023,audiffret-epreuve,0.0263,beaunoir-prince-ramoneur,0.008
bernardt-je-vais-m-en-aller,renard-la-demande,0.0368,bernardt-garcon-de-dix-huit-ans,0.0364,bonnetain-apres-le-divorce,0.0217
bernardt-la-petite-femme-de-loth,regnard-arlequin-aux-enfers,0.0112,about-risette,0.0152,depret-monsieur-cambrefort,0.0054
bernardt-le-cambrioleur,bernardt-le-seul-bandit-de-village,0.0277,dreyfus-un-homme-en-habit-noir,0.0376,bernardt-le-seul-bandit-de-village,0.0104
bernardt-le-radeau-de-la-meduse,renard-la-demande,0.0231,bernardt-plaisirs-du-dimanche,0.0265,bernardt-pieds-nickeles,0.0074
bernardt-le-seul-bandit-de-village,siraudin-delacour-choler-apres-le-bal,0.0128,labiche-leroy-brulons-voltaire,0.0232,bernardt-etrangleuse,0.0072
bernardt-maison-du-crime,bernardt-homme-a-la-maison,0.0538,berton-homme-qui-a-tue-la-mort,0.0734,moinaux-une-gifle-prescrite,0.0223
bernardt-mystere,labiche-michel-deux-timides,0.0235,labiche-jolly-baron-de-fourchevif,0.0251,gueullette-fausses-envies,0.0113
bernardt-narcotique,bernardt-le-radeau-de-la-meduse,0.0242,renard-la-demande,0.0369,bernardt-la-petite-femme-de-loth,0.0128
bernardt-operation-magistrale,bernardt-pieds-nickeles,0.0257,labiche-legouve-cigale-chez-les-fourmis,0.0379,bernardt-pieds-nickeles,0.0072
bernardt-partie-de-bridge,bernardt-plaisirs-du-dimanche,0.0271,bernardt-operation-magistrale,0.0484,dancourt-desolation-des-joueuses,0.0112
bernardt-pieds-nickeles,dancourt-agioteurs,0.0223,bernardt-plaisirs-du-dimanche,0.0302,bernardt-operation-magistrale,0.0072
bernardt-plaisirs-du-dimanche,anonyme-matinee-comedien-francais,0.0214,bernardt-le-radeau-de-la-meduse,0.0265,musset-bettine,0.0063
bernardt-pretendant,becque-corbeaux,0.0178,labiche-legouve-cigale-chez-les-fourmis,0.0212,dancourt-galant-jardinier,0.0073
bernardt-sacoche,bernardt-la-petite-femme-de-loth,0.0252,beaunoir-prince-ramoneur,0.0386,scribe-ministre-sous-louis-xv,0.016
berquin-l-incendie,zola-therese-raquin,0.0243,zola-therese-raquin,0.0315,plaute-casina,0.0083
berquin-la-petite-glaneuse,berquin-le-conge,0.0141,garniert-brunon,0.0218,musset-badine,0.0071
berquin-la-vanite-punie,about-risette,0.0191,berquin-le-conge,0.0371,berquin-le-conge,0.0053
berquin-le-conge,berquin-la-petite-glaneuse,0.0141,berquin-le-deserteur,0.0276,berquin-le-deserteur,0.0037
berquin-le-deserteur,moliere-fourberies-de-scapin,0.0134,berquin-le-conge,0.0276,berquin-le-conge,0.0037
berquin-un-bon-coeur-fait-pardonner,moliere-fourberies-de-scapin,0.0161,berquin-le-conge,0.0283,garniert-saignee,0.0084
bertaut-le-jugement-de-job-et-d-uranie,nittis-au-declin,0.0281,corneillet-inconnu,0.0679,la-fossem-ecole-de-la-raison,0.0097
bertin-d-andilly-l-anglais-a-paris,poinsinet-cercle,0.0121,gouges-moliere-ninon,0.017,rousseaujb-cafe,0.0039
bertol-graivil-a-la-mer,grenet-dancourt-paris,0.0655,grenet-dancourt-paris,0.0808,courteline-la-premiere-lecon,0.0285
berton-homme-qui-a-tue-la-mort,bouilly-descartes,0.028,musset-nuit-venitienne,0.0511,fatouville-arlequin-empereur-dans-la-lune,0.0082
beys-celine,rotrou-celiane,0.0045,rotrou-agesilan,0.0063,rotrou-celiane,0.0021
beze-abraham,anonyme-adam,0.0203,dalibray-soliman,0.0239,jodelle-eugene,0.0067
biancolelli-ecole-galante,anseaume-tableau-parlant,0.0059,biancollelli-arlequin-gentilhomme,0.0084,biancollelli-arlequin-gentilhomme,0.0031
biancolelli-riccoboni-romagnesi-comediens-esclaves,moliere-impromptu-versailles,0.0221,montalembert-statue,0.0519,genlis-flacons,0.012
biancolleli-enfants-trouves,romagnesi-riccoboni-sauvages,0.0059,regnard-legataire,0.0096,quinault-genereuse-ingratitude,0.0034
biancollelli-agnes-de-chaillot,legrand-famille-extravagante,0.011,biancollelli-arlequin-gentilhomme,0.0192,poulhariez-taciturne,0.0061
biancollelli-arlequin-gentilhomme,regnard-distrait,0.0056,regnard-distrait,0.0061,biancolelli-ecole-galante,0.0031
biancollelli-foire-galante,favart-acajou,0.0201,fagan-isabelle-arlequin,0.0229,sewrin-la-sorciere,0.0078
biancollelli-oedipe-travesti,voltaire-enfant-prodigue,0.0157,scarron-gardien-de-soi-meme,0.0166,scarron-marquis-ridicule,0.0045
biancollelli-romagnesi-arcagambis,lagrange-chancel-meleagre,0.0068,legouve-laurence-orzano,0.0086,boissy-vie-est-un-songe,0.005
biancollelli-romagnesi-bonne-femme,dorneval-lesage-reine-de-barostan,0.0227,dorneval-lesage-reine-de-barostan,0.0257,dorneval-lesage-reine-de-barostan,0.0078
bideau-de-montigny-semiramis,ouville-fausses-verites,0.0131,beaunoir-amour-queteur,0.0394,anseaume-cendrillon,0.0095
bievre-seducteur,moliere-ecole-des-maris,0.0059,regnard-menechmes,0.0096,regnard-menechmes,0.0051
bievre-vercingentorixe,champrepus-ulysse,0.0218,schelandre-tyr-sidon-i,0.0291,cahusac-zoroastre,0.0124
biez-le-premier-billet,bernardt-la-petite-femme-de-loth,0.0152,depret-le-marquis-ernest,0.0215,sand-francois-le-champi,0.0123
bilhaud-gustave,bergeret-l-album,0.0275,flaubert-le-candidat,0.0201,chazet-dupaty-arlequin-journaliste,0.0125
bilhaud-premier-amour,supersac-la-porte-est-close,0.0303,feydeau-mouchoir,0.0367,feydeau-mouchoir,0.0197
billard-pleureur-malgre-lui,hervilly-moliere-en-prison,0.0134,hervilly-moliere-en-prison,0.0185,courteline-conversion-d-alceste,0.0094
billardon-de-sauvigny-hirza,ronsin-aretaphile,0.0091,voltaire-zulime,0.0109,voltaire-fanatisme,0.0044
billardon-de-sauvigny-vashington,saint-aignan-martyre-marie-antoinette,0.0108,carrion-nizas-pierre-le-grand,0.0142,ronsin-ligues-des-fanatiques,0.0056
bizet-boites,bouilly-descartes,0.0213,chapuzeau-geneve-delivree,0.0383,dufresny-depart-des-comediens,0.0076
bizet-simonot-gilles-tout-seul,dupaty-arlequin-tout-seul,0.0161,dupaty-arlequin-tout-seul,0.0171,dupaty-arlequin-tout-seul,0.0085
blanc-druides,nadal-antiochus,0.0075,fabre-d-eglantine-augusta,0.0123,nadal-antiochus,0.0034
blanc-supplice-d-un-paysan,feydeau-colis,0.0911,beaunoir-cacophonie,0.0793,allais-mecontent,0.0195
blemont-moliere-auteuil,lambert-collaboration,0.0105,anseaume-tableau-parlant,0.0108,guibert-filles-a-marier,0.0039
blemont-moliere-en-bonne-fortune,la-fontaine-ragotin,0.0116,corneillet-baron-d-albikrac,0.0249,blemont-petite-rosange,0.0064
blemont-petite-rosange,lambert-collaboration,0.0095,boursault-comedie-sans-titre,0.0155,delavigne-comediens,0.0045
blemont-valade-barbier-de-moliere,vierne-moliere-enfant,0.0152,vierne-moliere-enfant,0.0186,rostand-cyrano,0.0064
blemont-visite-a-corneille,hugues-nuit-moliere,0.0226,cahusac-zoroastre,0.0384,chalmeton-clermont-royat,0.0146
bodard-de-tezay-arlequin-roi-dans-la-lune,rousseaujb-cafe,0.0115,dancourt-comedie-comediens,0.0309,l-affichard-acteurs-deplaces,0.0044
bohaire-jesus-christ,nadal-antiochus,0.013,genest-joseph,0.0204,scudery-mort-de-cesar,0.0066
bohaire-siege-de-paris,ronsin-ligues-des-fanatiques,0.0107,baculard-coligni,0.016,ronsin-ligues-des-fanatiques,0.0096
boileau-heros-de-roman,moncrif-abderites,0.0135,desmarets-visionnaires,0.0207,brecourt-ombre-de-moliere,0.0041
boisrobert-amant-ridicule,voltaire-droit-du-seigneur,0.0149,voltaire-indiscret,0.0212,verdie-la-mort-de-guillaumet,0.0048
boisrobert-belle-invisible,scarron-heritier-ridicule,0.0108,corneillep-menteur,0.012,boisrobert-cassandre,0.0043
boisrobert-cassandre,corneillet-geolier-de-sois-meme,0.0076,corneillet-geolier-de-sois-meme,0.0094,guerin-de-bouscal-fils-desavoue,0.0038
boisrobert-rivaux-amis,la-calprenede-phalante,0.0062,cinq-auteurs-aveugle-de-smyrne,0.0052,pousset-de-montauban-felicie,0.0051
boissy-apologie-du-siecle,pesselier-esope-au-parnasse,0.0115,pesselier-esope-au-parnasse,0.0236,cubieres-palmezeaux-fete-seculaire-corneille,0.0062
boissy-auteur-supersticieux,brosse-aveugle-clairvoyant,0.0102,brosse-aveugle-clairvoyant,0.0124,grandval-temperament,0.0066
boissy-babillard,gouges-moliere-ninon,0.0149,cheron-homme-a-bonnes-fortunes,0.0153,jacquelin-philidor-pradon,0.0047
boissy-comte-de-neuilly,mercier-jenneval,0.0078,quinault-fantome-amoureux,0.0141,quinault-coups-de-l-amour,0.0044
boissy-critique-auteur-supersticieux,boissy-je-ne-sais-quoi,0.0076,pesselier-esope-au-parnasse,0.0116,boissy-je-ne-sais-quoi,0.0045
boissy-dehors-trompeurs,boissy-homme-du-jour,0.0002,boissy-homme-du-jour,0.0003,boissy-homme-du-jour,0.0001
boissy-francais-a-londres,dufresny-negligent,0.0091,dufresny-negligent,0.0198,poinsinet-cercle,0.0054
boissy-frivolite,boissy-critique-auteur-supersticieux,0.0115,panard-le-magasin-des-modernes,0.0244,fagan-momus-a-paris,0.008
boissy-homme-du-jour,boissy-dehors-trompeurs,0.0002,boissy-dehors-trompeurs,0.0003,boissy-dehors-trompeurs,0.0001
boissy-je-ne-sais-quoi,boissy-critique-auteur-supersticieux,0.0076,boissy-critique-auteur-supersticieux,0.02,boissy-critique-auteur-supersticieux,0.0045
boissy-medecin-par-occasion,boissy-homme-du-jour,0.006,regnard-joueur,0.0107,boissy-rival-favorable,0.0026
boissy-plagiaire,harny-petit-maitre-province,0.0109,boissy-homme-du-jour,0.0095,boissy-dehors-trompeurs,0.0032
boissy-rival-favorable,corneillet-amour-a-la-mode,0.008,dorat-la-feinte-par-amour,0.0122,boissy-medecin-par-occasion,0.0026
boissy-vie-est-un-songe,desfontaines-veritable-semiramis,0.0057,nadal-mariamne,0.0101,corneillep-cid,0.0032
bonhomme-anicroche,liborliere-cloison,0.0164,flaubert-le-candidat,0.0185,legouve-ma-fille-et-mon-bien,0.0127
bonhomme-porte-veine,dufresny-regnard-suite-foire-saint-germain,0.0271,pradel-moliere-avignon,0.0384,feydeau-colis,0.0201
bonhomme-un-amour-parisien,musset-les-nuits,0.0327,normand-claqueurs,0.0385,musset-les-nuits,0.0198
boniface-obelixe,ferrier-larme-d-auvergnat,0.1044,bonin-spencer-rosier-cinquieme,0.0504,ferrier-larme-d-auvergnat,0.0514
bonin-spencer-rosier-cinquieme,jouy-sermet-ah-mince,0.0946,boniface-obelixe,0.0504,ferrier-larme-d-auvergnat,0.0533
bonnetain-apres-le-divorce,aicard-smilis,0.0239,hervilly-silence-dans-les-rangs,0.03,valentin-le-soir-de-fiancailles,0.011
bonnetain-ma-poupee,hervilly-laitiere,0.0313,renard-la-demande,0.0303,drault-le-mouchoir-de-chapuzot,0.012
borde-gentilhomme-campagnard,sand-moliere,0.0136,musset-il-faut-qu-une-porte-soit-ouverte-ou-fermee,0.0194,scribe-jeune-docteur,0.0074
bornier-le-monde-renverse,anseaume-tableau-parlant,0.0126,anseaume-tableau-parlant,0.014,andrieux-anaximandre,0.0076
bornier-quinze-janvier,lesguillon-saint-yves-protege-de-moliere,0.0107,lebeau-de-schosne-assemblee,0.0191,barre-despres-piis-resnier-l-opera-de-province,0.0086
bornier-racine,aubryet-hommage-a-racine,0.0211,aubryet-hommage-a-racine,0.0286,aubryet-hommage-a-racine,0.0154
boucher-champagne-le-coiffeur,palissot-barbier-de-bagdad,0.0102,andrieux-les-etourdis,0.0184,vade-poirier,0.006
bouchor-michel-lando,jodelle-eugene,0.0167,anseaume-tableau-parlant,0.0195,delavigne-famille-temps-luther,0.0068
bouilly-descartes,brosse-aveugle-clairvoyant,0.0118,mercier-liberateur,0.0231,dufresny-adieux-des-officiers,0.0044
boursault-comedie-sans-titre,regnard-menechmes,0.0056,regnard-menechmes,0.0094,regnard-menechmes,0.0024
boursault-deux-freres-gemeaux,corneillet-comtesse-orgueil,0.0093,voltaire-droit-du-seigneur,0.0152,palaprat-le-muet,0.0069
boursault-esope,la-fontaine-eunuque,0.0062,mairet-illustre-corsaire,0.0088,du-ryer-dynamis,0.0032
boursault-fete-de-la-seine,laujon-hero-leandre,0.0384,henault-temple-des-chimeres,0.0473,lagarde-l-hermitte-le-politicomane,0.0171
boursault-germanicus,corneillep-tite,0.0059,corneillep-surena,0.0079,quinault-stratonice,0.0026
boursault-jaloux-endormi,moliere-ecole-des-femmes,0.0069,moliere-ecole-des-femmes,0.0093,regnard-democrite,0.003
boursault-marie-stuard,gresset-edouard-iii,0.0077,regnault-marie-stuard,0.0126,baro-prince-fugitif,0.0042
boursault-medecin-volant,boursault-deux-freres-gemeaux,0.0108,hauteroche-deuil,0.0129,cheron-homme-a-bonnes-fortunes,0.005
boursault-mort-vivant,quinault-les-rivales,0.0059,moliere-depit-amoureux,0.006,moliere-depit-amoureux,0.0028
boursault-mots-a-la-mode,dancourt-enfants-de-paris,0.0136,boursault-comedie-sans-titre,0.0128,dancourt-comedie-comediens,0.0101
boursault-poisson-la-rissole-et-merlin,le-boulanger-chalussay-elomire-hypocondre,0.0259,dufresny-mariage-fait-et-rompu,0.0518,favard-voisenon-la-petite-iphigenie,0.0108
boursault-portrait-du-peintre,boursault-satire-des-satires,0.0137,nericault-glorieux,0.0227,boursault-satire-des-satires,0.0093
boursault-satire-des-satires,montfleury-impromptu-conde,0.0123,montfleury-impromptu-conde,0.0115,montfleury-impromptu-conde,0.0034
boyer-agamemnon,palissot-ninus,0.006,voltaire-mariamne,0.0086,racine-iphigenie,0.0037
boyer-amours-jupiter-semele,gilbert-amours-de-diane-et-d-endymion,0.0064,gilbert-amours-de-diane-et-d-endymion,0.0074,boyer-judith,0.0043
boyer-aristodeme,boyer-porcie-romaine,0.0059,boyer-porus,0.007,baro-parthenie,0.0029
boyer-artaxerce,boyer-oropaste,0.0057,boyer-oropaste,0.0075,boyer-jeune-marius,0.003
boyer-clotilde,bernard-laodamie,0.0082,boyer-artaxerce,0.0118,boyer-federic,0.0025
boyer-federic,boyer-artaxerce,0.0082,boyer-artaxerce,0.0089,boyer-clotilde,0.0025
boyer-jeune-marius,longepierre-la-mort-de-solon,0.0067,crebillon-pyrrhus,0.0081,leclerc-iphigenie,0.0027
boyer-judith,desfontaines-veritable-semiramis,0.0072,baro-parthenie,0.0074,boyer-porcie-romaine,0.0035
boyer-lisimene,donneau-de-vise-mere-coquette,0.0094,quinault-genereuse-ingratitude,0.0092,quinault-coups-de-l-amour,0.0037
boyer-mort-enfants-brute,desjardins-manlius,0.0052,desjardins-manlius,0.0068,corneillep-andromede,0.0041
boyer-oropaste,boyer-artaxerce,0.0057,boyer-artaxerce,0.0075,boyer-tiridate,0.0035
boyer-porcie-romaine,boyer-aristodeme,0.0059,boyer-mort-enfants-brute,0.0084,rotrou-crisante,0.0031
boyer-porus,du-ryer-dynamis,0.0053,lagrange-chancel-meleagre,0.0062,boyer-aristodeme,0.0044
boyer-tiridate,boyer-oropaste,0.0065,boyer-oropaste,0.0079,boyer-federic,0.0031
boyera-caton,montgaudier-natalie,0.009,puget-de-la-serre-pandoste-i,0.0126,mercier-destruction-de-la-ligue,0.0038
brecourt-la-noce-de-village,champmesle-fragments-de-moliere,0.0368,gueullette-parade-1,0.0486,vade-poirier,0.0147
brecourt-ombre-de-moliere,palissot-cercle,0.0107,moliere-precieuses-ridicules,0.0191,boileau-heros-de-roman,0.0041
brohan-compter-sans-son-hote,musset-le-chandelier,0.0076,brohan-qui-femme-a-guerre-a,0.0122,brohan-qui-femme-a-guerre-a,0.0049
brohan-qui-femme-a-guerre-a,musset-il-faut-qu-une-porte-soit-ouverte-ou-fermee,0.0124,brohan-compter-sans-son-hote,0.0122,musset-il-faut-qu-une-porte-soit-ouverte-ou-fermee,0.0029
brosse-aveugle-clairvoyant,ouville-soupcons,0.0048,ouville-soupcons,0.0074,ouville-soupcons,0.0039
brosse-turne,desfontaines-veritable-semiramis,0.0055,desjardins-manlius,0.0074,rotrou-iphigenie,0.0035
brueys-empiriques,andrieux-les-etourdis,0.0133,gueullette-fausses-envies,0.0205,dufresny-negligent,0.0047
brueys-l-opiniatre,andrieux-les-etourdis,0.0086,chevalier-amours-de-calotin,0.0166,chevalier-amours-de-calotin,0.006
brueys-les-embarras-du-derriere-du-theatre,marivaux-acteurs-de-bonne-foi,0.02,moliere-bourgeois-gentilhomme,0.0485,dancourt-moulin-de-javelle,0.0051
brueys-palaprat-avocat-patelin,racine-plaideurs,0.0194,sedaine-le-philosophe-sans-le-savoir,0.0247,sedaine-le-philosophe-sans-le-savoir,0.004
brueys-palaprat-le-concert-ridicule,lesage-turcaret,0.0095,dufresny-double-veuvage,0.0373,dancourt-comedie-comediens,0.0043
bruleboeuf-racine-chez-corneille,laboullaye-cormon-corneille-rotrou,0.0167,chazet-dubois-moliere-chez-ninon,0.0225,cailhava-egoisme,0.0064
busnach-chateau-yquem,labiche-leroy-brulons-voltaire,0.0152,rochefort-dupeuty-livry-madame-gregoire,0.0217,rochefort-dupeuty-livry-madame-gregoire,0.0081
busnach-la-claque-la-claque,rochefort-dupeuty-livry-madame-gregoire,0.0124,charles-adolphe-masson-le-tir-au-pistolet,0.0188,charles-adolphe-masson-le-tir-au-pistolet,0.0041
cadet-gassicourt-souper-de-moliere,andrieux-moliere-et-ses-amis,0.008,andrieux-moliere-et-ses-amis,0.0175,barre-radet-candide,0.0043
cahusac-l-algerien,dancourt-cephale-procris,0.008,nivelle-amour-pour-amour,0.0163,delavigne-comediens,0.0064
cahusac-zoroastre,rousseaujb-jason,0.0117,la-motte-amadis,0.0178,anonyme-sauvages-civilises,0.0094
cailhava-egoisme,cubieres-palmezeaux-mort-de-moliere-3a,0.0059,voltaire-envieux,0.0092,delavigne-comediens,0.0025
cailleau-tragedies-voltaire,quinault-coups-de-l-amour,0.0127,gouges-moliere-ninon,0.0256,france-la-comedie-de-celui-qui-epousa-une-femme-muette,0.0071
caminade-chatenay-alcidiade,delavigne-vepres-siciliennes,0.0082,dorat-regulus,0.0102,delavigne-vepres-siciliennes,0.0057
campan-deux-educations,genlis-marchande-de-modes,0.0161,genlis-intrigue-mensonge,0.0349,diderot-piece-prologue,0.0063
campan-ferme-partagee,berquin-la-petite-glaneuse,0.0333,euripide-electre,0.0561,campan-deux-educations,0.0135
campistron-achille,rousseaujb-jason,0.0066,rousseaujb-jason,0.0116,rousseaujb-jason,0.0046
campistron-acis-galathee,fontenelle-endymion,0.0072,fontenelle-endymion,0.0114,campistron-achille,0.0056
campistron-adrien,campistron-phocion,0.0056,campistron-phocion,0.0083,voltaire-olympie,0.0035
campistron-aetius,campistron-alcibiade,0.004,campistron-alcibiade,0.0044,campistron-juba,0.0041
campistron-alcibiade,campistron-andronic,0.0034,campistron-phocion,0.0041,campistron-arminiusc,0.0029
campistron-andronic,campistron-alcibiade,0.0034,campistron-alcibiade,0.0074,campistron-arminiusc,0.003
campistron-arminiusc,campistron-phocion,0.0031,campistron-phocion,0.0035,campistron-phocion,0.0028
campistron-juba,campistron-arminiusc,0.006,campistron-arminiusc,0.0077,campistron-aetius,0.0041
campistron-phocion,campistron-arminiusc,0.0031,campistron-arminiusc,0.0035,campistron-arminiusc,0.0028
campistron-pompeia,campistron-alcibiade,0.0048,campistron-alcibiade,0.0063,campistron-tiridate,0.0031
campistron-tachmas,desjardins-favori,0.0086,thibouville-thelamire,0.01,la-thuilerie-hercule,0.0048
campistron-tiridate,campistron-andronic,0.005,campistron-pompeia,0.0067,abeille-argelie,0.0029
campistron-virginie,abeille-argelie,0.0046,campistron-alcibiade,0.0052,campistron-alcibiade,0.0032
carbon-de-flins-mari-directeur,gouges-moliere-ninon,0.0109,cheron-homme-a-bonnes-fortunes,0.01,cheron-homme-a-bonnes-fortunes,0.0042
carbon-de-flins-reveil-epimenide,bergasse-journee-des-dupes,0.0161,cahusac-l-algerien,0.0258,dorat-les-proneurs,0.0054
carcassonne-compliment,beissier-ma-soeur-claire,0.0292,beissier-ma-soeur-claire,0.0308,plaute-casina,0.0106
carcassonne-en-chine,charles-adolphe-masson-le-tir-au-pistolet,0.0474,busnach-la-claque-la-claque,0.0553,nadaud-proverbe-manque,0.0248
carcassonne-le-dame-en-noir,diderot-piece-prologue,0.0387,marivaux-provinciale,0.0473,bergeret-l-album,0.0099
carcassonne-le-docteur-sourabaya,donneau-de-vise-embarras-de-godard,0.0352,brueys-empiriques,0.0397,gueullette-parade-1,0.0081
carcassonne-le-mariage-des-fleurs,renard-maitresse,0.0283,la-fontaine-ragotin,0.0424,la-fontaine-ragotin,0.0121
carcassonne-le-petit-pretentieux,labiche-legouve-cigale-chez-les-fourmis,0.0603,monselet-bibliotheque,0.0781,carcassonne-un-duel,0.0117
carcassonne-le-rondeau,zola-therese-raquin,0.0353,laforgue-nuit-de-noces,0.0591,laforgue-nuit-de-noces,0.015
carcassonne-les-defauts-de-paul,bergeret-l-album,0.0297,musset-caprice,0.036,bergeret-l-album,0.0083
carcassonne-les-heures,renard-la-demande,0.0339,beissier-ma-soeur-claire,0.0423,courteline-atelier,0.0114
