TD id,Raw Name,Title,Authors,Normalized Author,Normalized Second Author,wikidataId Author,yearPrinted,datePremiered,dateWriting,Genre,Type,in_TD
TD887,eugene_scribe_melesville-bohemienne_ou_l_amerique_en_1775,La Bohémienne,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1829-06-01,,,,TD887
TD888,eugene_scribe_melesville-bon_papa,Le Bon papa,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1822-12-02,,Comédie,,TD888
TD889,eugene_scribe_melesville-chatte_metamorphosee_en_femme,La Chatte métamorphosée en femme,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1827-03-03,,Comédie,,TD889
TD890,eugene_scribe_melesville-confident,Le Confident,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1826-01-05,,Comédie,,TD890
TD891,eugene_scribe_melesville-coraly_ou_la_soeur_et_le_frere,Coraly,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1824-11-19,,Comédie,,TD891
TD892,eugene_scribe_melesville-demoiselle_a_marier_ou_la_premiere_entrevue,La Demoiselle à marier,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1826-01-18,,Comédie,,TD892
TD893,eugene_scribe_melesville-diner_sur_l_herbe,Le Dîner sur l’herbe,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1824-07-02,,Vaudeville,,TD893
TD894,eugene_scribe_melesville-etudiant_et_la_grande_dame,L’Étudiant et la grande dame,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1837-03-30,,Comédie,,TD894
TD895,eugene_scribe_melesville-famille_du_baron,La Famille du baron,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1829-08-31,,Vaudeville,,TD895
TD896,eugene_scribe_melesville-frontin_mari_garcon,Frontin,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1821-01-18,,Vaudeville,,TD896
TD897,eugene_scribe_melesville-mal_du_pays_ou_la_bateliere_de_brienz,Le Mal du pays,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1827-12-28,,Vaudeville,,TD897
TD898,eugene_scribe_melesville-medecin_de_dames,Le Médecin de dames,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1825-12-17,,Comédie,,TD898
TD899,eugene_scribe_melesville-memoires_d_un_colonel_des_hussards,Mémoires d’un colonel des hussards,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1826-02-21,,Comédie,,TD899
TD900,eugene_scribe_melesville-monsieur_tardif,Monsieur Tardif,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1824-12-01,,Comédie,,TD900
TD901,eugene_scribe_melesville-moulin_de_javelle,Le Moulin de Javelle,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1833-07-08,,Comédie,,TD901
TD902,eugene_scribe_melesville-parlementaire,Le Parlementaire,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1824-11-09,,Comédie,,TD902
TD903,eugene_scribe_melesville-petites_miseres_de_la_vie_humaine,Les petites misères de la vie humaine,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1821-10-20,,Comédie,,TD903
TD904,eugene_scribe_melesville-petite_folle,La Petite folle,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1822-05-06,,,,TD904
TD905,eugene_scribe_melesville-petite_soeur,La Petite sœur,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1821-06-06,,Comédie,,TD905
TD906,eugene_scribe_melesville-premier_president,Le Premier président,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1832-08-21,,Vaudeville,,TD906
TD907,eugene_scribe_melesville-rodolphe_ou_frere_et_soeur,Rodolphe,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1823-11-20,,,prose,TD907
TD908,eugene_scribe_melesville-seconde_annee_ou_a_qui_la_faute,La Seconde année,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1830-01-12,,Comédie,,TD908
TD909,eugene_scribe_melesville-secretaire_et_le_cuisinier,Le Secrétaire et le Cuisinier,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1821-01-10,,Comédie,,TD909
TD910,eugene_scribe_melesville-soprano,Le Soprano,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1831-11-30,,Comédie,,TD910
TD911,eugene_scribe_melesville-valentine,Valentine,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1836-01-04,,,,TD911
TD912,eugene_scribe_melesville-valerie,Valérie,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1839-12-21,,Comédie,prose,TD912
TD913,eugene_scribe_melesville-vampire,Le Vampire,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1820-06-15,,Vaudeville,,TD913
TD914,eugene_scribe_melesville-vepres_siciliennes,Les Vêpres Siciliennes,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1819-11-17,,Vaudeville,,TD914
TD915,eugene_scribe_melesville-veuve_du_malabar,La Veuve du Malabar,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1822-08-19,,Vaudeville,,TD915
TD916,eugene_scribe_melesville-vieux_mari,Le Vieux mari,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1828-05-02,,Comédie,,TD916
TD917,eugene_scribe_melesville-zoe_ou_l_amant_prete,Zoé,Eugène SCRIBE - MÉLESVILLE,Eugène Scribe,Mélesville,Q319261,,1830-03-16,,Comédie,,TD917
TD918,eugene_scribe_melesville_charles_gaspard_delestre_poirson-chat_botte,Le Chat botté,Eugène SCRIBE - MÉLESVILLE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Mélesville,Q319261,,1820-04-10,,Vaudeville,,TD918
TD919,eugene_scribe_melesville_charles_gaspard_delestre_poirson-dehors_trompeurs_ou_boissy_chez_lui,Les dehors trompeurs,Eugène SCRIBE - MÉLESVILLE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Mélesville,Q319261,,1818-04-06,,Comédie,,TD919
TD920,eugene_scribe_melesville_charles_gaspard_delestre_poirson-freres_invisibles,Les Frères invisibles,Eugène SCRIBE - MÉLESVILLE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Mélesville,Q319261,,1819-06-10,,,,TD920
TD921,eugene_scribe_melesville_charles_gaspard_delestre_poirson-parrain,Le Parrain,Eugène SCRIBE - MÉLESVILLE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Mélesville,Q319261,,1821-04-23,,Comédie,prose,TD921
TD922,eugene_scribe_melesville_charles_gaspard_delestre_poirson-petit_dragon,Le petit dragon,Eugène SCRIBE - MÉLESVILLE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Mélesville,Q319261,,1817-09-18,,Vaudeville,,TD922
TD923,eugene_scribe_melesville_jean_francois_alfred_bayard-foyer_du_gymnase,Le Foyer du Gymnase,Eugène SCRIBE - MÉLESVILLE - Jean-François Alfred BAYARD,Eugène Scribe,Mélesville,Q319261,,1830-08-17,,,,TD923
TD924,eugene_scribe_melesville_jean_francois_alfred_bayard-louise_ou_la_reparation,Louise,Eugène SCRIBE - MÉLESVILLE - Jean-François Alfred BAYARD,Eugène Scribe,Mélesville,Q319261,,1829-11-16,,Comédie,,TD924
TD925,eugene_scribe_melesville_jean_francois_bayard-jeune_et_vieille_ou_le_premier_et_dernier_chapitre,Jeune et vieille,Eugène SCRIBE - MÉLESVILLE - Jean-François BAYARD,Eugène Scribe,Mélesville,Q319261,,1830-11-18,,Comédie,,TD925
TD926,eugene_scribe_melesville_jean_henri_dupin-campagne,La Campagne,Eugène SCRIBE - MÉLESVILLE - Jean-Henri DUPIN,Eugène Scribe,Mélesville,Q319261,,1821-05-07,,Comédie,,TD926
TD927,eugene_scribe_melesville_jean_henri_dupin-ennui_ou_le_comte_derfort,L’Ennui,Eugène SCRIBE - MÉLESVILLE - Jean-Henri DUPIN,Eugène Scribe,Mélesville,Q319261,,1820-02-02,,Comédie,,TD927
TD928,eugene_scribe_melesville_jean_henri_dupin-plan_de_campagne,Le Plan de campagne,Eugène SCRIBE - MÉLESVILLE - Jean-Henri DUPIN,Eugène Scribe,Mélesville,Q319261,,1823-04-14,,Comédie,,TD928
TD929,eugene_scribe_melesville_joseph_xavier_boniface_saintine-apollon_du_reverbere_ou_les_conjectures_de_carrefour,L’Apollon du réverbère,Eugène SCRIBE - MÉLESVILLE - Joseph-Xavier Boniface SAINTINE,Eugène Scribe,Mélesville,Q319261,,,,,,TD929
TD930,eugene_scribe_melesville_jules_henri_vernoy_de_saint_georges-ecarte_ou_un_coin_de_salon,L’Écarté,Eugène SCRIBE - MÉLESVILLE - Jules-Henri VERNOY DE SAINT-GEORGES,Eugène Scribe,Mélesville,Q319261,,1822-11-14,,Vaudeville,,TD930
TD931,eugene_scribe_melesville_theodore_francois_moreau_sainti-boulevard_bonne_nouvelle,Le Boulevard Bonne-Nouvelle,Eugène SCRIBE - MÉLESVILLE - Théodore-François MOREAU-SAINTI,Eugène Scribe,Mélesville,Q319261,,1820-12-23,,Vaudeville,,TD931
TD932,eugene_scribe_melesville_vandiere-amant_bossu,L’Amant bossu,Eugène SCRIBE - MÉLESVILLE - VANDIÈRE,Eugène Scribe,Mélesville,Q319261,,1821-10-22,,Comédie,,TD932
TD933,eugene_scribe_melesville_xavier_boniface_saintine-deluge_ou_les_petits_acteurs,Le Déluge,Eugène SCRIBE - MÉLESVILLE - Xavier-Boniface SAINTINE,Eugène Scribe,Mélesville,Q319261,,1820-10-12,,Comédie,,TD933
TD934,eugene_scribe_melesville_xavier_boniface_saintine-temoin,Le Témoin,Eugène SCRIBE - MÉLESVILLE - Xavier-Boniface SAINTINE,Eugène Scribe,Mélesville,Q319261,,1820-09-21,,Comédie,,TD934
TD935,eugene_scribe_michel_masson-didier_l_honnete_homme,Didier l’honnête homme,Eugène SCRIBE - Michel MASSON,Eugène Scribe,Michel Masson,Q319261,,1847-11-19,,Comédie,,TD935
TD936,eugene_scribe_michel_masson-filles_du_docteur_ou_le_devouement,Les Filles du docteur,Eugène SCRIBE - Michel MASSON,Eugène Scribe,Michel Masson,Q319261,,1849-02-10,,Comédie,,TD936
TD937,eugene_scribe_michel_nicolas_balisson_de_rougemont-avant_pendant_et_apres,Avant,Eugène SCRIBE - Michel_Nicolas Balisson de ROUGEMONT,Eugène Scribe,Michel_Nicolas Balisson De Rougemont,Q319261,,1828-06-28,,,,TD937
TD938,eugene_scribe_michel_nicolas_balisson_de_rougemont-suisse_de_l_hotel_anecdote_de_1816,Le Suisse de l’hôtel,Eugène SCRIBE - Michel-Nicolas Balisson de ROUGEMONT,Eugène Scribe,Michel-Nicolas Balisson De Rougemont,Q319261,,1831-11-14,,Vaudeville,,TD938
TD939,eugene_scribe_michel_nicolas_balisson_de_rougemont_marie_alexis_justin_gensoul-baiser_au_porteur,Le Baiser au porteur,Eugène SCRIBE - Michel-Nicolas Balisson de ROUGEMONT - Marie Alexis Justin GENSOUL,Eugène Scribe,Michel-Nicolas Balisson De Rougemont,Q319261,,1824-06-09,,Comédie,,TD939
TD940,eugene_scribe_nicolas_brazier_jean_henri_dupin-hotel_des_quatre_nations,L’hôtel des Quatre-Nations,Eugène SCRIBE - Nicolas BRAZIER - Jean-Henri DUPIN,Eugène Scribe,Nicolas Brazier,Q319261,,1818-11-07,,Vaudeville,,TD940
TD941,eugene_scribe_paul_duport-chaperon,Le Chaperon,Eugène SCRIBE - Paul DUPORT,Eugène Scribe,Paul Duport,Q319261,,1832-02-06,,Comédie,,TD941
TD942,eugene_scribe_paul_duport-dugazon_ou_le_choix_d_une_maitresse,La Dugazon,Eugène SCRIBE - Paul DUPORT,Eugène Scribe,Paul Duport,Q319261,,1833-10-30,,Comédie,,TD942
TD943,eugene_scribe_paul_duport-monomanie,Une Monomanie,Eugène SCRIBE - Paul DUPORT,Eugène Scribe,Paul Duport,Q319261,,1832-08-31,,Comédie,,TD943
TD944,eugene_scribe_paul_duport-quaker_et_la_danseuse,Le Quaker et la danseuse,Eugène SCRIBE - Paul DUPORT,Eugène Scribe,Paul Duport,Q319261,,1831-03-28,,Comédie,,TD944
TD945,eugene_scribe_paul_duport-tutrice_ou_l_emploi_des_richesses,La Tutrice,Eugène SCRIBE - Paul DUPORT,Eugène Scribe,Paul Duport,Q319261,,1843-11-29,,Comédie,,TD945
TD946,eugene_scribe_paul_duport-voyage_dans_l_appartement_ou_l_influence_des_localites,Le Voyage dans l’appartement,Eugène SCRIBE - Paul DUPORT,Eugène Scribe,Paul Duport,Q319261,,1833-01-18,,Comédie,,TD946
TD947,eugene_scribe_pierre_carmouche-fonde_de_pouvoirs,Le Fondé de pouvoirs,Eugène SCRIBE - Pierre CARMOUCHE,Eugène Scribe,Pierre Carmouche,Q319261,,1824-02-18,,Vaudeville,,TD947
TD948,eugene_scribe_pierre_carmouche_jean_henri_dupin-marchand_d_amour,Le Marchand d’amour,Eugène SCRIBE - Pierre CARMOUCHE - Jean-Henri DUPIN,Eugène Scribe,Pierre Carmouche,Q319261,,1823-06-03,,Comédie,,TD948
TD949,eugene_scribe_pierre_carmouche_jean_henri_dupin-marie_jobard,Marie Jobard,Eugène SCRIBE - Pierre CARMOUCHE - Jean-Henri DUPIN,Eugène Scribe,Pierre Carmouche,Q319261,,1820-04-11,,,vers,TD949
TD950,eugene_scribe_pierre_carmouche_joseph_xavier_boniface_saintine-leicester_du_faubourg_ou_l_amour_et_l_ambition,Le Leicester du faubourg,Eugène SCRIBE - Pierre CARMOUCHE - Joseph-Xavier Boniface SAINTINE,Eugène Scribe,Pierre Carmouche,Q319261,,1824-05-01,,Vaudeville,,TD950
TD951,eugene_scribe_pierre_carmouche_melesville-jean_de_vert,Jean de Vert,Eugène SCRIBE - Pierre CARMOUCHE - MÉLESVILLE,Eugène Scribe,Pierre Carmouche,Q319261,,1833-08-19,,Vaudeville,,TD951
TD952,eugene_scribe_pierre_carmouche_melesville-lune_de_miel,La Lune de miel,Eugène SCRIBE - Pierre CARMOUCHE - MÉLESVILLE,Eugène Scribe,Pierre Carmouche,Q319261,,1826-03-31,,Comédie,,TD952
TD953,eugene_scribe_rougemont_alexis_decomberousse-salvoisy_ou_l_amoureux_de_la_reine,Salvoisy,Eugène SCRIBE - ROUGEMONT - Alexis DECOMBEROUSSE,Eugène Scribe,Rougemont,Q319261,,1834-04-18,,Comédie,,TD953
TD954,eugene_scribe_thomas_sauvage-image,L’image,Eugène SCRIBE - Thomas SAUVAGE,Eugène Scribe,Thomas Sauvage,Q319261,,1845-04-17,,Comédie,,TD954
TD955,eugene_scribe_thomas_terrier-dix_ans_de_la_vie_d_une_femme_ou_les_mauvais_conseils,Dix ans de la vie d’une femme,Eugène SCRIBE - Thomas TERRIER,Eugène Scribe,Thomas Terrier,Q319261,,1832-03-17,,,,TD955
TD956,eugene_scribe_xavier_boniface_saintine-ours_et_le_pacha,L’Ours et le Pacha,Eugène SCRIBE - Xavier-Boniface SAINTINE,Eugène Scribe,Xavier-Boniface Saintine,Q319261,,1820-02-10,,Vaudeville,,TD956
TD957,eugene_scribe_xavier_boniface_saintine_frederic_de_courcy-beau_narcisse,Le beau Narcisse,Eugène SCRIBE - Xavier-Boniface SAINTINE - Frédéric DE COURCY,Eugène Scribe,Xavier-Boniface Saintine,Q319261,,1820-12-09,,Vaudeville,,TD957
TD958,eugene_scribe_ _charles_gaspard_delestre_poirson_charles_desnoyers-vengeance_italienne_ou_le_francais_a_florence,La Vengeance italienne,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON - Charles DESNOYERS,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,,1832-01-23,,Comédie,,TD958
TD959,eugene_scribre_michel_masson-heloise_et_abailard_ou_a_quelque_chose_malheur_est_bon,Héloïse et Abailard,Eugène SCRIBE - Michel MASSON,Eugène Scribe,Michel Masson,Q319261,,1850-04-22,,Comédie,,TD959
TD960,eugene_scrine_melesville_jean_francois_bayard-philippe,Philippe,Eugène SCRIBE - MÉLESVILLE - Jean-François BAYARD,Eugène Scribe,Mélesville,Q319261,,1830-04-19,,Comédie,,TD960
TD961,eugene_sribe_germain_delavigne-thibault_comte_de_champagne,Thibault,Eugène SCRIBE - Germain DELAVIGNE,Eugène Scribe,Germain Delavigne,Q319261,,1813-09-27,,Vaudeville,,TD961
TD962,eugene scribe_charles_gaspard_delestre_poirson-nouveau_pourceaugnac_ou_encore_un_pourceaugnac,Le Nouveau Pourceaugnac,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,,1817-02-18,,Vaudeville,,TD962
TD963,fabre_d_eglantine-philinte_de_moliere_ou_la_suite_du_misanthrope,Le Philinte de Molière,FABRE D’ÉGLANTINE,Fabre D'Églantine,,Q553446,,1790-02-22,,Comédie,vers,TD963
TD964,ferdinand_de_laboullaye-moliere_au_dix_neuvieme_siecle,Molière au dix-neuvième siècle,Ferdinand DE LABOULLAYE,Ferdinand De Laboullaye,,Q52084148,,1844-01-21,,Comédie,vers,TD964
TD965,ferdinand_laloue_auguste_anicet_bourgeois-don_quichotte_et_sancho_panca,Don Quichotte et Sancho Pança,Ferdinand LALOUE - Auguste ANICET-BOURGEOIS,Ferdinand Laloue,Auguste Anicet-Bourgeois,Q17628189,,1843-10-12,,,,TD965
TD966,ferdinand_laloue_fabrice_labrousse-empire,L’Empire,Ferdinand LALOUE - Fabrice LABROUSSE,Ferdinand Laloue,Fabrice Labrousse,Q17628189,,1845-02-15,,,,TD966
TD967,ferdinand_laloue_fabrice_labrousse-prince_eugene_et_l_imperatrice_josephine,Le Prince Eugène et l’Impératrice Joséphine,Ferdinand LALOUE - Fabrice LABROUSSE,Ferdinand Laloue,Fabrice Labrousse,Q17628189,,1842-12-17,,,,TD967
TD968,francois_andrieux-moliere_avec_ses_amis_ou_la_soiree_d_auteuil,Molière avec ses amis,François ANDRIEUX,François Andrieux,,Q970585,,1804-07-05,,Comédie,vers,TD968
TD969,francois_fabie-moliere_et_montespan,Molière et Montespan,François FABIÉ,François Fabié,,Q3084585,,1879-01-15,,Comédie,vers,TD969
TD970,francois_ponsard-agnes_de_meranie,Agnès de Méranie,François PONSARD,François Ponsard,,Q617539,,1846-12-22,,Tragédie,vers,TD970
TD971,francois_ponsard-bourse,La Bourse,François PONSARD,François Ponsard,,Q617539,,1856-05-06,,Comédie,vers,TD971
TD972,francois_ponsard-ce_qui_plait_aux_femmes,Ce qui plaît aux femmes,François PONSARD,François Ponsard,,Q617539,,1860-07-30,,Vaudeville,,TD972
TD973,francois_ponsard-charlotte_corday,Charlotte Corday,François PONSARD,François Ponsard,,Q617539,,1850-03-23,,Tragédie,vers,TD973
TD974,francois_ponsard-galilee,Galilée,François PONSARD,François Ponsard,,Q617539,,,,Comédie,vers,TD974
TD975,francois_ponsard-honneur_et_l_argent,L'Honneur et l'argent,François PONSARD,François Ponsard,,Q617539,,1853-03-11,,Comédie,vers,TD975
TD976,francois_ponsard-horace_et_lydie,Horace et Lydie,François PONSARD,François Ponsard,,Q617539,,1850-06-19,,Comédie,vers,TD976
TD977,francois_ponsard-lion_amoureux,Le Lion amoureux,François PONSARD,François Ponsard,,Q617539,,1866-01-18,,Comédie,vers,TD977
TD978,francois_ponsard-lucrece,Lucrèce,François PONSARD,François Ponsard,,Q617539,,1843-04-22,,Tragédie,vers,TD978
TD979,francois_ponsard-moliere_a_vienne,Molière à Vienne,François PONSARD,François Ponsard,,Q617539,,1851-10-09,,Comédie,,TD979
TD980,francois_ponsard-ulysse,Ulysse,François PONSARD,François Ponsard,,Q617539,,1852-06-18,,Tragédie,vers,TD980
TD981,francois_tristan_l_hermite-amarillis,Amarillis,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1652,,Pastorale,,TD981
TD982,francois_tristan_l_hermite-folie_du_sage,La Folie du sage,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1644,,Comédie,vers,TD982
TD983,francois_tristan_l_hermite-mariane,La Mariane,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1636,,Tragédie,vers,TD983
TD984,francois_tristan_l_hermite-mort_de_chrispe_ou_les_malheurs_domestiques_du_grand_constantin,La Mort de Chrispe,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1644,,Tragédie,vers,TD984
TD985,francois_tristan_l_hermite-mort_de_seneque,La Mort de Sénèque,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1644,,Tragédie,vers,TD985
TD986,francois_tristan_l_hermite-osman_ou_la_mort_du_grand_osman,Osman,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1646,,Tragédie,vers,TD986
TD987,francois_tristan_l_hermite-panthee,Panthée,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1637,,Tragédie,vers,TD987
TD988,francois_tristan_l_hermite-parasite,Le Parasite,François TRISTAN L’HERMITE,François Tristan L'Hermite,,Q1451213,,1654,,Comédie,vers,TD988
TD989,gaspard_abeille-argelie_reine_de_thessalie,Argélie,Gaspard ABEILLE,Gaspard Abeille,,Q1338057,1674,,,Tragédie,vers,TD989
TD990,gaspard_abeille-coriolan,Coriolan,Gaspard ABEILLE,Gaspard Abeille,,Q1338057,1676,,,Tragédie,vers,TD990
TD991,gaspard_abeille-crispin_bel_esprit,Crispin,Gaspard ABEILLE,Gaspard Abeille,,Q1338057,,1681-07-11,,Comédie,vers,TD991
TD992,gaspard_abeille-hercule,Hercule,Gaspard ABEILLE,Gaspard Abeille,,Q1338057,,1681-11-07,,Tragédie,vers,TD992
TD993,gaspard_abeille-lyncee,Lyncée,Gaspard ABEILLE,Gaspard Abeille,,Q1338057,,1678-02-25,,Tragédie,vers,TD993
TD994,gaspard_abeille-soliman,Soliman,Gaspard ABEILLE,Gaspard Abeille,,Q1338057,,1680-10-11,,Tragédie,vers,TD994
TD995,gautier_de_costes_sieur_de_la_calprenede-bradamante,La Bradamante,Gautier de Costes,Gautier De Costes,,Q1496335,,1636,,Comédie,vers,TD995
TD996,gautier_de_costes_sieur_de_la_calprenede-clarionte_ou_le_sacrifice_sanglant,La Clarionte,Gautier de Costes,Gautier De Costes,,Q1496335,,1636,,Comédie,vers,TD996
TD997,gautier_de_costes_sieur_de_la_calprenede-comte_d_essex,Le Comte d’Essex,Gautier de Costes,Gautier De Costes,,Q1496335,,1637,,Tragédie,vers,TD997
TD998,gautier_de_costes_sieur_de_la_calprenede-edouard,Édouard,Gautier de Costes,Gautier De Costes,,Q1496335,,1638,,Comédie,vers,TD998
TD999,gautier_de_costes_sieur_de_la_calprenede-hermenegilde,Herménégilde,Gautier de Costes,Gautier De Costes,,Q1496335,,1641,,Tragédie,,TD999
TD1000,gautier_de_costes_sieur_de_la_calprenede-jeanne_reine_d_angleterre,Jeanne,Gautier de Costes,Gautier De Costes,,Q1496335,,1637,,Tragédie,vers,TD1000
TD1001,gautier_de_costes_sieur_de_la_calprenede-mort_des_enfants_d_herode_ou_suite_de_mariane,La Mort des enfants d’Hérode,Gautier de Costes,Gautier De Costes,,Q1496335,,1638,,Tragédie,vers,TD1001
TD1002,gautier_de_costes_sieur_de_la_calprenede-mort_de_mitridate,La Mort de Mitridate,Gautier de Costes,Gautier De Costes,,Q1496335,,1635,,Tragédie,vers,TD1002
TD1003,gautier_de_costes_sieur_de_la_calprenede-phalante,Phalante,Gautier de Costes,Gautier De Costes,,Q1496335,,1640,,Tragédie,vers,TD1003
TD1004,georges_courteline-article_330,L'Article 330,Georges COURTELINE,Georges Courteline,,Q51107,,1900-12-12,,Comédie,,TD1004
TD1005,georges_courteline-balances,Les Balances,Georges COURTELINE,Georges Courteline,,Q51107,,1901-11-26,,Comédie,,TD1005
TD1006,georges_courteline-boubouroche,Boubouroche,Georges COURTELINE,Georges Courteline,,Q51107,,1893-04-27,,,,TD1006
TD1007,georges_courteline-boulingrin,Les Boulingrin,Georges COURTELINE,Georges Courteline,,Q51107,,1898-02-07,,Vaudeville,,TD1007
TD1008,georges_courteline-cinquantaine,La Cinquantaine,Georges COURTELINE,Georges Courteline,,Q51107,,1895-11-22,,,,TD1008
TD1009,georges_courteline-conversion_d_alceste,La Conversion d'Alceste,Georges COURTELINE,Georges Courteline,,Q51107,,1905-01-15,,Comédie,vers,TD1009
TD1010,georges_courteline-droit_aux_etrennes,Le Droit aux étrennes,Georges COURTELINE,Georges Courteline,,Q51107,,1896-05-13,,,,TD1010
TD1011,georges_courteline-evasion_de_latude,Une évasion de Latude,Georges COURTELINE,Georges Courteline,,Q51107,,,,,,TD1011
TD1012,georges_courteline-extra_lucide,L'Extra-Lucide,Georges COURTELINE,Georges Courteline,,Q51107,,1897-05-17,,,,TD1012
TD1013,georges_courteline-godefroy,Godefroy,Georges COURTELINE,Georges Courteline,,Q51107,,,,,,TD1013
TD1014,georges_courteline-gora,Le Gora,Georges COURTELINE,Georges Courteline,,Q51107,,,,,,TD1014
TD1015,georges_courteline-gros_chagrins,Gros chagrins,Georges COURTELINE,Georges Courteline,,Q51107,,1897-12-02,,,,TD1015
TD1016,georges_courteline-honneur_des_brossarbourg,L'Honneur des Brossarbourg,Georges COURTELINE,Georges Courteline,,Q51107,,1905,,,,TD1016
TD1017,georges_courteline-hortense_couche_toi,Hortense,Georges COURTELINE,Georges Courteline,,Q51107,,1897-03-15,,Comédie,,TD1017
TD1018,georges_courteline-illustre_piegele,L'illustre Piégelé,Georges COURTELINE,Georges Courteline,,Q51107,,,,,,TD1018
TD1019,georges_courteline-lettre_chargee,Une lettre chargée,Georges COURTELINE,Georges Courteline,,Q51107,,1897-06-10,,,,TD1019
TD1020,georges_courteline-lidoire,Lidoire,Georges COURTELINE,Georges Courteline,,Q51107,,1891-06-06,,,,TD1020
TD1021,georges_courteline-monsieur_badin,Monsieur Badin,Georges COURTELINE,Georges Courteline,,Q51107,,1897-04-13,,,,TD1021
TD1022,georges_courteline-paix_chez_soi,La Paix chez soi,Georges COURTELINE,Georges Courteline,,Q51107,,1903-11-25,,Comédie,,TD1022
TD1023,georges_courteline-pantheon_courcelles,Panthéon-Courcelles,Georges COURTELINE,Georges Courteline,,Q51107,,1899-11-02,,,,TD1023
TD1024,georges_courteline-petin_mouillarbourg_et_consorts,Petin,Georges COURTELINE,Georges Courteline,,Q51107,,1896-05-05,,,,TD1024
TD1025,georges_courteline-peur_des_coups,La peur des coups,Georges COURTELINE,Georges Courteline,,Q51107,,1894-12-14,,Comédie,,TD1025
TD1026,georges_courteline-principal_temoin,Le Principal témoin,Georges COURTELINE,Georges Courteline,,Q51107,,1904,,Tragédie,prose,TD1026
TD1027,georges_courteline-theodore_cherche_des_allumettes,Théodore cherche des allumettes,Georges COURTELINE,Georges Courteline,,Q51107,,1897-10-10,,Comédie,,TD1027
TD1028,georges_courteline-voiture_versee,La Voiture versée |,Georges COURTELINE,Georges Courteline,,Q51107,,1897-12-02,,Comédie,,TD1028
